"NRC3_old","_defaultColorIndex","epoch","id","lamW","name"
"0.18228472780997687","11","20","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.1732869071639962","11","21","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.16483147907255646","11","22","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.15692356725002368","11","23","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.14937278010506141","11","24","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.142120270282688","11","25","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.13511738175653634","11","26","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.1284003154752875","11","27","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.1219854868659077","11","28","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.11584544451487584","11","29","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.1099842103431922","11","30","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.10437492478213803","11","31","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.09897889915061443","11","32","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.09383212137249561","11","33","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.0888898430884831","11","34","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.08416726808904965","11","35","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.07964438503923933","11","36","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.07530985897104685","11","37","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.07117926839578934","11","38","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.06728078290663098","11","39","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.06357078267521372","11","40","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.06004256681498315","11","41","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.056712395528332966","11","42","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.05356871793242076","11","43","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.050612244306825115","11","44","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.04784960849174066","11","45","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.045260076456050326","11","46","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.042840441593504225","11","47","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.04059180628111324","11","48","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.038523755103369126","11","49","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.03661490747014303","11","50","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.03484094247598718","11","51","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.033196403398781514","11","52","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.03169145227936013","11","53","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.030299556618898504","11","54","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.029022167566388084","11","55","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.027848818832148348","11","56","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.026791931815632025","11","57","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.02582791361507464","11","58","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.024941360874597817","11","59","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.02413189538636272","11","60","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.023391001739396965","11","61","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.022712552281636433","11","62","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.022101774787614145","11","63","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.021543528694439866","11","64","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.02103771426025773","11","65","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.020576129489140286","11","66","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.020163616147767863","11","67","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.019792074334056557","11","68","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.01945171502629018","11","69","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.019146931535137426","11","70","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.018882060127159886","11","71","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.018651746498568496","11","72","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.01845285168749246","11","73","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.018283923016289047","11","74","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.018148839322995266","11","75","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.018038611618863807","11","76","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.01795265699222376","11","77","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.017895854235179982","11","78","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.01786376032241599","11","79","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.01785126048695223","11","80","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.017847109994478496","11","81","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.017857643231560416","11","82","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.01787349001733903","11","83","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.01788467018846774","11","84","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.01791570239732993","11","85","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.017950249715533297","11","86","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.01798914132932461","11","87","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.018023806066029564","11","88","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.018052680621710077","11","89","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.018088165000770744","11","90","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.018125370442969992","11","91","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.01816081829262074","11","92","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.018188780754551617","11","93","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.018223459106111832","11","94","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.01826631080887535","11","95","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.018304033814828695","11","96","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.01834175606828655","11","97","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.018382219424757745","11","98","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
"0.0184164397320879","11","99","c6ba1350-c9db-4214-b60b-38d72ceffc28","0.003","Mno_relu_DS10_Osgd_W0.003"
