"Step","Eswimmer_Mnull_DS1000_W0_lr0.01 - train.proj_error_H2W","Eswimmer_Mnull_DS1000_W0_lr0.01 - train.proj_error_H2W__MIN","Eswimmer_Mnull_DS1000_W0_lr0.01 - train.proj_error_H2W__MAX"
"81","0.03121517226099968","0.03121517226099968","0.03121517226099968"
"82","0.031230784952640533","0.031230784952640533","0.031230784952640533"
"83","0.03128502517938614","0.03128502517938614","0.03128502517938614"
"84","0.031245676800608635","0.031245676800608635","0.031245676800608635"
"85","0.03131168335676193","0.03131168335676193","0.03131168335676193"
"86","0.031287841498851776","0.031287841498851776","0.031287841498851776"
"87","0.03136599063873291","0.03136599063873291","0.03136599063873291"
"88","0.03138188272714615","0.03138188272714615","0.03138188272714615"
"89","0.03142401948571205","0.03142401948571205","0.03142401948571205"
"90","0.03144814074039459","0.03144814074039459","0.03144814074039459"
"91","0.031522151082754135","0.031522151082754135","0.031522151082754135"
"92","0.03151004761457443","0.03151004761457443","0.03151004761457443"
"93","0.031564515084028244","0.031564515084028244","0.031564515084028244"
"94","0.03157450631260872","0.03157450631260872","0.03157450631260872"
"95","0.031665049493312836","0.031665049493312836","0.031665049493312836"
"96","0.03168852627277374","0.03168852627277374","0.03168852627277374"
"97","0.03171738609671593","0.03171738609671593","0.03171738609671593"
"98","0.03175225853919983","0.03175225853919983","0.03175225853919983"
"99","0.03176065534353256","0.03176065534353256","0.03176065534353256"
"100","0.031819552183151245","0.031819552183151245","0.031819552183151245"
"101","0.03180282190442085","0.03180282190442085","0.03180282190442085"
"102","0.031877316534519196","0.031877316534519196","0.031877316534519196"
"103","0.03194229304790497","0.03194229304790497","0.03194229304790497"
"104","0.03196318820118904","0.03196318820118904","0.03196318820118904"
"105","0.03199699521064758","0.03199699521064758","0.03199699521064758"
"106","0.03197869658470154","0.03197869658470154","0.03197869658470154"
"107","0.032026734203100204","0.032026734203100204","0.032026734203100204"
"108","0.032052017748355865","0.032052017748355865","0.032052017748355865"
"109","0.0320836566388607","0.0320836566388607","0.0320836566388607"
"110","0.03210911527276039","0.03210911527276039","0.03210911527276039"
"111","0.03208700194954872","0.03208700194954872","0.03208700194954872"
"112","0.032146476209163666","0.032146476209163666","0.032146476209163666"
"113","0.03215416893362999","0.03215416893362999","0.03215416893362999"
"114","0.03218570724129677","0.03218570724129677","0.03218570724129677"
"115","0.03223226219415665","0.03223226219415665","0.03223226219415665"
"116","0.0322466604411602","0.0322466604411602","0.0322466604411602"
"117","0.03224800154566765","0.03224800154566765","0.03224800154566765"
"118","0.032286159694194794","0.032286159694194794","0.032286159694194794"
"119","0.03231398016214371","0.03231398016214371","0.03231398016214371"
"120","0.032308172434568405","0.032308172434568405","0.032308172434568405"
"121","0.03230768069624901","0.03230768069624901","0.03230768069624901"
"122","0.03240282088518143","0.03240282088518143","0.03240282088518143"
"123","0.032341185957193375","0.032341185957193375","0.032341185957193375"
"124","0.03238225728273392","0.03238225728273392","0.03238225728273392"
"125","0.03241536021232605","0.03241536021232605","0.03241536021232605"
"126","0.03239279240369797","0.03239279240369797","0.03239279240369797"
"127","0.032432276755571365","0.032432276755571365","0.032432276755571365"
"128","0.032482437789440155","0.032482437789440155","0.032482437789440155"
"129","0.032434068620204926","0.032434068620204926","0.032434068620204926"
"130","0.03249559924006462","0.03249559924006462","0.03249559924006462"
"131","0.032468635588884354","0.032468635588884354","0.032468635588884354"
"132","0.032501231878995895","0.032501231878995895","0.032501231878995895"
"133","0.03246286138892174","0.03246286138892174","0.03246286138892174"
"134","0.032496705651283264","0.032496705651283264","0.032496705651283264"
"135","0.03249986097216606","0.03249986097216606","0.03249986097216606"
"136","0.03251076117157936","0.03251076117157936","0.03251076117157936"
"137","0.03253627195954323","0.03253627195954323","0.03253627195954323"
"138","0.032512497156858444","0.032512497156858444","0.032512497156858444"
"139","0.03255578503012657","0.03255578503012657","0.03255578503012657"
"140","0.03256108611822128","0.03256108611822128","0.03256108611822128"
"141","0.0325344018638134","0.0325344018638134","0.0325344018638134"
"142","0.0325748585164547","0.0325748585164547","0.0325748585164547"
"143","0.03257947415113449","0.03257947415113449","0.03257947415113449"
"144","0.03259238600730896","0.03259238600730896","0.03259238600730896"
"145","0.032615792006254196","0.032615792006254196","0.032615792006254196"
"146","0.0326358824968338","0.0326358824968338","0.0326358824968338"
"147","0.032665833830833435","0.032665833830833435","0.032665833830833435"
"148","0.032659273594617844","0.032659273594617844","0.032659273594617844"
"149","0.03269606828689575","0.03269606828689575","0.03269606828689575"
"150","0.0326710045337677","0.0326710045337677","0.0326710045337677"
"151","0.03275780752301216","0.03275780752301216","0.03275780752301216"
"152","0.03270474448800087","0.03270474448800087","0.03270474448800087"
"153","0.03276798501610756","0.03276798501610756","0.03276798501610756"
"154","0.03268364444375038","0.03268364444375038","0.03268364444375038"
"155","0.03271258622407913","0.03271258622407913","0.03271258622407913"
"156","0.032751187682151794","0.032751187682151794","0.032751187682151794"
"157","0.032776057720184326","0.032776057720184326","0.032776057720184326"
"158","0.03274259343743324","0.03274259343743324","0.03274259343743324"
"159","0.03276180475950241","0.03276180475950241","0.03276180475950241"
"160","0.0327465757727623","0.0327465757727623","0.0327465757727623"
"161","0.032760001718997955","0.032760001718997955","0.032760001718997955"
"162","0.032797809690237045","0.032797809690237045","0.032797809690237045"
"163","0.032834652811288834","0.032834652811288834","0.032834652811288834"
"164","0.0327918715775013","0.0327918715775013","0.0327918715775013"
"165","0.03283466771245003","0.03283466771245003","0.03283466771245003"
"166","0.03285711631178856","0.03285711631178856","0.03285711631178856"
"167","0.03277187421917915","0.03277187421917915","0.03277187421917915"
"168","0.03282506391406059","0.03282506391406059","0.03282506391406059"
"169","0.03286793455481529","0.03286793455481529","0.03286793455481529"
"170","0.03286457061767578","0.03286457061767578","0.03286457061767578"
"171","0.032806284725666046","0.032806284725666046","0.032806284725666046"
"172","0.032910581678152084","0.032910581678152084","0.032910581678152084"
"173","0.032914984971284866","0.032914984971284866","0.032914984971284866"
"174","0.0328681617975235","0.0328681617975235","0.0328681617975235"
"175","0.03287838399410248","0.03287838399410248","0.03287838399410248"
"176","0.03282684460282326","0.03282684460282326","0.03282684460282326"
"177","0.03292121738195419","0.03292121738195419","0.03292121738195419"
"178","0.032872382551431656","0.032872382551431656","0.032872382551431656"
"179","0.032932329922914505","0.032932329922914505","0.032932329922914505"
"180","0.032897911965847015","0.032897911965847015","0.032897911965847015"
"181","0.03294728323817253","0.03294728323817253","0.03294728323817253"
"182","0.03293945640325546","0.03293945640325546","0.03293945640325546"
"183","0.03287040814757347","0.03287040814757347","0.03287040814757347"
"184","0.032912276685237885","0.032912276685237885","0.032912276685237885"
"185","0.032930221408605576","0.032930221408605576","0.032930221408605576"
"186","0.03290115296840668","0.03290115296840668","0.03290115296840668"
"187","0.03290171176195145","0.03290171176195145","0.03290171176195145"
"188","0.03293893486261368","0.03293893486261368","0.03293893486261368"
"189","0.032927174121141434","0.032927174121141434","0.032927174121141434"
"190","0.032948967069387436","0.032948967069387436","0.032948967069387436"
"191","0.033055953681468964","0.033055953681468964","0.033055953681468964"
"192","0.032919991761446","0.032919991761446","0.032919991761446"
"193","0.032945483922958374","0.032945483922958374","0.032945483922958374"
"194","0.03298184648156166","0.03298184648156166","0.03298184648156166"
"195","0.03295644745230675","0.03295644745230675","0.03295644745230675"
"196","0.032956816256046295","0.032956816256046295","0.032956816256046295"
"197","0.03299720212817192","0.03299720212817192","0.03299720212817192"
"198","0.032941292971372604","0.032941292971372604","0.032941292971372604"
"199","0.03303224965929985","0.03303224965929985","0.03303224965929985"
"200","0.03300502523779869","0.03300502523779869","0.03300502523779869"
"201","0.03306197375059128","0.03306197375059128","0.03306197375059128"
"202","0.03296954929828644","0.03296954929828644","0.03296954929828644"
"203","0.03303907811641693","0.03303907811641693","0.03303907811641693"
"204","0.03295324370265007","0.03295324370265007","0.03295324370265007"
"205","0.03300870582461357","0.03300870582461357","0.03300870582461357"
"206","0.033016085624694824","0.033016085624694824","0.033016085624694824"
"207","0.032939061522483826","0.032939061522483826","0.032939061522483826"
"208","0.03300073370337486","0.03300073370337486","0.03300073370337486"
"209","0.033050622791051865","0.033050622791051865","0.033050622791051865"
"210","0.03298189118504524","0.03298189118504524","0.03298189118504524"
"211","0.03299703076481819","0.03299703076481819","0.03299703076481819"
"212","0.03301732614636421","0.03301732614636421","0.03301732614636421"
"213","0.03297794982790947","0.03297794982790947","0.03297794982790947"
"214","0.03303747996687889","0.03303747996687889","0.03303747996687889"
"215","0.03303435072302818","0.03303435072302818","0.03303435072302818"
"216","0.033021826297044754","0.033021826297044754","0.033021826297044754"
"217","0.03310757130384445","0.03310757130384445","0.03310757130384445"
"218","0.03312450274825096","0.03312450274825096","0.03312450274825096"
"219","0.03307929262518883","0.03307929262518883","0.03307929262518883"
"220","0.03311636298894882","0.03311636298894882","0.03311636298894882"
"221","0.03306431695818901","0.03306431695818901","0.03306431695818901"
"222","0.03311518579721451","0.03311518579721451","0.03311518579721451"
"223","0.033094894140958786","0.033094894140958786","0.033094894140958786"
"224","0.03313852846622467","0.03313852846622467","0.03313852846622467"
"225","0.03311784192919731","0.03311784192919731","0.03311784192919731"
"226","0.03314268961548805","0.03314268961548805","0.03314268961548805"
"227","0.03307224437594414","0.03307224437594414","0.03307224437594414"
"228","0.03313880413770676","0.03313880413770676","0.03313880413770676"
"229","0.03312040865421295","0.03312040865421295","0.03312040865421295"
"230","0.03312474861741066","0.03312474861741066","0.03312474861741066"
"231","0.03313009813427925","0.03313009813427925","0.03313009813427925"
"232","0.03311936557292938","0.03311936557292938","0.03311936557292938"
"233","0.03321610018610954","0.03321610018610954","0.03321610018610954"
"234","0.03314235433936119","0.03314235433936119","0.03314235433936119"
"235","0.033173568546772","0.033173568546772","0.033173568546772"
"236","0.03317303583025932","0.03317303583025932","0.03317303583025932"
"237","0.03318410366773605","0.03318410366773605","0.03318410366773605"
"238","0.033170465379953384","0.033170465379953384","0.033170465379953384"
"239","0.03320569917559624","0.03320569917559624","0.03320569917559624"
"240","0.033193688839673996","0.033193688839673996","0.033193688839673996"
"241","0.03323842212557793","0.03323842212557793","0.03323842212557793"
"242","0.033208124339580536","0.033208124339580536","0.033208124339580536"
"243","0.03324943408370018","0.03324943408370018","0.03324943408370018"
"244","0.03319569677114487","0.03319569677114487","0.03319569677114487"
"245","0.03318633884191513","0.03318633884191513","0.03318633884191513"
"246","0.03314086049795151","0.03314086049795151","0.03314086049795151"
"247","0.03320329636335373","0.03320329636335373","0.03320329636335373"
"248","0.033167555928230286","0.033167555928230286","0.033167555928230286"
"249","0.033221419900655746","0.033221419900655746","0.033221419900655746"
"250","0.033201124519109726","0.033201124519109726","0.033201124519109726"
"251","0.033160250633955","0.033160250633955","0.033160250633955"
"252","0.03315556421875954","0.03315556421875954","0.03315556421875954"
"253","0.033209916204214096","0.033209916204214096","0.033209916204214096"
"254","0.03319234773516655","0.03319234773516655","0.03319234773516655"
"255","0.03317103907465935","0.03317103907465935","0.03317103907465935"
"256","0.03320099040865898","0.03320099040865898","0.03320099040865898"
"257","0.03318371996283531","0.03318371996283531","0.03318371996283531"
"258","0.03324805572628975","0.03324805572628975","0.03324805572628975"
"259","0.03320944309234619","0.03320944309234619","0.03320944309234619"
"260","0.03313140943646431","0.03313140943646431","0.03313140943646431"
"261","0.033238258212804794","0.033238258212804794","0.033238258212804794"
"262","0.03317485749721527","0.03317485749721527","0.03317485749721527"
"263","0.033241111785173416","0.033241111785173416","0.033241111785173416"
"264","0.03313414007425308","0.03313414007425308","0.03313414007425308"
"265","0.03316399082541466","0.03316399082541466","0.03316399082541466"
"266","0.03322470560669899","0.03322470560669899","0.03322470560669899"
"267","0.0331944040954113","0.0331944040954113","0.0331944040954113"
"268","0.03326541185379028","0.03326541185379028","0.03326541185379028"
"269","0.03321010246872902","0.03321010246872902","0.03321010246872902"
"270","0.033183202147483826","0.033183202147483826","0.033183202147483826"
"271","0.03324715420603752","0.03324715420603752","0.03324715420603752"
"272","0.03320729732513428","0.03320729732513428","0.03320729732513428"
"273","0.033207282423973083","0.033207282423973083","0.033207282423973083"
"274","0.03320705518126488","0.03320705518126488","0.03320705518126488"
"275","0.033184148371219635","0.033184148371219635","0.033184148371219635"
"276","0.03318749740719795","0.03318749740719795","0.03318749740719795"
"277","0.03313007950782776","0.03313007950782776","0.03313007950782776"
"278","0.03317776322364807","0.03317776322364807","0.03317776322364807"
"279","0.03314247727394104","0.03314247727394104","0.03314247727394104"
"280","0.03321138769388199","0.03321138769388199","0.03321138769388199"
"281","0.03321177139878273","0.03321177139878273","0.03321177139878273"
"282","0.033164892345666885","0.033164892345666885","0.033164892345666885"
"283","0.03319936245679855","0.03319936245679855","0.03319936245679855"
"284","0.033161040395498276","0.033161040395498276","0.033161040395498276"
"285","0.03320179507136345","0.03320179507136345","0.03320179507136345"
"286","0.033196669071912766","0.033196669071912766","0.033196669071912766"
"287","0.033205509185791016","0.033205509185791016","0.033205509185791016"
"288","0.03322892263531685","0.03322892263531685","0.03322892263531685"
"289","0.03320596367120743","0.03320596367120743","0.03320596367120743"
"290","0.03313903510570526","0.03313903510570526","0.03313903510570526"
"291","0.03313836082816124","0.03313836082816124","0.03313836082816124"
"292","0.03312103822827339","0.03312103822827339","0.03312103822827339"
"293","0.03321187570691109","0.03321187570691109","0.03321187570691109"
"294","0.03316478803753853","0.03316478803753853","0.03316478803753853"
"295","0.03316030651330948","0.03316030651330948","0.03316030651330948"
"296","0.03311572223901749","0.03311572223901749","0.03311572223901749"
"297","0.033216893672943115","0.033216893672943115","0.033216893672943115"
"298","0.03308410942554474","0.03308410942554474","0.03308410942554474"
"299","0.03313060477375984","0.03313060477375984","0.03313060477375984"
"300","0.033157624304294586","0.033157624304294586","0.033157624304294586"
"301","0.033116068691015244","0.033116068691015244","0.033116068691015244"
"302","0.03317076712846756","0.03317076712846756","0.03317076712846756"
"303","0.033078212291002274","0.033078212291002274","0.033078212291002274"
"304","0.033193208277225494","0.033193208277225494","0.033193208277225494"
"305","0.03313801810145378","0.03313801810145378","0.03313801810145378"
"306","0.03312607482075691","0.03312607482075691","0.03312607482075691"
"307","0.03307956084609032","0.03307956084609032","0.03307956084609032"
"308","0.033123504370450974","0.033123504370450974","0.033123504370450974"
"309","0.033114463090896606","0.033114463090896606","0.033114463090896606"
"310","0.03311450034379959","0.03311450034379959","0.03311450034379959"
"311","0.03306853398680687","0.03306853398680687","0.03306853398680687"
"312","0.03303961083292961","0.03303961083292961","0.03303961083292961"
"313","0.03304162994027138","0.03304162994027138","0.03304162994027138"
"314","0.033129479736089706","0.033129479736089706","0.033129479736089706"
"315","0.03309908136725426","0.03309908136725426","0.03309908136725426"
"316","0.03304846212267876","0.03304846212267876","0.03304846212267876"
"317","0.03303822875022888","0.03303822875022888","0.03303822875022888"
"318","0.03309063985943794","0.03309063985943794","0.03309063985943794"
"319","0.03304947540163994","0.03304947540163994","0.03304947540163994"
"320","0.033138152211904526","0.033138152211904526","0.033138152211904526"
"321","0.03303063288331032","0.03303063288331032","0.03303063288331032"
"322","0.03304285928606987","0.03304285928606987","0.03304285928606987"
"323","0.03301738575100899","0.03301738575100899","0.03301738575100899"
"324","0.03309081867337227","0.03309081867337227","0.03309081867337227"
"325","0.03305340185761452","0.03305340185761452","0.03305340185761452"
"326","0.033007994294166565","0.033007994294166565","0.033007994294166565"
"327","0.03299218416213989","0.03299218416213989","0.03299218416213989"
"328","0.032986197620630264","0.032986197620630264","0.032986197620630264"
"329","0.03299478814005852","0.03299478814005852","0.03299478814005852"
"330","0.032967064529657364","0.032967064529657364","0.032967064529657364"
"331","0.033007167279720306","0.033007167279720306","0.033007167279720306"
"332","0.032980095595121384","0.032980095595121384","0.032980095595121384"
"333","0.032951127737760544","0.032951127737760544","0.032951127737760544"
"334","0.03304110839962959","0.03304110839962959","0.03304110839962959"
"335","0.0329456627368927","0.0329456627368927","0.0329456627368927"
"336","0.03291822224855423","0.03291822224855423","0.03291822224855423"
"337","0.033016763627529144","0.033016763627529144","0.033016763627529144"
"338","0.032906897366046906","0.032906897366046906","0.032906897366046906"
"339","0.032967519015073776","0.032967519015073776","0.032967519015073776"
"340","0.03292398899793625","0.03292398899793625","0.03292398899793625"
"341","0.032929107546806335","0.032929107546806335","0.032929107546806335"
"342","0.032919760793447495","0.032919760793447495","0.032919760793447495"
"343","0.032953355461359024","0.032953355461359024","0.032953355461359024"
"344","0.032945699989795685","0.032945699989795685","0.032945699989795685"
"345","0.032889075577259064","0.032889075577259064","0.032889075577259064"
"346","0.03290131315588951","0.03290131315588951","0.03290131315588951"
"347","0.03289631009101868","0.03289631009101868","0.03289631009101868"
"348","0.03290531411767006","0.03290531411767006","0.03290531411767006"
"349","0.03292512521147728","0.03292512521147728","0.03292512521147728"
"350","0.032872941344976425","0.032872941344976425","0.032872941344976425"
"351","0.0329463966190815","0.0329463966190815","0.0329463966190815"
"352","0.032857589423656464","0.032857589423656464","0.032857589423656464"
"353","0.03286449611186981","0.03286449611186981","0.03286449611186981"
"354","0.03281810134649277","0.03281810134649277","0.03281810134649277"
"355","0.032899823039770126","0.032899823039770126","0.032899823039770126"
"356","0.032888930290937424","0.032888930290937424","0.032888930290937424"
"357","0.03280721604824066","0.03280721604824066","0.03280721604824066"
"358","0.032794609665870667","0.032794609665870667","0.032794609665870667"
"359","0.03285425528883934","0.03285425528883934","0.03285425528883934"
"360","0.03283371403813362","0.03283371403813362","0.03283371403813362"
"361","0.03286537155508995","0.03286537155508995","0.03286537155508995"
"362","0.032837942242622375","0.032837942242622375","0.032837942242622375"
"363","0.03278929367661476","0.03278929367661476","0.03278929367661476"
"364","0.03273546323180199","0.03273546323180199","0.03273546323180199"
"365","0.03275623172521591","0.03275623172521591","0.03275623172521591"
"366","0.03279474750161171","0.03279474750161171","0.03279474750161171"
"367","0.03278976306319237","0.03278976306319237","0.03278976306319237"
"368","0.032787151634693146","0.032787151634693146","0.032787151634693146"
"369","0.03279517963528633","0.03279517963528633","0.03279517963528633"
"370","0.03280622139573097","0.03280622139573097","0.03280622139573097"
"371","0.03279298171401024","0.03279298171401024","0.03279298171401024"
"372","0.03273056820034981","0.03273056820034981","0.03273056820034981"
"373","0.03278946503996849","0.03278946503996849","0.03278946503996849"
"374","0.03272528573870659","0.03272528573870659","0.03272528573870659"
"375","0.03276551142334938","0.03276551142334938","0.03276551142334938"
"376","0.03268798068165779","0.03268798068165779","0.03268798068165779"
"377","0.03279983252286911","0.03279983252286911","0.03279983252286911"
"378","0.03277195617556572","0.03277195617556572","0.03277195617556572"
"379","0.03271257504820824","0.03271257504820824","0.03271257504820824"
"380","0.03280298411846161","0.03280298411846161","0.03280298411846161"
"381","0.03267350047826767","0.03267350047826767","0.03267350047826767"
"382","0.03269847482442856","0.03269847482442856","0.03269847482442856"
"383","0.03278065845370293","0.03278065845370293","0.03278065845370293"
"384","0.03272373229265213","0.03272373229265213","0.03272373229265213"
"385","0.03274458274245262","0.03274458274245262","0.03274458274245262"
"386","0.032708607614040375","0.032708607614040375","0.032708607614040375"
"387","0.03280237689614296","0.03280237689614296","0.03280237689614296"
"388","0.032664891332387924","0.032664891332387924","0.032664891332387924"
"389","0.032699182629585266","0.032699182629585266","0.032699182629585266"
"390","0.03270051255822182","0.03270051255822182","0.03270051255822182"
"391","0.032730769366025925","0.032730769366025925","0.032730769366025925"
"392","0.03269316628575325","0.03269316628575325","0.03269316628575325"
"393","0.03263868764042854","0.03263868764042854","0.03263868764042854"
"394","0.03270081430673599","0.03270081430673599","0.03270081430673599"
"395","0.03262394294142723","0.03262394294142723","0.03262394294142723"
"396","0.032639145851135254","0.032639145851135254","0.032639145851135254"
"397","0.032640475779771805","0.032640475779771805","0.032640475779771805"
"398","0.03265371918678284","0.03265371918678284","0.03265371918678284"
"399","0.03271926939487457","0.03271926939487457","0.03271926939487457"
"400","0.032656144350767136","0.032656144350767136","0.032656144350767136"
"401","0.03262665495276451","0.03262665495276451","0.03262665495276451"
"402","0.03257649019360542","0.03257649019360542","0.03257649019360542"
"403","0.03264518827199936","0.03264518827199936","0.03264518827199936"
"404","0.03265305981040001","0.03265305981040001","0.03265305981040001"
"405","0.03260991349816322","0.03260991349816322","0.03260991349816322"
"406","0.032684821635484695","0.032684821635484695","0.032684821635484695"
"407","0.03263476490974426","0.03263476490974426","0.03263476490974426"
"408","0.03258000314235687","0.03258000314235687","0.03258000314235687"
"409","0.03267083689570427","0.03267083689570427","0.03267083689570427"
"410","0.032681144773960114","0.032681144773960114","0.032681144773960114"
"411","0.032608382403850555","0.032608382403850555","0.032608382403850555"
"412","0.032569583505392075","0.032569583505392075","0.032569583505392075"
"413","0.03260403499007225","0.03260403499007225","0.03260403499007225"
"414","0.032501209527254105","0.032501209527254105","0.032501209527254105"
"415","0.032502297312021255","0.032502297312021255","0.032502297312021255"
"416","0.03257926180958748","0.03257926180958748","0.03257926180958748"
"417","0.03250901773571968","0.03250901773571968","0.03250901773571968"
"418","0.03255728632211685","0.03255728632211685","0.03255728632211685"
"419","0.03259218484163284","0.03259218484163284","0.03259218484163284"
"420","0.03246501833200455","0.03246501833200455","0.03246501833200455"
"421","0.032598260790109634","0.032598260790109634","0.032598260790109634"
"422","0.0324421264231205","0.0324421264231205","0.0324421264231205"
"423","0.03250756487250328","0.03250756487250328","0.03250756487250328"
"424","0.0325571671128273","0.0325571671128273","0.0325571671128273"
"425","0.03257449343800545","0.03257449343800545","0.03257449343800545"
"426","0.03245037794113159","0.03245037794113159","0.03245037794113159"
"427","0.03247440978884697","0.03247440978884697","0.03247440978884697"
"428","0.032532669603824615","0.032532669603824615","0.032532669603824615"
"429","0.0324091799557209","0.0324091799557209","0.0324091799557209"
"430","0.032531771808862686","0.032531771808862686","0.032531771808862686"
"431","0.03253450617194176","0.03253450617194176","0.03253450617194176"
"432","0.03248055279254913","0.03248055279254913","0.03248055279254913"
"433","0.03257272392511368","0.03257272392511368","0.03257272392511368"
"434","0.032486218959093094","0.032486218959093094","0.032486218959093094"
"435","0.032494161278009415","0.032494161278009415","0.032494161278009415"
"436","0.032515380531549454","0.032515380531549454","0.032515380531549454"
"437","0.03253147751092911","0.03253147751092911","0.03253147751092911"
"438","0.032526176422834396","0.032526176422834396","0.032526176422834396"
"439","0.032518766820430756","0.032518766820430756","0.032518766820430756"
"440","0.03247048705816269","0.03247048705816269","0.03247048705816269"
"441","0.0325043760240078","0.0325043760240078","0.0325043760240078"
"442","0.03250127285718918","0.03250127285718918","0.03250127285718918"
