"Step","Eswimmer_Mnull_DS1000_W0_lr0.01 - train.NRC1","Eswimmer_Mnull_DS1000_W0_lr0.01 - train.NRC1__MIN","Eswimmer_Mnull_DS1000_W0_lr0.01 - train.NRC1__MAX"
"342","5.081831295719894","5.081831295719894","5.081831295719894"
"343","5.07723331759969","5.07723331759969","5.07723331759969"
"344","5.079244948830979","5.079244948830979","5.079244948830979"
"345","5.089016264978796","5.089016264978796","5.089016264978796"
"346","5.088419772707857","5.088419772707857","5.088419772707857"
"347","5.084096249265654","5.084096249265654","5.084096249265654"
"348","5.077721509320894","5.077721509320894","5.077721509320894"
"349","5.070923731596209","5.070923731596209","5.070923731596209"
"350","5.08591227527801","5.08591227527801","5.08591227527801"
"351","5.062315117495367","5.062315117495367","5.062315117495367"
"352","5.081074248000572","5.081074248000572","5.081074248000572"
"353","5.079090528424421","5.079090528424421","5.079090528424421"
"354","5.085296378709609","5.085296378709609","5.085296378709609"
"355","5.062206551872427","5.062206551872427","5.062206551872427"
"356","5.06259413648682","5.06259413648682","5.06259413648682"
"357","5.078800180917838","5.078800180917838","5.078800180917838"
"358","5.07540905829292","5.07540905829292","5.07540905829292"
"359","5.067902389559953","5.067902389559953","5.067902389559953"
"360","5.0614683365097735","5.0614683365097735","5.0614683365097735"
"361","5.059791267877503","5.059791267877503","5.059791267877503"
"362","5.075336225185543","5.075336225185543","5.075336225185543"
"363","5.083304219660407","5.083304219660407","5.083304219660407"
"364","5.092953119609505","5.092953119609505","5.092953119609505"
"365","5.090807040264423","5.090807040264423","5.090807040264423"
"366","5.087551220571855","5.087551220571855","5.087551220571855"
"367","5.085179950157705","5.085179950157705","5.085179950157705"
"368","5.082072779699753","5.082072779699753","5.082072779699753"
"369","5.08265475790971","5.08265475790971","5.08265475790971"
"370","5.076432038191706","5.076432038191706","5.076432038191706"
"371","5.078987220308045","5.078987220308045","5.078987220308045"
"372","5.090461924109608","5.090461924109608","5.090461924109608"
"373","5.0845662740246045","5.0845662740246045","5.0845662740246045"
"374","5.089990538296348","5.089990538296348","5.089990538296348"
"375","5.085103782667371","5.085103782667371","5.085103782667371"
"376","5.104896010541415","5.104896010541415","5.104896010541415"
"377","5.069870885620418","5.069870885620418","5.069870885620418"
"378","5.085582559225673","5.085582559225673","5.085582559225673"
"379","5.097443818608823","5.097443818608823","5.097443818608823"
"380","5.076509227892442","5.076509227892442","5.076509227892442"
"381","5.1054465856926985","5.1054465856926985","5.1054465856926985"
"382","5.088454603412188","5.088454603412188","5.088454603412188"
"383","5.0736144723035395","5.0736144723035395","5.0736144723035395"
"384","5.075754750913998","5.075754750913998","5.075754750913998"
"385","5.075623212397098","5.075623212397098","5.075623212397098"
"386","5.08832943112409","5.08832943112409","5.08832943112409"
"387","5.057701019990782","5.057701019990782","5.057701019990782"
"388","5.087540336930193","5.087540336930193","5.087540336930193"
"389","5.0928725381905675","5.0928725381905675","5.0928725381905675"
"390","5.084724041834473","5.084724041834473","5.084724041834473"
"391","5.075618864045478","5.075618864045478","5.075618864045478"
"392","5.079990984702541","5.079990984702541","5.079990984702541"
"393","5.097017863356508","5.097017863356508","5.097017863356508"
"394","5.0689843632658595","5.0689843632658595","5.0689843632658595"
"395","5.099005080410279","5.099005080410279","5.099005080410279"
"396","5.084535808798449","5.084535808798449","5.084535808798449"
"397","5.093417019635671","5.093417019635671","5.093417019635671"
"398","5.093914701133559","5.093914701133559","5.093914701133559"
"399","5.07703326362936","5.07703326362936","5.07703326362936"
"400","5.097992902274767","5.097992902274767","5.097992902274767"
"401","5.09296292009583","5.09296292009583","5.09296292009583"
"402","5.09126104368479","5.09126104368479","5.09126104368479"
"403","5.083315098770021","5.083315098770021","5.083315098770021"
"404","5.090829903261969","5.090829903261969","5.090829903261969"
"405","5.101195389876375","5.101195389876375","5.101195389876375"
"406","5.082276196332881","5.082276196332881","5.082276196332881"
"407","5.0874848305388","5.0874848305388","5.0874848305388"
"408","5.098631358161161","5.098631358161161","5.098631358161161"
"409","5.072132085823454","5.072132085823454","5.072132085823454"
"410","5.0820314441971135","5.0820314441971135","5.0820314441971135"
"411","5.091746642888523","5.091746642888523","5.091746642888523"
"412","5.098251112554222","5.098251112554222","5.098251112554222"
"413","5.082841868262971","5.082841868262971","5.082841868262971"
"414","5.1028269856498225","5.1028269856498225","5.1028269856498225"
"415","5.108227171096951","5.108227171096951","5.108227171096951"
"416","5.088145485077053","5.088145485077053","5.088145485077053"
"417","5.102817175677279","5.102817175677279","5.102817175677279"
"418","5.08850249582529","5.08850249582529","5.08850249582529"
"419","5.083952634922753","5.083952634922753","5.083952634922753"
"420","5.110362738296622","5.110362738296622","5.110362738296622"
"421","5.078289102473296","5.078289102473296","5.078289102473296"
"422","5.10619781432912","5.10619781432912","5.10619781432912"
"423","5.096479725390905","5.096479725390905","5.096479725390905"
"424","5.089881676314922","5.089881676314922","5.089881676314922"
"425","5.084125625176588","5.084125625176588","5.084125625176588"
"426","5.106011364910752","5.106011364910752","5.106011364910752"
"427","5.102776845889224","5.102776845889224","5.102776845889224"
"428","5.1016498562722115","5.1016498562722115","5.1016498562722115"
"429","5.1148414614452635","5.1148414614452635","5.1148414614452635"
"430","5.094931920124276","5.094931920124276","5.094931920124276"
"431","5.09667580476054","5.09667580476054","5.09667580476054"
"432","5.105316843527893","5.105316843527893","5.105316843527893"
"433","5.088144396648801","5.088144396648801","5.088144396648801"
"434","5.101893990463635","5.101893990463635","5.101893990463635"
"435","5.106964364368701","5.106964364368701","5.106964364368701"
"436","5.0933680151138105","5.0933680151138105","5.0933680151138105"
"437","5.093876584623009","5.093876584623009","5.093876584623009"
"438","5.096035292783985","5.096035292783985","5.096035292783985"
"439","5.093290697347606","5.093290697347606","5.093290697347606"
"440","5.102567569548322","5.102567569548322","5.102567569548322"
"441","5.1012368032420055","5.1012368032420055","5.1012368032420055"
"442","5.097836018209869","5.097836018209869","5.097836018209869"
"443","5.083117100797186","5.083117100797186","5.083117100797186"
"444","5.097630111538106","5.097630111538106","5.097630111538106"
"445","5.110591809287667","5.110591809287667","5.110591809287667"
"446","5.086039594237751","5.086039594237751","5.086039594237751"
"447","5.105657011364179","5.105657011364179","5.105657011364179"
"448","5.1160659507746455","5.1160659507746455","5.1160659507746455"
"449","5.1075717571005805","5.1075717571005805","5.1075717571005805"
"450","5.104904732292576","5.104904732292576","5.104904732292576"
"451","5.1022482134038585","5.1022482134038585","5.1022482134038585"
"452","5.098816583219974","5.098816583219974","5.098816583219974"
"453","5.107441987935454","5.107441987935454","5.107441987935454"
"454","5.1193003111789","5.1193003111789","5.1193003111789"
"455","5.126049583017826","5.126049583017826","5.126049583017826"
"456","5.1059851968437435","5.1059851968437435","5.1059851968437435"
"457","5.0972150424756695","5.0972150424756695","5.0972150424756695"
"458","5.122637259476818","5.122637259476818","5.122637259476818"
"459","5.096494975873269","5.096494975873269","5.096494975873269"
"460","5.121472043067275","5.121472043067275","5.121472043067275"
"461","5.107426721083233","5.107426721083233","5.107426721083233"
"462","5.1189542305470095","5.1189542305470095","5.1189542305470095"
"463","5.099287287918909","5.099287287918909","5.099287287918909"
"464","5.119405120239593","5.119405120239593","5.119405120239593"
"465","5.109350524150068","5.109350524150068","5.109350524150068"
"466","5.1004085678691045","5.1004085678691045","5.1004085678691045"
"467","5.106775720117207","5.106775720117207","5.106775720117207"
"468","5.114542455121468","5.114542455121468","5.114542455121468"
"469","5.132179106039053","5.132179106039053","5.132179106039053"
"470","5.122689680949785","5.122689680949785","5.122689680949785"
"471","5.126776104572287","5.126776104572287","5.126776104572287"
"472","5.110902699558588","5.110902699558588","5.110902699558588"
"473","5.111864883046655","5.111864883046655","5.111864883046655"
"474","5.111046694045944","5.111046694045944","5.111046694045944"
"475","5.106036442704557","5.106036442704557","5.106036442704557"
"476","5.1150728154010725","5.1150728154010725","5.1150728154010725"
"477","5.1315757171847505","5.1315757171847505","5.1315757171847505"
"478","5.115733075980097","5.115733075980097","5.115733075980097"
"479","5.119313412252813","5.119313412252813","5.119313412252813"
"480","5.110552539610304","5.110552539610304","5.110552539610304"
"481","5.124705926943803","5.124705926943803","5.124705926943803"
"482","5.124166329280473","5.124166329280473","5.124166329280473"
"483","5.119224980329221","5.119224980329221","5.119224980329221"
