"Step","Ereacher_Mnull_DS1000_W0.0015_lr0.01 - train.prediction_error","Ereacher_Mnull_DS1000_W0.0015_lr0.01 - train.prediction_error__MIN","Ereacher_Mnull_DS1000_W0.0015_lr0.01 - train.prediction_error__MAX"
"92","0.0031784214079380035","0.0031784214079380035","0.0031784214079380035"
"93","0.0031823983881622553","0.0031823983881622553","0.0031823983881622553"
"94","0.003186392830684781","0.003186392830684781","0.003186392830684781"
"95","0.003190334653481841","0.003190334653481841","0.003190334653481841"
"96","0.0031942909117788076","0.0031942909117788076","0.0031942909117788076"
"97","0.003198300488293171","0.003198300488293171","0.003198300488293171"
"98","0.003202347317710519","0.003202347317710519","0.003202347317710519"
"99","0.0032064104452729225","0.0032064104452729225","0.0032064104452729225"
"100","0.003210533643141389","0.003210533643141389","0.003210533643141389"
"101","0.003214657073840499","0.003214657073840499","0.003214657073840499"
"102","0.0032188333570957184","0.0032188333570957184","0.0032188333570957184"
"103","0.003223039908334613","0.003223039908334613","0.003223039908334613"
"105","0.003231505397707224","0.003231505397707224","0.003231505397707224"
"106","0.003235634183511138","0.003235634183511138","0.003235634183511138"
"107","0.0032397089526057243","0.0032397089526057243","0.0032397089526057243"
"108","0.0032437497284263372","0.0032437497284263372","0.0032437497284263372"
"109","0.0032479199580848217","0.0032479199580848217","0.0032479199580848217"
"110","0.003252162365242839","0.003252162365242839","0.003252162365242839"
"111","0.0032564662396907806","0.0032564662396907806","0.0032564662396907806"
"112","0.003260847646743059","0.003260847646743059","0.003260847646743059"
"114","0.003269711509346962","0.003269711509346962","0.003269711509346962"
"115","0.003274198155850172","0.003274198155850172","0.003274198155850172"
"117","0.0032834098674356937","0.0032834098674356937","0.0032834098674356937"
"119","0.0032928837463259697","0.0032928837463259697","0.0032928837463259697"
"120","0.0032976979855448008","0.0032976979855448008","0.0032976979855448008"
"121","0.0033025576267391443","0.0033025576267391443","0.0033025576267391443"
"122","0.0033073658123612404","0.0033073658123612404","0.0033073658123612404"
"124","0.0033170287497341633","0.0033170287497341633","0.0033170287497341633"
"125","0.0033218825701624155","0.0033218825701624155","0.0033218825701624155"
"126","0.003326693084090948","0.003326693084090948","0.003326693084090948"
"130","0.003346200566738844","0.003346200566738844","0.003346200566738844"
"131","0.003351162886247039","0.003351162886247039","0.003351162886247039"
"132","0.0033561268355697393","0.0033561268355697393","0.0033561268355697393"
"134","0.0033660074695944786","0.0033660074695944786","0.0033660074695944786"
"135","0.0033709758426994085","0.0033709758426994085","0.0033709758426994085"
"136","0.003375887405127287","0.003375887405127287","0.003375887405127287"
"137","0.003380849026143551","0.003380849026143551","0.003380849026143551"
"139","0.0033907408360391855","0.0033907408360391855","0.0033907408360391855"
"141","0.0034005248453468084","0.0034005248453468084","0.0034005248453468084"
"142","0.003405390540137887","0.003405390540137887","0.003405390540137887"
"144","0.003415097249671817","0.003415097249671817","0.003415097249671817"
"145","0.0034199205692857504","0.0034199205692857504","0.0034199205692857504"
"146","0.0034247306175529957","0.0034247306175529957","0.0034247306175529957"
"147","0.003429525764659047","0.003429525764659047","0.003429525764659047"
"148","0.003434369107708335","0.003434369107708335","0.003434369107708335"
"149","0.003439093939960003","0.003439093939960003","0.003439093939960003"
"150","0.0034438276197761297","0.0034438276197761297","0.0034438276197761297"
"151","0.0034485235810279846","0.0034485235810279846","0.0034485235810279846"
"152","0.003453192301094532","0.003453192301094532","0.003453192301094532"
"153","0.003457871498540044","0.003457871498540044","0.003457871498540044"
"154","0.0034625434782356024","0.0034625434782356024","0.0034625434782356024"
"156","0.0034719009418040514","0.0034719009418040514","0.0034719009418040514"
"157","0.003476554760709405","0.003476554760709405","0.003476554760709405"
"158","0.0034812455996870995","0.0034812455996870995","0.0034812455996870995"
"159","0.0034859043080359697","0.0034859043080359697","0.0034859043080359697"
"160","0.003490520641207695","0.003490520641207695","0.003490520641207695"
"161","0.003495193552225828","0.003495193552225828","0.003495193552225828"
"162","0.0034998527262359858","0.0034998527262359858","0.0034998527262359858"
"163","0.003504528198391199","0.003504528198391199","0.003504528198391199"
"164","0.0035091848112642765","0.0035091848112642765","0.0035091848112642765"
"165","0.0035138046368956566","0.0035138046368956566","0.0035138046368956566"
"166","0.0035184635780751705","0.0035184635780751705","0.0035184635780751705"
"167","0.0035228952765464783","0.0035228952765464783","0.0035228952765464783"
"168","0.003527269931510091","0.003527269931510091","0.003527269931510091"
"169","0.0035317714791744947","0.0035317714791744947","0.0035317714791744947"
"170","0.0035363398492336273","0.0035363398492336273","0.0035363398492336273"
"171","0.0035409436095505953","0.0035409436095505953","0.0035409436095505953"
"172","0.0035455927718430758","0.0035455927718430758","0.0035455927718430758"
"173","0.0035502209793776274","0.0035502209793776274","0.0035502209793776274"
"174","0.0035547905135899782","0.0035547905135899782","0.0035547905135899782"
"176","0.0035638895351439714","0.0035638895351439714","0.0035638895351439714"
"178","0.003573053050786257","0.003573053050786257","0.003573053050786257"
"179","0.003577555064111948","0.003577555064111948","0.003577555064111948"
"180","0.0035820305347442627","0.0035820305347442627","0.0035820305347442627"
"182","0.003590962151065469","0.003590962151065469","0.003590962151065469"
"183","0.003595366608351469","0.003595366608351469","0.003595366608351469"
"184","0.0035997596569359303","0.0035997596569359303","0.0035997596569359303"
"186","0.0036084919702261686","0.0036084919702261686","0.0036084919702261686"
"187","0.0036128428764641285","0.0036128428764641285","0.0036128428764641285"
"188","0.0036171232350170612","0.0036171232350170612","0.0036171232350170612"
"189","0.0036214361898601055","0.0036214361898601055","0.0036214361898601055"
"190","0.0036257319152355194","0.0036257319152355194","0.0036257319152355194"
"191","0.0036300355568528175","0.0036300355568528175","0.0036300355568528175"
"192","0.0036343263927847147","0.0036343263927847147","0.0036343263927847147"
"193","0.0036385552957654","0.0036385552957654","0.0036385552957654"
"194","0.003642783733084798","0.003642783733084798","0.003642783733084798"
"197","0.00365515798330307","0.00365515798330307","0.00365515798330307"
"199","0.0036632248666137457","0.0036632248666137457","0.0036632248666137457"
"200","0.0036671983543783426","0.0036671983543783426","0.0036671983543783426"
"201","0.0036711355205625296","0.0036711355205625296","0.0036711355205625296"
"202","0.0036751008592545986","0.0036751008592545986","0.0036751008592545986"
"203","0.0036790911108255386","0.0036790911108255386","0.0036790911108255386"
"204","0.003683040849864483","0.003683040849864483","0.003683040849864483"
"205","0.0036869377363473177","0.0036869377363473177","0.0036869377363473177"
"206","0.0036908069159835577","0.0036908069159835577","0.0036908069159835577"
"207","0.0036946143954992294","0.0036946143954992294","0.0036946143954992294"
"208","0.003698393004015088","0.003698393004015088","0.003698393004015088"
"213","0.0037170229479670525","0.0037170229479670525","0.0037170229479670525"
"214","0.003720737062394619","0.003720737062394619","0.003720737062394619"
"216","0.003728147130459547","0.003728147130459547","0.003728147130459547"
"217","0.0037318819668143988","0.0037318819668143988","0.0037318819668143988"
"218","0.0037355604581534863","0.0037355604581534863","0.0037355604581534863"
"220","0.003742815228179097","0.003742815228179097","0.003742815228179097"
"222","0.003749995492398739","0.003749995492398739","0.003749995492398739"
"223","0.0037535266019403934","0.0037535266019403934","0.0037535266019403934"
"224","0.0037570970598608255","0.0037570970598608255","0.0037570970598608255"
"225","0.0037606756668537855","0.0037606756668537855","0.0037606756668537855"
"227","0.003767825663089752","0.003767825663089752","0.003767825663089752"
"228","0.003771359333768487","0.003771359333768487","0.003771359333768487"
"230","0.0037783884909003973","0.0037783884909003973","0.0037783884909003973"
"231","0.0037818921264261007","0.0037818921264261007","0.0037818921264261007"
"232","0.003785385051742196","0.003785385051742196","0.003785385051742196"
"233","0.003788864240050316","0.003788864240050316","0.003788864240050316"
"234","0.003792356001213193","0.003792356001213193","0.003792356001213193"
"235","0.00379586243070662","0.00379586243070662","0.00379586243070662"
"236","0.0037993541918694973","0.0037993541918694973","0.0037993541918694973"
"237","0.0038028524722903967","0.0038028524722903967","0.0038028524722903967"
"238","0.003806319087743759","0.003806319087743759","0.003806319087743759"
"239","0.0038097272627055645","0.0038097272627055645","0.0038097272627055645"
"240","0.0038131296169012785","0.0038131296169012785","0.0038131296169012785"
"242","0.0038199368864297867","0.0038199368864297867","0.0038199368864297867"
"243","0.003823289880529046","0.003823289880529046","0.003823289880529046"
"244","0.0038266759365797043","0.0038266759365797043","0.0038266759365797043"
"245","0.003829995170235634","0.003829995170235634","0.003829995170235634"
"246","0.00383324408903718","0.00383324408903718","0.00383324408903718"
"247","0.0038364818319678307","0.0038364818319678307","0.0038364818319678307"
"248","0.0038397398311644793","0.0038397398311644793","0.0038397398311644793"
"249","0.003843090496957302","0.003843090496957302","0.003843090496957302"
"250","0.0038464160170406103","0.0038464160170406103","0.0038464160170406103"
"251","0.003849712898954749","0.003849712898954749","0.003849712898954749"
"252","0.0038529466837644577","0.0038529466837644577","0.0038529466837644577"
"253","0.00385615904815495","0.00385615904815495","0.00385615904815495"
"254","0.0038593378849327564","0.0038593378849327564","0.0038593378849327564"
"255","0.0038625169545412064","0.0038625169545412064","0.0038625169545412064"
"256","0.003865653183311224","0.003865653183311224","0.003865653183311224"
"257","0.003868822008371353","0.003868822008371353","0.003868822008371353"
"258","0.00387200596742332","0.00387200596742332","0.00387200596742332"
"259","0.003875188296660781","0.003875188296660781","0.003875188296660781"
"260","0.0038783906493335962","0.0038783906493335962","0.0038783906493335962"
"261","0.0038815673906356096","0.0038815673906356096","0.0038815673906356096"
"262","0.003884723410010338","0.003884723410010338","0.003884723410010338"
"263","0.0038879094645380974","0.0038879094645380974","0.0038879094645380974"
"264","0.003891032189130783","0.003891032189130783","0.003891032189130783"
"266","0.003897184506058693","0.003897184506058693","0.003897184506058693"
"267","0.0039002567064017057","0.0039002567064017057","0.0039002567064017057"
"268","0.0039032958447933197","0.0039032958447933197","0.0039032958447933197"
"271","0.0039122276939451694","0.0039122276939451694","0.0039122276939451694"
"272","0.003915124572813511","0.003915124572813511","0.003915124572813511"
"273","0.003918026573956013","0.003918026573956013","0.003918026573956013"
"274","0.003920888993889093","0.003920888993889093","0.003920888993889093"
"275","0.0039237868040800095","0.0039237868040800095","0.0039237868040800095"
"276","0.003926659468561411","0.003926659468561411","0.003926659468561411"
"277","0.003929526079446077","0.003929526079446077","0.003929526079446077"
"278","0.003932394552975893","0.003932394552975893","0.003932394552975893"
"279","0.003935203421860933","0.003935203421860933","0.003935203421860933"
"281","0.003940848633646965","0.003940848633646965","0.003940848633646965"
"282","0.003943676128983498","0.003943676128983498","0.003943676128983498"
"283","0.003946484532207251","0.003946484532207251","0.003946484532207251"
"284","0.003949287813156843","0.003949287813156843","0.003949287813156843"
"285","0.0039521013386547565","0.0039521013386547565","0.0039521013386547565"
"286","0.003954863641411066","0.003954863641411066","0.003954863641411066"
"288","0.0039605856873095036","0.0039605856873095036","0.0039605856873095036"
"289","0.003963482566177845","0.003963482566177845","0.003963482566177845"
"291","0.0039692530408501625","0.0039692530408501625","0.0039692530408501625"
"292","0.003972146660089493","0.003972146660089493","0.003972146660089493"
"293","0.003975020721554756","0.003975020721554756","0.003975020721554756"
"294","0.003977857064455748","0.003977857064455748","0.003977857064455748"
"295","0.003980695270001888","0.003980695270001888","0.003980695270001888"
"296","0.003983491566032171","0.003983491566032171","0.003983491566032171"
"297","0.00398633349686861","0.00398633349686861","0.00398633349686861"
"298","0.003989153075963259","0.003989153075963259","0.003989153075963259"
"299","0.003991936333477497","0.003991936333477497","0.003991936333477497"
"300","0.003994721453636885","0.003994721453636885","0.003994721453636885"
"302","0.004000344779342413","0.004000344779342413","0.004000344779342413"
"304","0.004005915950983763","0.004005915950983763","0.004005915950983763"
"306","0.0040114340372383595","0.0040114340372383595","0.0040114340372383595"
"308","0.0040169390849769115","0.0040169390849769115","0.0040169390849769115"
"309","0.00401971535757184","0.00401971535757184","0.00401971535757184"
"310","0.004022491630166769","0.004022491630166769","0.004022491630166769"
"311","0.004025207366794348","0.004025207366794348","0.004025207366794348"
"312","0.004027930088341236","0.004027930088341236","0.004027930088341236"
"313","0.004030661657452583","0.004030661657452583","0.004030661657452583"
"314","0.004033384378999472","0.004033384378999472","0.004033384378999472"
"315","0.0040360973216593266","0.0040360973216593266","0.0040360973216593266"
"316","0.004038746003061533","0.004038746003061533","0.004038746003061533"
"317","0.00404136860743165","0.00404136860743165","0.00404136860743165"
"318","0.00404396140947938","0.00404396140947938","0.00404396140947938"
"319","0.004046565853059292","0.004046565853059292","0.004046565853059292"
"320","0.00404910184442997","0.00404910184442997","0.00404910184442997"
"322","0.004054171033203602","0.004054171033203602","0.004054171033203602"
"323","0.004056713078171015","0.004056713078171015","0.004056713078171015"
"324","0.004059223923832178","0.004059223923832178","0.004059223923832178"
"325","0.004061729647219181","0.004061729647219181","0.004061729647219181"
"326","0.004064200446009636","0.004064200446009636","0.004064200446009636"
"327","0.004066710360348225","0.004066710360348225","0.004066710360348225"
"329","0.004071683622896671","0.004071683622896671","0.004071683622896671"
"330","0.004074101336300373","0.004074101336300373","0.004074101336300373"
"331","0.004076527431607246","0.004076527431607246","0.004076527431607246"
"335","0.004086019936949015","0.004086019936949015","0.004086019936949015"
"336","0.004088337533175945","0.004088337533175945","0.004088337533175945"
"337","0.004090623930096626","0.004090623930096626","0.004090623930096626"
"338","0.004092922434210777","0.004092922434210777","0.004092922434210777"
"339","0.004095199517905712","0.004095199517905712","0.004095199517905712"
"340","0.004097441211342812","0.004097441211342812","0.004097441211342812"
"341","0.004099668934941292","0.004099668934941292","0.004099668934941292"
"342","0.004101895727217197","0.004101895727217197","0.004101895727217197"
"344","0.00410638190805912","0.00410638190805912","0.00410638190805912"
"346","0.004110825713723898","0.004110825713723898","0.004110825713723898"
"347","0.004113061353564262","0.004113061353564262","0.004113061353564262"
"348","0.004115283023566008","0.004115283023566008","0.004115283023566008"
"349","0.0041175163350999355","0.0041175163350999355","0.0041175163350999355"
"350","0.004119698889553547","0.004119698889553547","0.004119698889553547"
"351","0.004121902398765087","0.004121902398765087","0.004121902398765087"
"352","0.004124074708670378","0.004124074708670378","0.004124074708670378"
"353","0.004126240499317646","0.004126240499317646","0.004126240499317646"
"355","0.0041305264458060265","0.0041305264458060265","0.0041305264458060265"
"356","0.004132644739001989","0.004132644739001989","0.004132644739001989"
"358","0.0041368575766682625","0.0041368575766682625","0.0041368575766682625"
"359","0.0041388957761228085","0.0041388957761228085","0.0041388957761228085"
"360","0.004140875302255154","0.004140875302255154","0.004140875302255154"
"361","0.00414288230240345","0.00414288230240345","0.00414288230240345"
"362","0.0041448199190199375","0.0041448199190199375","0.0041448199190199375"
"363","0.00414678268134594","0.00414678268134594","0.00414678268134594"
"364","0.0041487147100269794","0.0041487147100269794","0.0041487147100269794"
"365","0.004150636028498411","0.004150636028498411","0.004150636028498411"
"366","0.004152517765760422","0.004152517765760422","0.004152517765760422"
"367","0.0041544088162481785","0.0041544088162481785","0.0041544088162481785"
"368","0.0041562397964298725","0.0041562397964298725","0.0041562397964298725"
"369","0.004158005118370056","0.004158005118370056","0.004158005118370056"
"371","0.004161512479186058","0.004161512479186058","0.004161512479186058"
"372","0.004163266159594059","0.004163266159594059","0.004163266159594059"
"373","0.004165009129792452","0.004165009129792452","0.004165009129792452"
"374","0.004166725557297468","0.004166725557297468","0.004166725557297468"
"375","0.0041684359312057495","0.0041684359312057495","0.0041684359312057495"
"377","0.004171791952103376","0.004171791952103376","0.004171791952103376"
"378","0.0041734143160283566","0.0041734143160283566","0.0041734143160283566"
"379","0.004175050649791956","0.004175050649791956","0.004175050649791956"
"380","0.004176721908152103","0.004176721908152103","0.004176721908152103"
"381","0.004178418777883053","0.004178418777883053","0.004178418777883053"
"382","0.004180101212114096","0.004180101212114096","0.004180101212114096"
"383","0.004181802738457918","0.004181802738457918","0.004181802738457918"
"384","0.004183516371995211","0.004183516371995211","0.004183516371995211"
"385","0.0041852532885968685","0.0041852532885968685","0.0041852532885968685"
"386","0.0041869888082146645","0.0041869888082146645","0.0041869888082146645"
"387","0.004188689403235912","0.004188689403235912","0.004188689403235912"
"388","0.004190393257886171","0.004190393257886171","0.004190393257886171"
"389","0.004192134831100702","0.004192134831100702","0.004192134831100702"
"391","0.004195526707917452","0.004195526707917452","0.004195526707917452"
"392","0.004197192844003439","0.004197192844003439","0.004197192844003439"
"393","0.0041988505981862545","0.0041988505981862545","0.0041988505981862545"
"394","0.004200486931949854","0.004200486931949854","0.004200486931949854"
"396","0.004203749820590019","0.004203749820590019","0.004203749820590019"
"397","0.004205307457596064","0.004205307457596064","0.004205307457596064"
"399","0.004208421800285578","0.004208421800285578","0.004208421800285578"
"401","0.004211448598653078","0.004211448598653078","0.004211448598653078"
"402","0.004212937783449888","0.004212937783449888","0.004212937783449888"
"403","0.004214431159198284","0.004214431159198284","0.004214431159198284"
"404","0.004215915687382221","0.004215915687382221","0.004215915687382221"
"406","0.004218910355120897","0.004218910355120897","0.004218910355120897"
"409","0.0042233034037053585","0.0042233034037053585","0.0042233034037053585"
"410","0.004224747885018587","0.004224747885018587","0.004224747885018587"
"411","0.004226203076541424","0.004226203076541424","0.004226203076541424"
"412","0.004227681551128626","0.004227681551128626","0.004227681551128626"
"413","0.004229117184877396","0.004229117184877396","0.004229117184877396"
"414","0.004230562597513199","0.004230562597513199","0.004230562597513199"
"415","0.004231993108987808","0.004231993108987808","0.004231993108987808"
"416","0.004233410581946373","0.004233410581946373","0.004233410581946373"
"417","0.004234823863953352","0.004234823863953352","0.004234823863953352"
"418","0.004236234817653894","0.004236234817653894","0.004236234817653894"
"419","0.0042376406490802765","0.0042376406490802765","0.0042376406490802765"
"420","0.004239070229232311","0.004239070229232311","0.004239070229232311"
"421","0.004240414127707481","0.004240414127707481","0.004240414127707481"
"422","0.004241771064698696","0.004241771064698696","0.004241771064698696"
"423","0.004243053495883942","0.004243053495883942","0.004243053495883942"
"424","0.00424439599737525","0.00424439599737525","0.00424439599737525"
"425","0.004245728719979525","0.004245728719979525","0.004245728719979525"
"426","0.004247067496180534","0.004247067496180534","0.004247067496180534"
"427","0.004248382523655891","0.004248382523655891","0.004248382523655891"
"428","0.004249691031873226","0.004249691031873226","0.004249691031873226"
"429","0.004251007456332445","0.004251007456332445","0.004251007456332445"
"432","0.004254914820194244","0.004254914820194244","0.004254914820194244"
"433","0.004256184678524733","0.004256184678524733","0.004256184678524733"
"434","0.004257469438016415","0.004257469438016415","0.004257469438016415"
"436","0.004260007292032242","0.004260007292032242","0.004260007292032242"
"438","0.004262588452547789","0.004262588452547789","0.004262588452547789"
"439","0.00426384387537837","0.00426384387537837","0.00426384387537837"
"440","0.004265063442289829","0.004265063442289829","0.004265063442289829"
"441","0.004266269039362669","0.004266269039362669","0.004266269039362669"
"442","0.004267476499080658","0.004267476499080658","0.004267476499080658"
"443","0.004268667194992304","0.004268667194992304","0.004268667194992304"
"445","0.004271012730896473","0.004271012730896473","0.004271012730896473"
"446","0.004272185266017914","0.004272185266017914","0.004272185266017914"
"447","0.004273314960300922","0.004273314960300922","0.004273314960300922"
"448","0.0042744590900838375","0.0042744590900838375","0.0042744590900838375"
"449","0.0042756088078022","0.0042756088078022","0.0042756088078022"
"451","0.004277877975255251","0.004277877975255251","0.004277877975255251"
"452","0.004278975538909435","0.004278975538909435","0.004278975538909435"
"453","0.00428009731695056","0.00428009731695056","0.00428009731695056"
"454","0.004281233996152878","0.004281233996152878","0.004281233996152878"
"455","0.004282335285097361","0.004282335285097361","0.004282335285097361"
"456","0.004283446352928877","0.004283446352928877","0.004283446352928877"
"457","0.004284529481083155","0.004284529481083155","0.004284529481083155"
"458","0.00428562518209219","0.00428562518209219","0.00428562518209219"
"459","0.004286653827875853","0.004286653827875853","0.004286653827875853"
"460","0.004287694580852985","0.004287694580852985","0.004287694580852985"
"461","0.004288721829652786","0.004288721829652786","0.004288721829652786"
"462","0.0042897663079202175","0.0042897663079202175","0.0042897663079202175"
"463","0.004290805663913488","0.004290805663913488","0.004290805663913488"
"464","0.004291826859116554","0.004291826859116554","0.004291826859116554"
"465","0.004292868543416262","0.004292868543416262","0.004292868543416262"
"466","0.004293833859264851","0.004293833859264851","0.004293833859264851"
"467","0.0042948732152581215","0.0042948732152581215","0.0042948732152581215"
"468","0.004295904655009508","0.004295904655009508","0.004295904655009508"
"469","0.004296932835131884","0.004296932835131884","0.004296932835131884"
"470","0.004297934472560883","0.004297934472560883","0.004297934472560883"
"471","0.004298942629247904","0.004298942629247904","0.004298942629247904"
"473","0.004300991538912058","0.004300991538912058","0.004300991538912058"
"474","0.00430197361856699","0.00430197361856699","0.00430197361856699"
"475","0.004302973859012127","0.004302973859012127","0.004302973859012127"
"476","0.004303949419409037","0.004303949419409037","0.004303949419409037"
"477","0.00430493475869298","0.00430493475869298","0.00430493475869298"
"479","0.004306885413825512","0.004306885413825512","0.004306885413825512"
"480","0.004307856783270836","0.004307856783270836","0.004307856783270836"
"481","0.004308843053877354","0.004308843053877354","0.004308843053877354"
"482","0.0043098474852740765","0.0043098474852740765","0.0043098474852740765"
"483","0.004310816992074251","0.004310816992074251","0.004310816992074251"
"484","0.004311760887503624","0.004311760887503624","0.004311760887503624"
"485","0.0043127574026584625","0.0043127574026584625","0.0043127574026584625"
"486","0.004313742741942406","0.004313742741942406","0.004313742741942406"
"487","0.004314699210226536","0.004314699210226536","0.004314699210226536"
"488","0.004315664991736412","0.004315664991736412","0.004315664991736412"
"490","0.004317543935030699","0.004317543935030699","0.004317543935030699"
"491","0.0043184892274439335","0.0043184892274439335","0.0043184892274439335"
"492","0.004319413099437952","0.004319413099437952","0.004319413099437952"
"493","0.0043203094974160194","0.0043203094974160194","0.0043203094974160194"
"494","0.004321262706071138","0.004321262706071138","0.004321262706071138"
"495","0.004322230815887451","0.004322230815887451","0.004322230815887451"
"496","0.00432319613173604","0.00432319613173604","0.00432319613173604"
"497","0.004324150271713734","0.004324150271713734","0.004324150271713734"
"499","0.0043260459788143635","0.0043260459788143635","0.0043260459788143635"
"500","0.004326947033405304","0.004326947033405304","0.004326947033405304"
"501","0.004327900242060423","0.004327900242060423","0.004327900242060423"
"502","0.004328829701989889","0.004328829701989889","0.004328829701989889"
"503","0.004329805728048086","0.004329805728048086","0.004329805728048086"
"504","0.004330748692154884","0.004330748692154884","0.004330748692154884"
"505","0.004331656266003847","0.004331656266003847","0.004331656266003847"
"506","0.004332606680691242","0.004332606680691242","0.004332606680691242"
"507","0.004333532880991697","0.004333532880991697","0.004333532880991697"
"509","0.0043353913351893425","0.0043353913351893425","0.0043353913351893425"
