"Step","Ereacher_Mnull_DS1000_W0.0015_lr0.01 - train.NRC1","Ereacher_Mnull_DS1000_W0.0015_lr0.01 - train.NRC1__MIN","Ereacher_Mnull_DS1000_W0.0015_lr0.01 - train.NRC1__MAX"
"197","0.06539510960194547","0.06539510960194547","0.06539510960194547"
"198","0.06538116686613739","0.06538116686613739","0.06538116686613739"
"199","0.06538323350525843","0.06538323350525843","0.06538323350525843"
"200","0.06537322448991836","0.06537322448991836","0.06537322448991836"
"202","0.06536748777263347","0.06536748777263347","0.06536748777263347"
"203","0.0653698317772396","0.0653698317772396","0.0653698317772396"
"204","0.06536754945642678","0.06536754945642678","0.06536754945642678"
"205","0.065383557384499","0.065383557384499","0.065383557384499"
"206","0.06541016448995014","0.06541016448995014","0.06541016448995014"
"207","0.06543211749807233","0.06543211749807233","0.06543211749807233"
"208","0.06545711416228732","0.06545711416228732","0.06545711416228732"
"209","0.06547976958338404","0.06547976958338404","0.06547976958338404"
"210","0.06550645800518487","0.06550645800518487","0.06550645800518487"
"211","0.06553094389565467","0.06553094389565467","0.06553094389565467"
"212","0.06556161174638783","0.06556161174638783","0.06556161174638783"
"213","0.06558549007480997","0.06558549007480997","0.06558549007480997"
"214","0.0656123854281759","0.0656123854281759","0.0656123854281759"
"215","0.06563763283749359","0.06563763283749359","0.06563763283749359"
"216","0.06566116952647372","0.06566116952647372","0.06566116952647372"
"217","0.06568832773078248","0.06568832773078248","0.06568832773078248"
"218","0.0657084256341077","0.0657084256341077","0.0657084256341077"
"219","0.06573197501115738","0.06573197501115738","0.06573197501115738"
"220","0.06575620914170577","0.06575620914170577","0.06575620914170577"
"221","0.06578533621654878","0.06578533621654878","0.06578533621654878"
"222","0.06581632658353556","0.06581632658353556","0.06581632658353556"
"223","0.06584280491319168","0.06584280491319168","0.06584280491319168"
"224","0.06587676563069636","0.06587676563069636","0.06587676563069636"
"225","0.06591311979897818","0.06591311979897818","0.06591311979897818"
"229","0.06602600853739204","0.06602600853739204","0.06602600853739204"
"230","0.06604518148248553","0.06604518148248553","0.06604518148248553"
"231","0.06606637260676143","0.06606637260676143","0.06606637260676143"
"234","0.06612396389957576","0.06612396389957576","0.06612396389957576"
"235","0.06612684877592619","0.06612684877592619","0.06612684877592619"
"236","0.06613502293399597","0.06613502293399597","0.06613502293399597"
"237","0.06614270120860602","0.06614270120860602","0.06614270120860602"
"238","0.06614406628186408","0.06614406628186408","0.06614406628186408"
"239","0.06615885030704613","0.06615885030704613","0.06615885030704613"
"240","0.06617127761230586","0.06617127761230586","0.06617127761230586"
"241","0.06618451296712101","0.06618451296712101","0.06618451296712101"
"243","0.06620085339579965","0.06620085339579965","0.06620085339579965"
"244","0.06620544707984663","0.06620544707984663","0.06620544707984663"
"245","0.0662085199709727","0.0662085199709727","0.0662085199709727"
"247","0.06619310967437286","0.06619310967437286","0.06619310967437286"
"249","0.06618261990443079","0.06618261990443079","0.06618261990443079"
"250","0.06617878731122255","0.06617878731122255","0.06617878731122255"
"251","0.06617209993459346","0.06617209993459346","0.06617209993459346"
"252","0.0661692451017816","0.0661692451017816","0.0661692451017816"
"253","0.06617599439822151","0.06617599439822151","0.06617599439822151"
"255","0.06618949402369617","0.06618949402369617","0.06618949402369617"
"256","0.0661986962815945","0.0661986962815945","0.0661986962815945"
"257","0.06620583506721686","0.06620583506721686","0.06620583506721686"
"258","0.06620703007546035","0.06620703007546035","0.06620703007546035"
"260","0.0661924113650457","0.0661924113650457","0.0661924113650457"
"261","0.06617602543026442","0.06617602543026442","0.06617602543026442"
"263","0.06615854002721698","0.06615854002721698","0.06615854002721698"
"264","0.06613815623667416","0.06613815623667416","0.06613815623667416"
"265","0.06611684503848755","0.06611684503848755","0.06611684503848755"
"266","0.06609928992104779","0.06609928992104779","0.06609928992104779"
"267","0.0660714732458373","0.0660714732458373","0.0660714732458373"
"269","0.06602497014690835","0.06602497014690835","0.06602497014690835"
"270","0.06599540269291992","0.06599540269291992","0.06599540269291992"
"272","0.06595471953096513","0.06595471953096513","0.06595471953096513"
"275","0.06589269644021988","0.06589269644021988","0.06589269644021988"
"276","0.06586291095336491","0.06586291095336491","0.06586291095336491"
"277","0.06583684643782908","0.06583684643782908","0.06583684643782908"
"278","0.06581445426738446","0.06581445426738446","0.06581445426738446"
"279","0.06579412355733893","0.06579412355733893","0.06579412355733893"
"280","0.06576986697223128","0.06576986697223128","0.06576986697223128"
"282","0.0657265627651659","0.0657265627651659","0.0657265627651659"
"283","0.06571015728960992","0.06571015728960992","0.06571015728960992"
"285","0.06567596131822574","0.06567596131822574","0.06567596131822574"
"286","0.06566444614338343","0.06566444614338343","0.06566444614338343"
"287","0.06565154107349008","0.06565154107349008","0.06565154107349008"
"289","0.06560084493151316","0.06560084493151316","0.06560084493151316"
"290","0.06557928067334524","0.06557928067334524","0.06557928067334524"
"291","0.06555029191076756","0.06555029191076756","0.06555029191076756"
"292","0.06552476795587518","0.06552476795587518","0.06552476795587518"
"293","0.0654997120663902","0.0654997120663902","0.0654997120663902"
"294","0.06548029434666751","0.06548029434666751","0.06548029434666751"
"295","0.06545498463081094","0.06545498463081094","0.06545498463081094"
"297","0.0654122624397578","0.0654122624397578","0.0654122624397578"
"298","0.06539163920242572","0.06539163920242572","0.06539163920242572"
"299","0.06537064910451681","0.06537064910451681","0.06537064910451681"
"300","0.06535293121132782","0.06535293121132782","0.06535293121132782"
"301","0.06534172191358176","0.06534172191358176","0.06534172191358176"
"302","0.06532749196194346","0.06532749196194346","0.06532749196194346"
"304","0.06531688602879876","0.06531688602879876","0.06531688602879876"
"305","0.06530862386361695","0.06530862386361695","0.06530862386361695"
"307","0.06528176002507188","0.06528176002507188","0.06528176002507188"
"308","0.06527547255811897","0.06527547255811897","0.06527547255811897"
"309","0.06526753660446047","0.06526753660446047","0.06526753660446047"
"311","0.06524467142825961","0.06524467142825961","0.06524467142825961"
"312","0.06523263954479716","0.06523263954479716","0.06523263954479716"
"314","0.0652035426878283","0.0652035426878283","0.0652035426878283"
"315","0.06519111419354977","0.06519111419354977","0.06519111419354977"
"316","0.065176854456412","0.065176854456412","0.065176854456412"
"317","0.06517740880150177","0.06517740880150177","0.06517740880150177"
"318","0.06516970977514666","0.06516970977514666","0.06516970977514666"
"319","0.06515922443272211","0.06515922443272211","0.06515922443272211"
"320","0.0651548827317456","0.0651548827317456","0.0651548827317456"
"321","0.06513842561141155","0.06513842561141155","0.06513842561141155"
"323","0.0651281736762403","0.0651281736762403","0.0651281736762403"
"324","0.0651201851149417","0.0651201851149417","0.0651201851149417"
"325","0.06511402856195127","0.06511402856195127","0.06511402856195127"
"326","0.06509820755588953","0.06509820755588953","0.06509820755588953"
"328","0.06507552592665888","0.06507552592665888","0.06507552592665888"
"329","0.0650688175996911","0.0650688175996911","0.0650688175996911"
"330","0.06505557120818503","0.06505557120818503","0.06505557120818503"
"331","0.0650434952435935","0.0650434952435935","0.0650434952435935"
"332","0.06502768280925011","0.06502768280925011","0.06502768280925011"
"333","0.0650138254373096","0.0650138254373096","0.0650138254373096"
"334","0.06499629436366468","0.06499629436366468","0.06499629436366468"
"335","0.06497891940431236","0.06497891940431236","0.06497891940431236"
"336","0.06496489812202436","0.06496489812202436","0.06496489812202436"
"337","0.06494964862051802","0.06494964862051802","0.06494964862051802"
"338","0.0649402569251979","0.0649402569251979","0.0649402569251979"
"339","0.06492823777560625","0.06492823777560625","0.06492823777560625"
"341","0.06490592383934199","0.06490592383934199","0.06490592383934199"
"343","0.06487975749086126","0.06487975749086126","0.06487975749086126"
"344","0.06487086244137026","0.06487086244137026","0.06487086244137026"
"345","0.06485493276286525","0.06485493276286525","0.06485493276286525"
"346","0.0648457015108761","0.0648457015108761","0.0648457015108761"
"348","0.06482416959688998","0.06482416959688998","0.06482416959688998"
"349","0.0648110249080346","0.0648110249080346","0.0648110249080346"
"350","0.06480689443408573","0.06480689443408573","0.06480689443408573"
"351","0.06480099837219404","0.06480099837219404","0.06480099837219404"
"352","0.06479499510560709","0.06479499510560709","0.06479499510560709"
"353","0.06478828590145076","0.06478828590145076","0.06478828590145076"
"354","0.06478031821321929","0.06478031821321929","0.06478031821321929"
"355","0.06477336415748232","0.06477336415748232","0.06477336415748232"
"357","0.06475767668752178","0.06475767668752178","0.06475767668752178"
"358","0.06474662599030943","0.06474662599030943","0.06474662599030943"
"359","0.06474605813273229","0.06474605813273229","0.06474605813273229"
"360","0.06474088613916047","0.06474088613916047","0.06474088613916047"
"361","0.06473089572171739","0.06473089572171739","0.06473089572171739"
"362","0.06472626141194268","0.06472626141194268","0.06472626141194268"
"363","0.0647216119234954","0.0647216119234954","0.0647216119234954"
"365","0.0647134028384462","0.0647134028384462","0.0647134028384462"
"366","0.06471533614618602","0.06471533614618602","0.06471533614618602"
"367","0.06471002729098836","0.06471002729098836","0.06471002729098836"
"368","0.06470514824617203","0.06470514824617203","0.06470514824617203"
"369","0.06470292358553797","0.06470292358553797","0.06470292358553797"
"370","0.0647037213904705","0.0647037213904705","0.0647037213904705"
"371","0.06470683594526781","0.06470683594526781","0.06470683594526781"
"373","0.06471926422545585","0.06471926422545585","0.06471926422545585"
"374","0.06472905425426143","0.06472905425426143","0.06472905425426143"
"375","0.06473887571670639","0.06473887571670639","0.06473887571670639"
"376","0.06474728593602777","0.06474728593602777","0.06474728593602777"
"377","0.06475776878062697","0.06475776878062697","0.06475776878062697"
"378","0.06477058570977898","0.06477058570977898","0.06477058570977898"
"379","0.06478625939093126","0.06478625939093126","0.06478625939093126"
"381","0.0648106256743231","0.0648106256743231","0.0648106256743231"
"382","0.0648271949067066","0.0648271949067066","0.0648271949067066"
"383","0.06483582587393266","0.06483582587393266","0.06483582587393266"
"384","0.06485559326032307","0.06485559326032307","0.06485559326032307"
"386","0.06488175473606043","0.06488175473606043","0.06488175473606043"
"387","0.06489515243698497","0.06489515243698497","0.06489515243698497"
"388","0.06491380704400308","0.06491380704400308","0.06491380704400308"
"389","0.06492582485791445","0.06492582485791445","0.06492582485791445"
"390","0.06493815118818838","0.06493815118818838","0.06493815118818838"
"391","0.06495021737019124","0.06495021737019124","0.06495021737019124"
"393","0.06497902702965438","0.06497902702965438","0.06497902702965438"
"394","0.06498852916114264","0.06498852916114264","0.06498852916114264"
"395","0.06499826264710373","0.06499826264710373","0.06499826264710373"
"397","0.0650271444819964","0.0650271444819964","0.0650271444819964"
"398","0.06504367983588963","0.06504367983588963","0.06504367983588963"
"399","0.06505490969320818","0.06505490969320818","0.06505490969320818"
"400","0.06507078698092664","0.06507078698092664","0.06507078698092664"
"401","0.06508648155262926","0.06508648155262926","0.06508648155262926"
"402","0.06510293211027693","0.06510293211027693","0.06510293211027693"
"403","0.06512016972319634","0.06512016972319634","0.06512016972319634"
"404","0.06513579328080232","0.06513579328080232","0.06513579328080232"
"405","0.06514789320499767","0.06514789320499767","0.06514789320499767"
"406","0.0651657680496728","0.0651657680496728","0.0651657680496728"
"407","0.06517850210011603","0.06517850210011603","0.06517850210011603"
"409","0.06521088945523752","0.06521088945523752","0.06521088945523752"
"410","0.06522840323023046","0.06522840323023046","0.06522840323023046"
"411","0.0652450874030992","0.0652450874030992","0.0652450874030992"
"412","0.06525887694921403","0.06525887694921403","0.06525887694921403"
"413","0.06527474828603226","0.06527474828603226","0.06527474828603226"
"414","0.06528750839093482","0.06528750839093482","0.06528750839093482"
"415","0.06530617306064324","0.06530617306064324","0.06530617306064324"
"416","0.06532131020147153","0.06532131020147153","0.06532131020147153"
"417","0.06533476862334646","0.06533476862334646","0.06533476862334646"
"418","0.06534963153827994","0.06534963153827994","0.06534963153827994"
"419","0.06536571437602197","0.06536571437602197","0.06536571437602197"
"420","0.06537731128344694","0.06537731128344694","0.06537731128344694"
"421","0.06539378312725694","0.06539378312725694","0.06539378312725694"
"422","0.06540862190126154","0.06540862190126154","0.06540862190126154"
"423","0.06542745815401213","0.06542745815401213","0.06542745815401213"
"424","0.06544297965947772","0.06544297965947772","0.06544297965947772"
"425","0.06546469125444218","0.06546469125444218","0.06546469125444218"
"426","0.06547959980747782","0.06547959980747782","0.06547959980747782"
"427","0.06549711875444336","0.06549711875444336","0.06549711875444336"
"428","0.0655157516064437","0.0655157516064437","0.0655157516064437"
"429","0.06553590029782208","0.06553590029782208","0.06553590029782208"
"430","0.06555368930312397","0.06555368930312397","0.06555368930312397"
"432","0.0655830649750751","0.0655830649750751","0.0655830649750751"
"433","0.06560062865344753","0.06560062865344753","0.06560062865344753"
"434","0.06561610888395171","0.06561610888395171","0.06561610888395171"
"435","0.06563580942247063","0.06563580942247063","0.06563580942247063"
"437","0.06566963943953397","0.06566963943953397","0.06566963943953397"
"438","0.06568491139293564","0.06568491139293564","0.06568491139293564"
"439","0.06570013874152573","0.06570013874152573","0.06570013874152573"
"440","0.06571818195536708","0.06571818195536708","0.06571818195536708"
"441","0.0657320059389176","0.0657320059389176","0.0657320059389176"
"442","0.06574460960680517","0.06574460960680517","0.06574460960680517"
"443","0.06575664221082116","0.06575664221082116","0.06575664221082116"
"444","0.06577146022036687","0.06577146022036687","0.06577146022036687"
"445","0.06578374280035496","0.06578374280035496","0.06578374280035496"
"446","0.06579522201620057","0.06579522201620057","0.06579522201620057"
"447","0.06580699621449548","0.06580699621449548","0.06580699621449548"
"448","0.06581880241437829","0.06581880241437829","0.06581880241437829"
"449","0.06583099656069316","0.06583099656069316","0.06583099656069316"
"450","0.06584464667830617","0.06584464667830617","0.06584464667830617"
"451","0.06585617764196741","0.06585617764196741","0.06585617764196741"
"453","0.06588240079894694","0.06588240079894694","0.06588240079894694"
"455","0.06590703426709296","0.06590703426709296","0.06590703426709296"
"456","0.06591922109769166","0.06591922109769166","0.06591922109769166"
"457","0.065925446571674","0.065925446571674","0.065925446571674"
"458","0.06593387156172775","0.06593387156172775","0.06593387156172775"
"459","0.0659474084265903","0.0659474084265903","0.0659474084265903"
"460","0.0659545181603753","0.0659545181603753","0.0659545181603753"
"461","0.06596145787794376","0.06596145787794376","0.06596145787794376"
"462","0.06596838246892821","0.06596838246892821","0.06596838246892821"
"463","0.06597716653341558","0.06597716653341558","0.06597716653341558"
"464","0.06598551735912134","0.06598551735912134","0.06598551735912134"
"465","0.06598887952906443","0.06598887952906443","0.06598887952906443"
"466","0.06599834674418617","0.06599834674418617","0.06599834674418617"
"468","0.06601099141622489","0.06601099141622489","0.06601099141622489"
"469","0.0660158729555551","0.0660158729555551","0.0660158729555551"
"470","0.0660280543455192","0.0660280543455192","0.0660280543455192"
"471","0.06603626889422594","0.06603626889422594","0.06603626889422594"
"472","0.06604335241532772","0.06604335241532772","0.06604335241532772"
"473","0.06604897920280928","0.06604897920280928","0.06604897920280928"
"474","0.06605631143704613","0.06605631143704613","0.06605631143704613"
"475","0.0660638456153547","0.0660638456153547","0.0660638456153547"
"480","0.06610684205779398","0.06610684205779398","0.06610684205779398"
"481","0.06611441013474541","0.06611441013474541","0.06611441013474541"
"483","0.06612970269401922","0.06612970269401922","0.06612970269401922"
"485","0.06614315106073718","0.06614315106073718","0.06614315106073718"
"486","0.06614707569766688","0.06614707569766688","0.06614707569766688"
"487","0.0661512486606889","0.0661512486606889","0.0661512486606889"
"488","0.0661583693736211","0.0661583693736211","0.0661583693736211"
"489","0.06616800388933279","0.06616800388933279","0.06616800388933279"
"490","0.06617613404247186","0.06617613404247186","0.06617613404247186"
"491","0.06618123891676078","0.06618123891676078","0.06618123891676078"
"492","0.06618789572032346","0.06618789572032346","0.06618789572032346"
"493","0.0661969737192303","0.0661969737192303","0.0661969737192303"
"497","0.06622283002943732","0.06622283002943732","0.06622283002943732"
"498","0.06623079280307957","0.06623079280307957","0.06623079280307957"
"499","0.06623562037065858","0.06623562037065858","0.06623562037065858"
"500","0.06624271457534724","0.06624271457534724","0.06624271457534724"
"501","0.06625117533799857","0.06625117533799857","0.06625117533799857"
"503","0.06626590922153355","0.06626590922153355","0.06626590922153355"
"504","0.06627132810071634","0.06627132810071634","0.06627132810071634"
"505","0.0662776944022662","0.0662776944022662","0.0662776944022662"
"506","0.0662835485640253","0.0662835485640253","0.0662835485640253"
"507","0.06628853334585437","0.06628853334585437","0.06628853334585437"
"508","0.06629521107316032","0.06629521107316032","0.06629521107316032"
"509","0.06630187360602667","0.06630187360602667","0.06630187360602667"
"510","0.06630682801414878","0.06630682801414878","0.06630682801414878"
"511","0.0663145162552837","0.0663145162552837","0.0663145162552837"
"512","0.06632194087881453","0.06632194087881453","0.06632194087881453"
"513","0.06632739311596743","0.06632739311596743","0.06632739311596743"
"514","0.06633382424783485","0.06633382424783485","0.06633382424783485"
"516","0.06634552225066818","0.06634552225066818","0.06634552225066818"
"517","0.06635234267778287","0.06635234267778287","0.06635234267778287"
"518","0.06635627351596576","0.06635627351596576","0.06635627351596576"
"519","0.06636293911637403","0.06636293911637403","0.06636293911637403"
"520","0.06636449291749523","0.06636449291749523","0.06636449291749523"
"521","0.06636980705481256","0.06636980705481256","0.06636980705481256"
"522","0.06637288375787102","0.06637288375787102","0.06637288375787102"
"523","0.06637807391352545","0.06637807391352545","0.06637807391352545"
"526","0.06638694737416609","0.06638694737416609","0.06638694737416609"
"527","0.06638778657627063","0.06638778657627063","0.06638778657627063"
"529","0.06639420509370757","0.06639420509370757","0.06639420509370757"
