"Step","Ereacher_Mnull_DS1000_W0.0015_lr0.01 - train.proj_error_H2W","Ereacher_Mnull_DS1000_W0.0015_lr0.01 - train.proj_error_H2W__MIN","Ereacher_Mnull_DS1000_W0.0015_lr0.01 - train.proj_error_H2W__MAX"
"269","0.00029233170789666474","0.00029233170789666474","0.00029233170789666474"
"270","0.0002914948563557118","0.0002914948563557118","0.0002914948563557118"
"272","0.00028989763814024627","0.00028989763814024627","0.00028989763814024627"
"274","0.0002883071720134467","0.0002883071720134467","0.0002883071720134467"
"276","0.00028678757371380925","0.00028678757371380925","0.00028678757371380925"
"277","0.00028604341787286103","0.00028604341787286103","0.00028604341787286103"
"280","0.0002838917716871947","0.0002838917716871947","0.0002838917716871947"
"281","0.00028319997363723814","0.00028319997363723814","0.00028319997363723814"
"282","0.00028252232004888356","0.00028252232004888356","0.00028252232004888356"
"283","0.0002818715001922101","0.0002818715001922101","0.0002818715001922101"
"284","0.00028123456286266446","0.00028123456286266446","0.00028123456286266446"
"286","0.00028002067119814456","0.00028002067119814456","0.00028002067119814456"
"288","0.00027882904396392405","0.00027882904396392405","0.00027882904396392405"
"289","0.0002782487135846168","0.0002782487135846168","0.0002782487135846168"
"290","0.0002776901819743216","0.0002776901819743216","0.0002776901819743216"
"291","0.0002771329309325665","0.0002771329309325665","0.0002771329309325665"
"292","0.0002765901735983789","0.0002765901735983789","0.0002765901735983789"
"293","0.0002760603092610836","0.0002760603092610836","0.0002760603092610836"
"294","0.00027555282576940954","0.00027555282576940954","0.00027555282576940954"
"295","0.00027505148318596184","0.00027505148318596184","0.00027505148318596184"
"296","0.0002745899837464094","0.0002745899837464094","0.0002745899837464094"
"297","0.0002741230418905616","0.0002741230418905616","0.0002741230418905616"
"299","0.0002732246648520231","0.0002732246648520231","0.0002732246648520231"
"301","0.00027236476307734847","0.00027236476307734847","0.00027236476307734847"
"302","0.0002719559706747532","0.0002719559706747532","0.0002719559706747532"
"303","0.00027156699798069894","0.00027156699798069894","0.00027156699798069894"
"304","0.00027118646539747715","0.00027118646539747715","0.00027118646539747715"
"305","0.0002708173997234553","0.0002708173997234553","0.0002708173997234553"
"306","0.0002704306971281767","0.0002704306971281767","0.0002704306971281767"
"307","0.0002700517943594605","0.0002700517943594605","0.0002700517943594605"
"308","0.000269700656645","0.000269700656645","0.000269700656645"
"310","0.000269005773589015","0.000269005773589015","0.000269005773589015"
"312","0.00026832931325770915","0.00026832931325770915","0.00026832931325770915"
"313","0.0002679823664948344","0.0002679823664948344","0.0002679823664948344"
"314","0.0002676473231986165","0.0002676473231986165","0.0002676473231986165"
"315","0.0002673233102541417","0.0002673233102541417","0.0002673233102541417"
"316","0.0002670121903065592","0.0002670121903065592","0.0002670121903065592"
"317","0.00026672668172977865","0.00026672668172977865","0.00026672668172977865"
"318","0.00026644242461770773","0.00026644242461770773","0.00026644242461770773"
"319","0.00026614515809342265","0.00026614515809342265","0.00026614515809342265"
"320","0.000265875190962106","0.000265875190962106","0.000265875190962106"
"321","0.00026558846002444625","0.00026558846002444625","0.00026558846002444625"
"322","0.0002653306582942605","0.0002653306582942605","0.0002653306582942605"
"323","0.0002650668320711702","0.0002650668320711702","0.0002650668320711702"
"324","0.0002648118243087083","0.0002648118243087083","0.0002648118243087083"
"325","0.0002645602507982403","0.0002645602507982403","0.0002645602507982403"
"327","0.00026406432152725756","0.00026406432152725756","0.00026406432152725756"
"328","0.0002638123114593327","0.0002638123114593327","0.0002638123114593327"
"329","0.00026357625029049814","0.00026357625029049814","0.00026357625029049814"
"330","0.00026333090499974787","0.00026333090499974787","0.00026333090499974787"
"331","0.00026308553060516715","0.00026308553060516715","0.00026308553060516715"
"332","0.00026285130297765136","0.00026285130297765136","0.00026285130297765136"
"335","0.0002621258608996868","0.0002621258608996868","0.0002621258608996868"
"336","0.00026189800701104105","0.00026189800701104105","0.00026189800701104105"
"337","0.0002616907295305282","0.0002616907295305282","0.0002616907295305282"
"338","0.00026148659526370466","0.00026148659526370466","0.00026148659526370466"
"339","0.0002612766402307898","0.0002612766402307898","0.0002612766402307898"
"340","0.0002610711380839348","0.0002610711380839348","0.0002610711380839348"
"341","0.00026087925652973354","0.00026087925652973354","0.00026087925652973354"
"342","0.00026068324223160744","0.00026068324223160744","0.00026068324223160744"
"343","0.00026048373547382653","0.00026048373547382653","0.00026048373547382653"
"344","0.0002602924651000649","0.0002602924651000649","0.0002602924651000649"
"345","0.0002600971201900393","0.0002600971201900393","0.0002600971201900393"
"346","0.0002599127765279263","0.0002599127765279263","0.0002599127765279263"
"347","0.0002597311104182154","0.0002597311104182154","0.0002597311104182154"
"348","0.00025956344325095415","0.00025956344325095415","0.00025956344325095415"
"349","0.00025938730686903","0.00025938730686903","0.00025938730686903"
"350","0.00025923538487404585","0.00025923538487404585","0.00025923538487404585"
"351","0.0002590795629657805","0.0002590795629657805","0.0002590795629657805"
"352","0.0002589307550806552","0.0002589307550806552","0.0002589307550806552"
"353","0.0002587838680483401","0.0002587838680483401","0.0002587838680483401"
"354","0.00025864032795652747","0.00025864032795652747","0.00025864032795652747"
"355","0.0002584960893727839","0.0002584960893727839","0.0002584960893727839"
"356","0.0002583543537184596","0.0002583543537184596","0.0002583543537184596"
"357","0.0002582102606538683","0.0002582102606538683","0.0002582102606538683"
"358","0.00025806910707615316","0.00025806910707615316","0.00025806910707615316"
"359","0.0002579455904196948","0.0002579455904196948","0.0002579455904196948"
"360","0.000257819308899343","0.000257819308899343","0.000257819308899343"
"361","0.00025768770137801766","0.00025768770137801766","0.00025768770137801766"
"362","0.0002575671533122659","0.0002575671533122659","0.0002575671533122659"
"363","0.0002574467798694968","0.0002574467798694968","0.0002574467798694968"
"364","0.00025733091752044857","0.00025733091752044857","0.00025733091752044857"
"365","0.0002572268422227353","0.0002572268422227353","0.0002572268422227353"
"366","0.00025712617207318544","0.00025712617207318544","0.00025712617207318544"
"367","0.00025700489641167223","0.00025700489641167223","0.00025700489641167223"
"368","0.0002569000644143671","0.0002569000644143671","0.0002569000644143671"
"369","0.00025680719409137964","0.00025680719409137964","0.00025680719409137964"
"370","0.0002567238116171211","0.0002567238116171211","0.0002567238116171211"
"371","0.0002566407492849976","0.0002566407492849976","0.0002566407492849976"
"372","0.0002565723261795938","0.0002565723261795938","0.0002565723261795938"
"373","0.00025651109172031283","0.00025651109172031283","0.00025651109172031283"
"374","0.000256459170486778","0.000256459170486778","0.000256459170486778"
"375","0.00025641685351729393","0.00025641685351729393","0.00025641685351729393"
"377","0.00025633058976382017","0.00025633058976382017","0.00025633058976382017"
"378","0.0002563052694313228","0.0002563052694313228","0.0002563052694313228"
"379","0.00025628297589719296","0.00025628297589719296","0.00025628297589719296"
"381","0.00025621935492381454","0.00025621935492381454","0.00025621935492381454"
"382","0.0002562022127676755","0.0002562022127676755","0.0002562022127676755"
"383","0.00025618422660045326","0.00025618422660045326","0.00025618422660045326"
"384","0.000256175990216434","0.000256175990216434","0.000256175990216434"
"385","0.0002561644068919122","0.0002561644068919122","0.0002561644068919122"
"386","0.0002561613800935447","0.0002561613800935447","0.0002561613800935447"
"387","0.0002561596629675478","0.0002561596629675478","0.0002561596629675478"
"388","0.00025617246865294874","0.00025617246865294874","0.00025617246865294874"
"389","0.00025616385391913354","0.00025616385391913354","0.00025616385391913354"
"390","0.0002561611181590706","0.0002561611181590706","0.0002561611181590706"
"392","0.0002561809087637812","0.0002561809087637812","0.0002561809087637812"
"393","0.0002561765431892127","0.0002561765431892127","0.0002561765431892127"
"394","0.00025616103084757924","0.00025616103084757924","0.00025616103084757924"
"395","0.00025616001221351326","0.00025616001221351326","0.00025616001221351326"
"398","0.0002561906585469842","0.0002561906585469842","0.0002561906585469842"
"399","0.0002562017471063882","0.0002562017471063882","0.0002562017471063882"
"400","0.000256220402661711","0.000256220402661711","0.000256220402661711"
"401","0.0002562417939770967","0.0002562417939770967","0.0002562417939770967"
"403","0.0002562879817560315","0.0002562879817560315","0.0002562879817560315"
"404","0.00025630847085267305","0.00025630847085267305","0.00025630847085267305"
"405","0.00025632334291003644","0.00025632334291003644","0.00025632334291003644"
"406","0.00025634290068410337","0.00025634290068410337","0.00025634290068410337"
"407","0.0002563614980317652","0.0002563614980317652","0.0002563614980317652"
"408","0.0002563851303420961","0.0002563851303420961","0.0002563851303420961"
"409","0.0002564030874054879","0.0002564030874054879","0.0002564030874054879"
"410","0.0002564277674537152","0.0002564277674537152","0.0002564277674537152"
"411","0.0002564519818406552","0.0002564519818406552","0.0002564519818406552"
"412","0.000256472296314314","0.000256472296314314","0.000256472296314314"
"413","0.0002564948226790875","0.0002564948226790875","0.0002564948226790875"
"414","0.00025651135365478694","0.00025651135365478694","0.00025651135365478694"
"415","0.000256541243288666","0.000256541243288666","0.000256541243288666"
"416","0.0002565706381574273","0.0002565706381574273","0.0002565706381574273"
"417","0.00025658521917648613","0.00025658521917648613","0.00025658521917648613"
"418","0.00025660282699391246","0.00025660282699391246","0.00025660282699391246"
"419","0.00025662637199275196","0.00025662637199275196","0.00025662637199275196"
"420","0.00025663815904408693","0.00025663815904408693","0.00025663815904408693"
"423","0.0002567282353993505","0.0002567282353993505","0.0002567282353993505"
"424","0.00025676764198578894","0.00025676764198578894","0.00025676764198578894"
"425","0.0002568120544310659","0.0002568120544310659","0.0002568120544310659"
"426","0.00025684761931188405","0.00025684761931188405","0.00025684761931188405"
"427","0.00025688184541650116","0.00025688184541650116","0.00025688184541650116"
"428","0.00025692733470350504","0.00025692733470350504","0.00025692733470350504"
"429","0.0002569697971921414","0.0002569697971921414","0.0002569697971921414"
"430","0.00025700751575641334","0.00025700751575641334","0.00025700751575641334"
"431","0.0002570359793026","0.0002570359793026","0.0002570359793026"
"433","0.0002571025397628546","0.0002571025397628546","0.0002571025397628546"
"435","0.0002571727673057467","0.0002571727673057467","0.0002571727673057467"
"436","0.00025721086421981454","0.00025721086421981454","0.00025721086421981454"
"437","0.0002572489029262215","0.0002572489029262215","0.0002572489029262215"
"438","0.00025727524189278483","0.00025727524189278483","0.00025727524189278483"
"439","0.00025730844936333597","0.00025730844936333597","0.00025730844936333597"
"440","0.000257344072451815","0.000257344072451815","0.000257344072451815"
"441","0.0002573717210907489","0.0002573717210907489","0.0002573717210907489"
"442","0.0002573917736299336","0.0002573917736299336","0.0002573917736299336"
"444","0.0002574399986770004","0.0002574399986770004","0.0002574399986770004"
"445","0.00025745545281097293","0.00025745545281097293","0.00025745545281097293"
"446","0.0002574799582362175","0.0002574799582362175","0.0002574799582362175"
"447","0.000257499807048589","0.000257499807048589","0.000257499807048589"
"448","0.00025751511566340923","0.00025751511566340923","0.00025751511566340923"
"449","0.0002575378748588264","0.0002575378748588264","0.0002575378748588264"
"450","0.000257564359344542","0.000257564359344542","0.000257564359344542"
"451","0.0002575854887254536","0.0002575854887254536","0.0002575854887254536"
"452","0.0002576197439339012","0.0002576197439339012","0.0002576197439339012"
"453","0.00025765030295588076","0.00025765030295588076","0.00025765030295588076"
"454","0.0002576749539002776","0.0002576749539002776","0.0002576749539002776"
"455","0.00025770068168640137","0.00025770068168640137","0.00025770068168640137"
"456","0.00025772396475076675","0.00025772396475076675","0.00025772396475076675"
"457","0.00025773499510250986","0.00025773499510250986","0.00025773499510250986"
"458","0.0002577512350399047","0.0002577512350399047","0.0002577512350399047"
"459","0.00025777495466172695","0.00025777495466172695","0.00025777495466172695"
"460","0.00025779014686122537","0.00025779014686122537","0.00025779014686122537"
"462","0.0002578114508651197","0.0002578114508651197","0.0002578114508651197"
"463","0.00025782739976421","0.00025782739976421","0.00025782739976421"
"464","0.00025783933233469725","0.00025783933233469725","0.00025783933233469725"
"465","0.000257840845733881","0.000257840845733881","0.000257840845733881"
"466","0.00025786299374885857","0.00025786299374885857","0.00025786299374885857"
"467","0.0002578753337729722","0.0002578753337729722","0.0002578753337729722"
"468","0.0002578831627033651","0.0002578831627033651","0.0002578831627033651"
"469","0.00025789166102185845","0.00025789166102185845","0.00025789166102185845"
"472","0.00025796599220484495","0.00025796599220484495","0.00025796599220484495"
"473","0.0002579760330263525","0.0002579760330263525","0.0002579760330263525"
"474","0.0002579913125373423","0.0002579913125373423","0.0002579913125373423"
"475","0.000258002954069525","0.000258002954069525","0.000258002954069525"
"476","0.0002580277214292437","0.0002580277214292437","0.0002580277214292437"
"477","0.00025805403129197657","0.00025805403129197657","0.00025805403129197657"
"478","0.00025807792553678155","0.00025807792553678155","0.00025807792553678155"
"479","0.0002580998698249459","0.0002580998698249459","0.0002580998698249459"
"480","0.00025812405510805547","0.00025812405510805547","0.00025812405510805547"
"481","0.0002581382868811488","0.0002581382868811488","0.0002581382868811488"
"483","0.0002581796143203974","0.0002581796143203974","0.0002581796143203974"
"486","0.00025822114548645914","0.00025822114548645914","0.00025822114548645914"
"487","0.00025823392206802964","0.00025823392206802964","0.00025823392206802964"
"488","0.0002582533925306052","0.0002582533925306052","0.0002582533925306052"
"489","0.000258282118011266","0.000258282118011266","0.000258282118011266"
"490","0.0002583033055998385","0.0002583033055998385","0.0002583033055998385"
"491","0.00025832242681644857","0.00025832242681644857","0.00025832242681644857"
"492","0.0002583417808637023","0.0002583417808637023","0.0002583417808637023"
"493","0.00025836998247541487","0.00025836998247541487","0.00025836998247541487"
