"Step","Ereacher_Mnull_DS1000_W0.0015_lr0.01 - validation.prediction_error","Ereacher_Mnull_DS1000_W0.0015_lr0.01 - validation.prediction_error__MIN","Ereacher_Mnull_DS1000_W0.0015_lr0.01 - validation.prediction_error__MAX"
"174","0.0038199659902602434","0.0038199659902602434","0.0038199659902602434"
"176","0.0038287958595901728","0.0038287958595901728","0.0038287958595901728"
"177","0.003832911141216755","0.003832911141216755","0.003832911141216755"
"178","0.0038376457523554564","0.0038376457523554564","0.0038376457523554564"
"179","0.0038417133037000895","0.0038417133037000895","0.0038417133037000895"
"180","0.0038463568780571222","0.0038463568780571222","0.0038463568780571222"
"181","0.0038507285062223673","0.0038507285062223673","0.0038507285062223673"
"183","0.0038598263636231422","0.0038598263636231422","0.0038598263636231422"
"184","0.0038643362931907177","0.0038643362931907177","0.0038643362931907177"
"185","0.0038686408661305904","0.0038686408661305904","0.0038686408661305904"
"186","0.0038723107427358627","0.0038723107427358627","0.0038723107427358627"
"187","0.003876544302329421","0.003876544302329421","0.003876544302329421"
"188","0.0038810723926872015","0.0038810723926872015","0.0038810723926872015"
"190","0.003889280604198575","0.003889280604198575","0.003889280604198575"
"191","0.0038933209143579006","0.0038933209143579006","0.0038933209143579006"
"192","0.003897725371643901","0.003897725371643901","0.003897725371643901"
"193","0.0039019151590764523","0.0039019151590764523","0.0039019151590764523"
"194","0.0039062704890966415","0.0039062704890966415","0.0039062704890966415"
"195","0.00391026958823204","0.00391026958823204","0.00391026958823204"
"196","0.003914451692253351","0.003914451692253351","0.003914451692253351"
"197","0.003918688744306564","0.003918688744306564","0.003918688744306564"
"198","0.003922679461538792","0.003922679461538792","0.003922679461538792"
"199","0.003927117679268122","0.003927117679268122","0.003927117679268122"
"200","0.003930935636162758","0.003930935636162758","0.003930935636162758"
"202","0.003938661888241768","0.003938661888241768","0.003938661888241768"
"203","0.003943359013646841","0.003943359013646841","0.003943359013646841"
"204","0.003947310149669647","0.003947310149669647","0.003947310149669647"
"205","0.003951504360884428","0.003951504360884428","0.003951504360884428"
"206","0.003955548629164696","0.003955548629164696","0.003955548629164696"
"208","0.003963048104196787","0.003963048104196787","0.003963048104196787"
"209","0.0039667245000600815","0.0039667245000600815","0.0039667245000600815"
"210","0.0039706905372440815","0.0039706905372440815","0.0039706905372440815"
"211","0.003974524326622486","0.003974524326622486","0.003974524326622486"
"212","0.003978137858211994","0.003978137858211994","0.003978137858211994"
"213","0.003982093185186386","0.003982093185186386","0.003982093185186386"
"214","0.003985586576163769","0.003985586576163769","0.003985586576163769"
"215","0.003989743068814278","0.003989743068814278","0.003989743068814278"
"216","0.003993626683950424","0.003993626683950424","0.003993626683950424"
"217","0.003997105173766613","0.003997105173766613","0.003997105173766613"
"218","0.004001027904450893","0.004001027904450893","0.004001027904450893"
"219","0.004005001857876778","0.004005001857876778","0.004005001857876778"
"220","0.004008360672742128","0.004008360672742128","0.004008360672742128"
"221","0.004011813085526228","0.004011813085526228","0.004011813085526228"
"222","0.0040160794742405415","0.0040160794742405415","0.0040160794742405415"
"223","0.004019278101623058","0.004019278101623058","0.004019278101623058"
"224","0.00402294984087348","0.00402294984087348","0.00402294984087348"
"226","0.004030896350741386","0.004030896350741386","0.004030896350741386"
"227","0.004034609068185091","0.004034609068185091","0.004034609068185091"
"229","0.004042142536491156","0.004042142536491156","0.004042142536491156"
"230","0.004045655019581318","0.004045655019581318","0.004045655019581318"
"231","0.004049547482281923","0.004049547482281923","0.004049547482281923"
"232","0.004053072538226843","0.004053072538226843","0.004053072538226843"
"234","0.004060108680278063","0.004060108680278063","0.004060108680278063"
"235","0.0040636006742715836","0.0040636006742715836","0.0040636006742715836"
"237","0.0040702857077121735","0.0040702857077121735","0.0040702857077121735"
"239","0.004077032208442688","0.004077032208442688","0.004077032208442688"
"240","0.0040804739110171795","0.0040804739110171795","0.0040804739110171795"
"241","0.004083369858562946","0.004083369858562946","0.004083369858562946"
"242","0.0040860469453036785","0.0040860469453036785","0.0040860469453036785"
"243","0.00408965302631259","0.00408965302631259","0.00408965302631259"
"244","0.004092625807970762","0.004092625807970762","0.004092625807970762"
"245","0.004095973912626505","0.004095973912626505","0.004095973912626505"
"246","0.004099372774362564","0.004099372774362564","0.004099372774362564"
"247","0.004102588165551424","0.004102588165551424","0.004102588165551424"
"249","0.004109610337764025","0.004109610337764025","0.004109610337764025"
"250","0.004112559370696545","0.004112559370696545","0.004112559370696545"
"252","0.004118700511753559","0.004118700511753559","0.004118700511753559"
"253","0.004121833946555853","0.004121833946555853","0.004121833946555853"
"254","0.004125075414776802","0.004125075414776802","0.004125075414776802"
"255","0.00412822887301445","0.00412822887301445","0.00412822887301445"
"256","0.0041312300600111485","0.0041312300600111485","0.0041312300600111485"
"257","0.004133852198719978","0.004133852198719978","0.004133852198719978"
"258","0.004136963281780481","0.004136963281780481","0.004136963281780481"
"259","0.004140321630984545","0.004140321630984545","0.004140321630984545"
"260","0.00414355518296361","0.00414355518296361","0.00414355518296361"
"261","0.004146965686231852","0.004146965686231852","0.004146965686231852"
"262","0.004150006920099258","0.004150006920099258","0.004150006920099258"
"263","0.004152850713580847","0.004152850713580847","0.004152850713580847"
"264","0.004156144335865974","0.004156144335865974","0.004156144335865974"
"266","0.004162220750004053","0.004162220750004053","0.004162220750004053"
"267","0.004165375139564276","0.004165375139564276","0.004165375139564276"
"268","0.00416847039014101","0.00416847039014101","0.00416847039014101"
"269","0.004171499516814947","0.004171499516814947","0.004171499516814947"
"272","0.004180175252258778","0.004180175252258778","0.004180175252258778"
"273","0.004183108918368816","0.004183108918368816","0.004183108918368816"
"274","0.004185919649899006","0.004185919649899006","0.004185919649899006"
"275","0.004188734106719494","0.004188734106719494","0.004188734106719494"
"276","0.004191757179796696","0.004191757179796696","0.004191757179796696"
"277","0.004195175599306822","0.004195175599306822","0.004195175599306822"
"278","0.004197728354483843","0.004197728354483843","0.004197728354483843"
"279","0.0042006587609648705","0.0042006587609648705","0.0042006587609648705"
"280","0.004203760530799627","0.004203760530799627","0.004203760530799627"
"281","0.004206634592264891","0.004206634592264891","0.004206634592264891"
"282","0.004209714941680431","0.004209714941680431","0.004209714941680431"
"283","0.004212288651615381","0.004212288651615381","0.004212288651615381"
"284","0.0042157042771577835","0.0042157042771577835","0.0042157042771577835"
"285","0.0042186607606709","0.0042186607606709","0.0042186607606709"
"286","0.004221959505230188","0.004221959505230188","0.004221959505230188"
"287","0.0042249723337590694","0.0042249723337590694","0.0042249723337590694"
"288","0.004228104837238789","0.004228104837238789","0.004228104837238789"
"289","0.004231142345815897","0.004231142345815897","0.004231142345815897"
"290","0.004234138410538435","0.004234138410538435","0.004234138410538435"
"291","0.004237363114953041","0.004237363114953041","0.004237363114953041"
"292","0.00424072565510869","0.00424072565510869","0.00424072565510869"
"293","0.004243925213813782","0.004243925213813782","0.004243925213813782"
"295","0.004250964615494013","0.004250964615494013","0.004250964615494013"
"296","0.004254212602972984","0.004254212602972984","0.004254212602972984"
"298","0.0042607891373336315","0.0042607891373336315","0.0042607891373336315"
"299","0.004264381714165211","0.004264381714165211","0.004264381714165211"
"300","0.004267551004886627","0.004267551004886627","0.004267551004886627"
"301","0.004270317032933235","0.004270317032933235","0.004270317032933235"
"302","0.0042736525647342205","0.0042736525647342205","0.0042736525647342205"
"303","0.004276529420167208","0.004276529420167208","0.004276529420167208"
"304","0.004279551561921835","0.004279551561921835","0.004279551561921835"
"306","0.004285298753529787","0.004285298753529787","0.004285298753529787"
"311","0.004300152882933617","0.004300152882933617","0.004300152882933617"
"312","0.00430277781561017","0.00430277781561017","0.00430277781561017"
"313","0.004305942449718714","0.004305942449718714","0.004305942449718714"
"315","0.004311701282858849","0.004311701282858849","0.004311701282858849"
"316","0.004314696881920099","0.004314696881920099","0.004314696881920099"
"317","0.004317288752645254","0.004317288752645254","0.004317288752645254"
"318","0.004320219624787569","0.004320219624787569","0.004320219624787569"
"319","0.0043230424635112286","0.0043230424635112286","0.0043230424635112286"
"320","0.004325783345848322","0.004325783345848322","0.004325783345848322"
"321","0.004328621551394463","0.004328621551394463","0.004328621551394463"
"322","0.004331297241151333","0.004331297241151333","0.004331297241151333"
"324","0.0043366048485040665","0.0043366048485040665","0.0043366048485040665"
"325","0.0043391091749072075","0.0043391091749072075","0.0043391091749072075"
"326","0.004342051222920418","0.004342051222920418","0.004342051222920418"
"327","0.004344409331679344","0.004344409331679344","0.004344409331679344"
"328","0.004347176756709814","0.004347176756709814","0.004347176756709814"
"329","0.0043493290431797504","0.0043493290431797504","0.0043493290431797504"
"330","0.004351711366325617","0.004351711366325617","0.004351711366325617"
"331","0.004354073200374842","0.004354073200374842","0.004354073200374842"
"332","0.004356675781309605","0.004356675781309605","0.004356675781309605"
"333","0.004358889535069466","0.004358889535069466","0.004358889535069466"
"334","0.004361278377473354","0.004361278377473354","0.004361278377473354"
"335","0.004363566171377897","0.004363566171377897","0.004363566171377897"
"336","0.0043656169436872005","0.0043656169436872005","0.0043656169436872005"
"337","0.004368333145976067","0.004368333145976067","0.004368333145976067"
"339","0.004372550640255213","0.004372550640255213","0.004372550640255213"
"340","0.004374708980321884","0.004374708980321884","0.004374708980321884"
"341","0.004377196542918682","0.004377196542918682","0.004377196542918682"
"342","0.0043793851509690285","0.0043793851509690285","0.0043793851509690285"
"343","0.004381811711937189","0.004381811711937189","0.004381811711937189"
"344","0.004384075757116079","0.004384075757116079","0.004384075757116079"
"345","0.004386221989989281","0.004386221989989281","0.004386221989989281"
"346","0.004388400819152594","0.004388400819152594","0.004388400819152594"
"347","0.00439075194299221","0.00439075194299221","0.00439075194299221"
"348","0.004392564762383699","0.004392564762383699","0.004392564762383699"
"349","0.004394950810819864","0.004394950810819864","0.004394950810819864"
"350","0.004397016484290361","0.004397016484290361","0.004397016484290361"
"351","0.004399107303470373","0.004399107303470373","0.004399107303470373"
"352","0.004401039332151413","0.004401039332151413","0.004401039332151413"
"354","0.004405315034091473","0.004405315034091473","0.004405315034091473"
"356","0.00440945802256465","0.00440945802256465","0.00440945802256465"
"358","0.004413711838424206","0.004413711838424206","0.004413711838424206"
"359","0.00441539054736495","0.00441539054736495","0.00441539054736495"
"360","0.004417342133820057","0.004417342133820057","0.004417342133820057"
"361","0.004419474396854639","0.004419474396854639","0.004419474396854639"
"362","0.004421155899763107","0.004421155899763107","0.004421155899763107"
"363","0.004423127975314856","0.004423127975314856","0.004423127975314856"
"364","0.004425395745784044","0.004425395745784044","0.004425395745784044"
"365","0.004427452106028795","0.004427452106028795","0.004427452106028795"
"366","0.004429403226822615","0.004429403226822615","0.004429403226822615"
"367","0.004430968780070543","0.004430968780070543","0.004430968780070543"
"368","0.004433112218976021","0.004433112218976021","0.004433112218976021"
"369","0.00443491293117404","0.00443491293117404","0.00443491293117404"
"370","0.0044371322728693485","0.0044371322728693485","0.0044371322728693485"
"371","0.004438712727278471","0.004438712727278471","0.004438712727278471"
"372","0.004440478049218655","0.004440478049218655","0.004440478049218655"
"373","0.004442091099917889","0.004442091099917889","0.004442091099917889"
"374","0.004443981219083071","0.004443981219083071","0.004443981219083071"
"375","0.0044455439783632755","0.0044455439783632755","0.0044455439783632755"
"376","0.004447490908205509","0.004447490908205509","0.004447490908205509"
"377","0.0044489032588899136","0.0044489032588899136","0.0044489032588899136"
"378","0.004450802691280842","0.004450802691280842","0.004450802691280842"
"379","0.004452298860996962","0.004452298860996962","0.004452298860996962"
"380","0.004454021342098713","0.004454021342098713","0.004454021342098713"
"383","0.0044594635255634785","0.0044594635255634785","0.0044594635255634785"
"386","0.004464454483240843","0.004464454483240843","0.004464454483240843"
"387","0.004466240759938955","0.004466240759938955","0.004466240759938955"
"388","0.004467791877686977","0.004467791877686977","0.004467791877686977"
"389","0.004468908067792654","0.004468908067792654","0.004468908067792654"
"391","0.004472447093576193","0.004472447093576193","0.004472447093576193"
"392","0.004473752807825804","0.004473752807825804","0.004473752807825804"
"393","0.004475508816540241","0.004475508816540241","0.004475508816540241"
"394","0.004477125592529774","0.004477125592529774","0.004477125592529774"
"395","0.0044789682142436504","0.0044789682142436504","0.0044789682142436504"
"397","0.0044819386675953865","0.0044819386675953865","0.0044819386675953865"
"398","0.004483306314796209","0.004483306314796209","0.004483306314796209"
"399","0.004484912380576134","0.004484912380576134","0.004484912380576134"
"400","0.004486408084630966","0.004486408084630966","0.004486408084630966"
"401","0.004487960133701563","0.004487960133701563","0.004487960133701563"
"402","0.004489551298320293","0.004489551298320293","0.004489551298320293"
"403","0.004490962717682123","0.004490962717682123","0.004490962717682123"
"405","0.004494131077080965","0.004494131077080965","0.004494131077080965"
"406","0.004495510831475258","0.004495510831475258","0.004495510831475258"
"407","0.004497183486819267","0.004497183486819267","0.004497183486819267"
"408","0.004498433321714401","0.004498433321714401","0.004498433321714401"
"409","0.004500043112784624","0.004500043112784624","0.004500043112784624"
"410","0.004501644521951675","0.004501644521951675","0.004501644521951675"
"411","0.004503158386796713","0.004503158386796713","0.004503158386796713"
"412","0.004504783544689417","0.004504783544689417","0.004504783544689417"
"413","0.00450636213645339","0.00450636213645339","0.00450636213645339"
"414","0.00450757285580039","0.00450757285580039","0.00450757285580039"
"416","0.004510471597313881","0.004510471597313881","0.004510471597313881"
"417","0.004512434359639883","0.004512434359639883","0.004512434359639883"
"418","0.004513768944889307","0.004513768944889307","0.004513768944889307"
"419","0.004515001550316811","0.004515001550316811","0.004515001550316811"
"420","0.004516183864325285","0.004516183864325285","0.004516183864325285"
"421","0.004517638590186834","0.004517638590186834","0.004517638590186834"
"422","0.004518862813711166","0.004518862813711166","0.004518862813711166"
"423","0.004520146641880274","0.004520146641880274","0.004520146641880274"
"425","0.0045231785625219345","0.0045231785625219345","0.0045231785625219345"
"426","0.0045245978981256485","0.0045245978981256485","0.0045245978981256485"
"428","0.004527360666543245","0.004527360666543245","0.004527360666543245"
"429","0.004528750665485859","0.004528750665485859","0.004528750665485859"
"430","0.004529953468590975","0.004529953468590975","0.004529953468590975"
"432","0.004533028695732355","0.004533028695732355","0.004533028695732355"
"433","0.004534550476819277","0.004534550476819277","0.004534550476819277"
"435","0.004536979831755161","0.004536979831755161","0.004536979831755161"
"437","0.004539779853075743","0.004539779853075743","0.004539779853075743"
"438","0.004541044123470783","0.004541044123470783","0.004541044123470783"
"439","0.00454240245744586","0.00454240245744586","0.00454240245744586"
"440","0.00454359408468008","0.00454359408468008","0.00454359408468008"
"441","0.004544725175946951","0.004544725175946951","0.004544725175946951"
"442","0.004546045325696468","0.004546045325696468","0.004546045325696468"
"443","0.004547135438770056","0.004547135438770056","0.004547135438770056"
"444","0.004548185970634222","0.004548185970634222","0.004548185970634222"
"445","0.004549285396933556","0.004549285396933556","0.004549285396933556"
"446","0.00455064931884408","0.00455064931884408","0.00455064931884408"
"447","0.004551836289465427","0.004551836289465427","0.004551836289465427"
"448","0.004552914761006832","0.004552914761006832","0.004552914761006832"
"449","0.004554044455289841","0.004554044455289841","0.004554044455289841"
"450","0.004555035382509232","0.004555035382509232","0.004555035382509232"
"451","0.004556200932711363","0.004556200932711363","0.004556200932711363"
"452","0.004557022824883461","0.004557022824883461","0.004557022824883461"
"453","0.004558200482279062","0.004558200482279062","0.004558200482279062"
"454","0.004559085238724947","0.004559085238724947","0.004559085238724947"
"455","0.0045603490434587","0.0045603490434587","0.0045603490434587"
"456","0.004560988396406174","0.004560988396406174","0.004560988396406174"
"457","0.004562500398606062","0.004562500398606062","0.004562500398606062"
"458","0.004563618451356888","0.004563618451356888","0.004563618451356888"
"459","0.004564402159303427","0.004564402159303427","0.004564402159303427"
"460","0.004565506707876921","0.004565506707876921","0.004565506707876921"
"461","0.004566625226289034","0.004566625226289034","0.004566625226289034"
"462","0.004567599855363369","0.004567599855363369","0.004567599855363369"
"463","0.00456841429695487","0.00456841429695487","0.00456841429695487"
"464","0.004569363780319691","0.004569363780319691","0.004569363780319691"
"465","0.004570262506604195","0.004570262506604195","0.004570262506604195"
"466","0.004571262747049332","0.004571262747049332","0.004571262747049332"
"467","0.004572221543639898","0.004572221543639898","0.004572221543639898"
"468","0.0045732478611171246","0.0045732478611171246","0.0045732478611171246"
"470","0.00457492982968688","0.00457492982968688","0.00457492982968688"
"472","0.004576771520078182","0.004576771520078182","0.004576771520078182"
"473","0.004577958956360817","0.004577958956360817","0.004577958956360817"
"474","0.004579054191708565","0.004579054191708565","0.004579054191708565"
"475","0.004579692147672176","0.004579692147672176","0.004579692147672176"
"476","0.004580770619213581","0.004580770619213581","0.004580770619213581"
"477","0.004581557121127844","0.004581557121127844","0.004581557121127844"
"478","0.004582373891025782","0.004582373891025782","0.004582373891025782"
"479","0.004583024885505438","0.004583024885505438","0.004583024885505438"
"480","0.004584228619933128","0.004584228619933128","0.004584228619933128"
"481","0.004584998823702335","0.004584998823702335","0.004584998823702335"
"482","0.004585672169923782","0.004585672169923782","0.004585672169923782"
"483","0.004586322233080864","0.004586322233080864","0.004586322233080864"
"485","0.004588100127875805","0.004588100127875805","0.004588100127875805"
"486","0.004589201416820288","0.004589201416820288","0.004589201416820288"
"487","0.00459028547629714","0.00459028547629714","0.00459028547629714"
"489","0.004591919016093016","0.004591919016093016","0.004591919016093016"
"490","0.0045926617458462715","0.0045926617458462715","0.0045926617458462715"
"491","0.0045937420800328255","0.0045937420800328255","0.0045937420800328255"
"492","0.0045945849269628525","0.0045945849269628525","0.0045945849269628525"
"493","0.004595328122377396","0.004595328122377396","0.004595328122377396"
"494","0.004596281796693802","0.004596281796693802","0.004596281796693802"
"495","0.004597232211381197","0.004597232211381197","0.004597232211381197"
"496","0.004598259460180998","0.004598259460180998","0.004598259460180998"
"497","0.004598925821483135","0.004598925821483135","0.004598925821483135"
"498","0.004599912092089653","0.004599912092089653","0.004599912092089653"
"499","0.0046009160578250885","0.0046009160578250885","0.0046009160578250885"
"500","0.004602080676704645","0.004602080676704645","0.004602080676704645"
"501","0.004602612927556038","0.004602612927556038","0.004602612927556038"
"502","0.004603622481226921","0.004603622481226921","0.004603622481226921"
"503","0.004604305140674114","0.004604305140674114","0.004604305140674114"
"504","0.004605298396199942","0.004605298396199942","0.004605298396199942"
"505","0.004606219474226236","0.004606219474226236","0.004606219474226236"
"506","0.004607091657817364","0.004607091657817364","0.004607091657817364"
