Epoch,NRC1,NRC2,,Train Loss,Test Loss
42,0.000292625,0.165765658,,2.35E-05,4.55E-05
43,0.000171474,0.103555791,,2.33E-05,4.51E-05
44,0.000283785,0.106203757,,2.35E-05,4.09E-05
45,0.000154484,0.118481673,,2.30E-05,4.46E-05
46,0.000120822,0.124899792,,2.32E-05,4.68E-05
47,0.000273561,0.119049281,,2.39E-05,4.49E-05
48,0.000302787,0.155640066,,2.31E-05,4.68E-05
49,0.000157572,0.117469532,,2.41E-05,4.37E-05
50,0.000356027,0.157553165,,2.36E-05,4.54E-05
51,0.000378915,0.131321833,,2.38E-05,4.32E-05
52,0.00019679,0.125619583,,2.39E-05,4.50E-05
53,0.000161604,0.131366667,,2.37E-05,4.36E-05
54,0.000331553,0.128813282,,2.38E-05,3.88E-05
55,0.00030631,0.128604638,,2.39E-05,4.54E-05
56,0.000113847,0.119468525,,2.38E-05,4.22E-05
57,0.000264733,0.103398312,,2.42E-05,4.87E-05
58,0.000246716,0.116663434,,2.37E-05,4.76E-05
59,0.000346708,0.116531596,,2.34E-05,4.35E-05
60,0.000117401,0.070658594,,2.34E-05,3.96E-05
61,0.00015151,0.074336797,,2.28E-05,3.87E-05
62,0.000168356,0.138181181,,2.35E-05,3.90E-05
63,0.000195242,0.076748654,,2.36E-05,4.16E-05
64,0.00027721,0.100345218,,2.27E-05,4.04E-05
65,0.000342745,0.121144578,,2.27E-05,4.34E-05
66,9.86E-05,0.078843281,,2.28E-05,4.12E-05
67,0.000137992,0.136506897,,2.30E-05,4.39E-05
68,0.000301921,0.122231893,,2.26E-05,4.43E-05
69,0.000173317,0.21017012,,2.27E-05,4.03E-05
70,0.000109,0.121891317,,2.29E-05,4.32E-05
71,0.000113867,0.094536588,,2.27E-05,4.11E-05
72,0.000238988,0.11488905,,2.22E-05,4.26E-05
73,0.000149944,0.087240472,,2.18E-05,4.09E-05
74,0.000139082,0.088142425,,2.16E-05,3.86E-05
75,7.17E-05,0.13443476,,2.21E-05,4.10E-05
76,0.000227973,0.091807246,,2.20E-05,4.13E-05
77,0.000319724,0.183905169,,2.12E-05,3.92E-05
78,0.000214429,0.194554195,,2.18E-05,4.05E-05
79,0.000321222,0.188478187,,2.12E-05,3.98E-05
80,8.99E-05,0.109914869,,2.21E-05,4.29E-05
81,0.000173658,0.08313328,,2.19E-05,4.15E-05
82,0.000524686,0.123604172,,2.14E-05,3.89E-05
83,0.000286924,0.112521775,,2.14E-05,4.04E-05
84,0.000406338,0.10304942,,2.17E-05,4.34E-05
85,0.000409332,0.132502742,,2.13E-05,3.81E-05
86,0.000224668,0.126306519,,2.15E-05,3.96E-05
87,0.000218661,0.075887404,,2.12E-05,4.55E-05
88,0.000257648,0.164973065,,2.17E-05,4.53E-05
89,0.000218873,0.084036164,,2.11E-05,4.14E-05
90,6.35E-05,0.158547133,,2.14E-05,3.81E-05
91,0.000392795,0.231967047,,2.08E-05,4.22E-05
92,0.000199424,0.116928652,,2.08E-05,3.85E-05
93,0.000296744,0.089513831,,2.11E-05,4.27E-05
94,0.000111767,0.068719268,,2.04E-05,3.64E-05
95,0.000214229,0.118462034,,2.06E-05,4.27E-05
96,0.000140427,0.070797972,,2.05E-05,3.91E-05
97,0.000586809,0.108426207,,2.05E-05,4.05E-05
98,0.000739164,0.141450807,,2.04E-05,4.10E-05
99,0.00027944,0.143981263,,2.07E-05,4.16E-05
100,0.000214393,0.108519614,,2.04E-05,3.76E-05
101,0.000124341,0.160780117,,2.00E-05,4.08E-05
102,5.71E-05,0.127928653,,2.10E-05,3.80E-05
103,0.000150101,0.069202654,,2.05E-05,3.68E-05
104,5.17E-05,0.119624734,,2.03E-05,3.65E-05
105,0.000295268,0.111131364,,2.06E-05,3.67E-05
106,0.000179952,0.135696232,,2.02E-05,3.84E-05
107,0.00010844,0.09465877,,1.94E-05,4.16E-05
108,0.00015361,0.08333879,,1.99E-05,3.57E-05
109,0.000160325,0.107518079,,2.04E-05,3.71E-05
110,0.000607538,0.050969288,,2.09E-05,4.08E-05
111,9.47E-05,0.099864656,,2.00E-05,3.78E-05
112,0.000231017,0.142272979,,2.04E-05,3.95E-05
113,7.38E-05,0.158358514,,1.98E-05,3.63E-05
114,0.000297231,0.117189565,,1.98E-05,3.74E-05
115,0.000178009,0.089023301,,1.98E-05,3.75E-05
116,0.000182669,0.056305218,,2.03E-05,3.97E-05
117,0.000180856,0.138353392,,2.01E-05,3.57E-05
118,0.000547774,0.107137421,,2.01E-05,3.50E-05
119,0.000160795,0.119438387,,1.99E-05,3.78E-05
120,0.000102817,0.073512444,,1.96E-05,3.63E-05
121,6.25E-05,0.04379211,,1.92E-05,3.51E-05
122,0.00043085,0.09317323,,2.04E-05,3.91E-05
123,0.00019017,0.10013608,,1.94E-05,3.46E-05
124,5.75E-05,0.088302919,,1.94E-05,3.76E-05
125,0.000183535,0.063071549,,1.99E-05,3.79E-05
126,0.000178636,0.076908419,,2.03E-05,3.96E-05
127,0.000173647,0.153699353,,1.95E-05,3.74E-05
128,0.000365466,0.082234174,,1.99E-05,3.92E-05
129,0.000349493,0.110496148,,1.95E-05,3.52E-05
130,7.54E-05,0.060226941,,2.00E-05,3.65E-05
131,4.36E-05,0.069943897,,1.93E-05,3.65E-05
132,0.000347687,0.121776439,,1.95E-05,3.58E-05
133,8.66E-05,0.05519695,,1.98E-05,3.50E-05
134,0.000280772,0.094708986,,2.00E-05,3.58E-05
135,0.0003957,0.079024622,,1.97E-05,3.85E-05
136,7.57E-05,0.076535442,,1.97E-05,3.90E-05
137,0.000233692,0.039156456,,2.01E-05,3.39E-05
138,0.000430726,0.08504785,,1.97E-05,4.00E-05
139,0.000313153,0.062200561,,1.94E-05,3.46E-05
140,0.000617408,0.052148957,,1.90E-05,3.50E-05
141,8.49E-05,0.127939597,,1.91E-05,3.78E-05
142,0.000269977,0.108460337,,1.91E-05,3.62E-05
143,8.23E-05,0.116593905,,1.96E-05,3.39E-05
144,0.000226356,0.091970319,,1.98E-05,3.94E-05
145,0.000269113,0.109139733,,1.92E-05,3.90E-05
146,0.000254074,0.130092174,,1.89E-05,4.02E-05
147,0.000287096,0.044355381,,1.93E-05,3.54E-05
148,0.000116344,0.098397397,,1.88E-05,3.97E-05
149,8.98E-05,0.08216586,,1.93E-05,3.53E-05
150,0.000150843,0.058396587,,1.97E-05,3.52E-05
151,0.00020708,0.063444176,,1.90E-05,3.58E-05
152,0.000140148,0.092437588,,1.95E-05,3.93E-05
153,0.000122996,0.066705355,,1.93E-05,3.89E-05
154,0.000203904,0.06242739,,1.94E-05,3.75E-05
155,0.000185095,0.037568089,,1.97E-05,3.87E-05
156,0.000150169,0.091717498,,1.91E-05,3.30E-05
157,0.000250094,0.08030662,,1.92E-05,3.38E-05
158,0.000570549,0.097367623,,1.97E-05,3.18E-05
159,0.000250926,0.097677821,,1.93E-05,3.89E-05
160,0.000117673,0.073589541,,1.94E-05,3.36E-05
161,0.00010183,0.046676165,,1.86E-05,4.12E-05
162,0.000179445,0.054215051,,1.90E-05,3.92E-05
163,0.00075991,0.071927571,,1.91E-05,3.62E-05
164,0.000221404,0.04582023,,1.92E-05,3.62E-05
165,0.000132853,0.078934267,,1.91E-05,3.35E-05
166,0.000109085,0.108624324,,1.90E-05,3.98E-05
167,0.000197379,0.121823423,,1.90E-05,3.91E-05
168,0.000197598,0.068113923,,1.96E-05,3.32E-05
169,0.000117631,0.108482741,,1.96E-05,3.75E-05
170,0.000165552,0.06050002,,1.85E-05,4.31E-05
171,0.000142907,0.070463786,,1.97E-05,3.33E-05
172,0.000233384,0.080744147,,1.86E-05,3.50E-05
173,4.18E-05,0.065212429,,1.87E-05,3.69E-05
174,5.82E-05,0.040087443,,1.89E-05,4.30E-05
175,0.000142489,0.071794653,,1.87E-05,3.24E-05
176,0.0002025,0.04680781,,1.90E-05,3.40E-05
177,0.00020739,0.069288754,,1.92E-05,3.31E-05
178,0.000147155,0.049260894,,1.89E-05,3.70E-05
179,0.000174179,0.03852816,,1.89E-05,3.78E-05
180,0.000249983,0.055141742,,1.88E-05,3.35E-05
181,0.000146724,0.044909493,,1.86E-05,3.09E-05
182,7.52E-05,0.062574007,,1.86E-05,3.09E-05
183,8.56E-05,0.051672994,,1.87E-05,3.31E-05
184,0.000173475,0.065502275,,1.87E-05,3.56E-05
185,0.000247582,0.056273038,,1.85E-05,3.68E-05
186,0.00027696,0.040644592,,1.87E-05,3.31E-05
187,0.000429818,0.076212041,,1.86E-05,3.45E-05
188,6.56E-05,0.060056762,,1.90E-05,3.75E-05
189,3.44E-05,0.051312075,,1.91E-05,3.40E-05
190,0.000215655,0.069014661,,1.86E-05,3.67E-05
191,8.90E-05,0.058944051,,1.87E-05,3.19E-05
192,0.00020857,0.045069937,,1.88E-05,3.39E-05
193,0.000249239,0.043987972,,1.95E-05,3.46E-05
194,0.000119012,0.042581847,,1.86E-05,3.73E-05
195,0.000785183,0.047603185,,1.82E-05,3.20E-05
196,0.000196703,0.051006199,,1.88E-05,3.48E-05
197,0.000533304,0.047696905,,1.86E-05,3.32E-05
198,0.000401204,0.05403197,,1.88E-05,3.13E-05
199,0.001411101,0.064610192,,1.90E-05,3.37E-05
200,0.000248251,0.056407565,,1.88E-05,3.27E-05
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
