"Step","Eswimmer_Mnull_DS1000_W0.005_lr0.01 - train.NRC1","Eswimmer_Mnull_DS1000_W0.005_lr0.01 - train.NRC1__MIN","Eswimmer_Mnull_DS1000_W0.005_lr0.01 - train.NRC1__MAX"
"60","0.42885010515252725","0.42885010515252725","0.42885010515252725"
"61","0.422911166731501","0.422911166731501","0.422911166731501"
"62","0.41710330554669783","0.41710330554669783","0.41710330554669783"
"63","0.411950359503131","0.411950359503131","0.411950359503131"
"64","0.4072008508857252","0.4072008508857252","0.4072008508857252"
"65","0.4019535207027948","0.4019535207027948","0.4019535207027948"
"66","0.3975177484763699","0.3975177484763699","0.3975177484763699"
"67","0.39247439333522927","0.39247439333522927","0.39247439333522927"
"68","0.38768845970713667","0.38768845970713667","0.38768845970713667"
"69","0.3832023102585808","0.3832023102585808","0.3832023102585808"
"70","0.37835691720183606","0.37835691720183606","0.37835691720183606"
"71","0.3745465332118656","0.3745465332118656","0.3745465332118656"
"72","0.3700916509002127","0.3700916509002127","0.3700916509002127"
"73","0.3664086504763836","0.3664086504763836","0.3664086504763836"
"74","0.3619639643372248","0.3619639643372248","0.3619639643372248"
"75","0.3588894539865578","0.3588894539865578","0.3588894539865578"
"76","0.3555679755029414","0.3555679755029414","0.3555679755029414"
"77","0.35186204135450316","0.35186204135450316","0.35186204135450316"
"78","0.3487439845674999","0.3487439845674999","0.3487439845674999"
"79","0.3449334430089366","0.3449334430089366","0.3449334430089366"
"80","0.34159963634616","0.34159963634616","0.34159963634616"
"81","0.33835028944275475","0.33835028944275475","0.33835028944275475"
"82","0.33535107923427493","0.33535107923427493","0.33535107923427493"
"83","0.3317220297915774","0.3317220297915774","0.3317220297915774"
"84","0.32875226943056624","0.32875226943056624","0.32875226943056624"
"85","0.32543447608879067","0.32543447608879067","0.32543447608879067"
"86","0.3229901146413795","0.3229901146413795","0.3229901146413795"
"87","0.3202986263181665","0.3202986263181665","0.3202986263181665"
"88","0.31768203621672364","0.31768203621672364","0.31768203621672364"
"89","0.31540155181546287","0.31540155181546287","0.31540155181546287"
"90","0.3130461917091307","0.3130461917091307","0.3130461917091307"
"91","0.3107074592295248","0.3107074592295248","0.3107074592295248"
"92","0.3083591411137604","0.3083591411137604","0.3083591411137604"
"93","0.30595814032454294","0.30595814032454294","0.30595814032454294"
"94","0.3042331251682626","0.3042331251682626","0.3042331251682626"
"95","0.3012235506334255","0.3012235506334255","0.3012235506334255"
"96","0.29962934624319676","0.29962934624319676","0.29962934624319676"
"97","0.29763488828256957","0.29763488828256957","0.29763488828256957"
"98","0.2959864921292901","0.2959864921292901","0.2959864921292901"
"99","0.2942189269312403","0.2942189269312403","0.2942189269312403"
"100","0.29230173907208157","0.29230173907208157","0.29230173907208157"
"101","0.29104410240805373","0.29104410240805373","0.29104410240805373"
"102","0.2888825688468387","0.2888825688468387","0.2888825688468387"
"103","0.2871479467018835","0.2871479467018835","0.2871479467018835"
"104","0.2856056677410379","0.2856056677410379","0.2856056677410379"
"105","0.2833390433051718","0.2833390433051718","0.2833390433051718"
"106","0.28160503831031747","0.28160503831031747","0.28160503831031747"
"107","0.27957470540132273","0.27957470540132273","0.27957470540132273"
"108","0.2779746298272257","0.2779746298272257","0.2779746298272257"
"109","0.27600979628536515","0.27600979628536515","0.27600979628536515"
"110","0.27434825035952964","0.27434825035952964","0.27434825035952964"
"111","0.2729329132999737","0.2729329132999737","0.2729329132999737"
"112","0.2710693484429648","0.2710693484429648","0.2710693484429648"
"113","0.2695440612431994","0.2695440612431994","0.2695440612431994"
"114","0.26764344156984954","0.26764344156984954","0.26764344156984954"
"115","0.2659224531650543","0.2659224531650543","0.2659224531650543"
"116","0.2641042821244482","0.2641042821244482","0.2641042821244482"
"117","0.2626454817949707","0.2626454817949707","0.2626454817949707"
"118","0.26092199305260144","0.26092199305260144","0.26092199305260144"
"119","0.25952652731110354","0.25952652731110354","0.25952652731110354"
"120","0.25813198391244807","0.25813198391244807","0.25813198391244807"
"121","0.25684737975243477","0.25684737975243477","0.25684737975243477"
"122","0.2549742351628993","0.2549742351628993","0.2549742351628993"
"123","0.25400147438631393","0.25400147438631393","0.25400147438631393"
"124","0.2524715929670638","0.2524715929670638","0.2524715929670638"
"125","0.25077513443250155","0.25077513443250155","0.25077513443250155"
"126","0.249534540787864","0.249534540787864","0.249534540787864"
"127","0.24834986278003726","0.24834986278003726","0.24834986278003726"
"128","0.2467383935400867","0.2467383935400867","0.2467383935400867"
"129","0.2457577155157569","0.2457577155157569","0.2457577155157569"
"130","0.24416026512542977","0.24416026512542977","0.24416026512542977"
"131","0.24298417749605505","0.24298417749605505","0.24298417749605505"
"132","0.2416301866161266","0.2416301866161266","0.2416301866161266"
"133","0.24051449231081642","0.24051449231081642","0.24051449231081642"
"134","0.239211627982776","0.239211627982776","0.239211627982776"
"135","0.23797382265639408","0.23797382265639408","0.23797382265639408"
"136","0.2369212445079029","0.2369212445079029","0.2369212445079029"
"137","0.23544099503167762","0.23544099503167762","0.23544099503167762"
"138","0.23448179790347148","0.23448179790347148","0.23448179790347148"
"139","0.23371078789329566","0.23371078789329566","0.23371078789329566"
"140","0.23253358835436302","0.23253358835436302","0.23253358835436302"
"141","0.2315054291728311","0.2315054291728311","0.2315054291728311"
"142","0.23042308631542618","0.23042308631542618","0.23042308631542618"
"143","0.2291195616131299","0.2291195616131299","0.2291195616131299"
"144","0.22811016347134228","0.22811016347134228","0.22811016347134228"
"145","0.2271551951381298","0.2271551951381298","0.2271551951381298"
"146","0.22614207823250035","0.22614207823250035","0.22614207823250035"
"147","0.2247824146134817","0.2247824146134817","0.2247824146134817"
"148","0.22380200061663436","0.22380200061663436","0.22380200061663436"
"149","0.22279238333698592","0.22279238333698592","0.22279238333698592"
"150","0.2216125495248716","0.2216125495248716","0.2216125495248716"
"151","0.22049152582221723","0.22049152582221723","0.22049152582221723"
"152","0.2193441631356254","0.2193441631356254","0.2193441631356254"
"153","0.21822433422131235","0.21822433422131235","0.21822433422131235"
"154","0.21737978386227041","0.21737978386227041","0.21737978386227041"
"155","0.2163977370869552","0.2163977370869552","0.2163977370869552"
"156","0.21527922374400896","0.21527922374400896","0.21527922374400896"
"157","0.21405032562861742","0.21405032562861742","0.21405032562861742"
"158","0.21326408916575837","0.21326408916575837","0.21326408916575837"
"159","0.21249662083042586","0.21249662083042586","0.21249662083042586"
"160","0.21194073953826684","0.21194073953826684","0.21194073953826684"
"161","0.21089417131941082","0.21089417131941082","0.21089417131941082"
"162","0.20988166552050097","0.20988166552050097","0.20988166552050097"
"163","0.209017113452559","0.209017113452559","0.209017113452559"
"164","0.2081311758794218","0.2081311758794218","0.2081311758794218"
"165","0.20717285169397745","0.20717285169397745","0.20717285169397745"
"166","0.20668186393473298","0.20668186393473298","0.20668186393473298"
"167","0.2059214435018739","0.2059214435018739","0.2059214435018739"
"168","0.20479770225883476","0.20479770225883476","0.20479770225883476"
"169","0.20384556730467102","0.20384556730467102","0.20384556730467102"
"170","0.20311642814055086","0.20311642814055086","0.20311642814055086"
"171","0.20241027645976284","0.20241027645976284","0.20241027645976284"
"172","0.20166122927273045","0.20166122927273045","0.20166122927273045"
"173","0.20107094816241078","0.20107094816241078","0.20107094816241078"
"174","0.20052644644025713","0.20052644644025713","0.20052644644025713"
"175","0.1998162414057333","0.1998162414057333","0.1998162414057333"
"176","0.1992847779358499","0.1992847779358499","0.1992847779358499"
"177","0.1984569200188789","0.1984569200188789","0.1984569200188789"
"178","0.19787939989081132","0.19787939989081132","0.19787939989081132"
"179","0.19707093598592565","0.19707093598592565","0.19707093598592565"
"180","0.19641387257981932","0.19641387257981932","0.19641387257981932"
"181","0.19554284653018475","0.19554284653018475","0.19554284653018475"
"182","0.19511481318943788","0.19511481318943788","0.19511481318943788"
"183","0.19455526920828561","0.19455526920828561","0.19455526920828561"
"184","0.19357311111781747","0.19357311111781747","0.19357311111781747"
"185","0.19304920018803387","0.19304920018803387","0.19304920018803387"
"186","0.1923906800883742","0.1923906800883742","0.1923906800883742"
"187","0.1917620737368452","0.1917620737368452","0.1917620737368452"
"188","0.19106567816379538","0.19106567816379538","0.19106567816379538"
"189","0.19028239895269508","0.19028239895269508","0.19028239895269508"
"190","0.1895565275799754","0.1895565275799754","0.1895565275799754"
"191","0.18876793899458424","0.18876793899458424","0.18876793899458424"
"192","0.18839804481453393","0.18839804481453393","0.18839804481453393"
"193","0.1877108737645358","0.1877108737645358","0.1877108737645358"
"194","0.18683360029390314","0.18683360029390314","0.18683360029390314"
"195","0.18635526948041023","0.18635526948041023","0.18635526948041023"
"196","0.18556815258805817","0.18556815258805817","0.18556815258805817"
"197","0.18487130641169278","0.18487130641169278","0.18487130641169278"
"198","0.18417794543457514","0.18417794543457514","0.18417794543457514"
"199","0.183262548082007","0.183262548082007","0.183262548082007"
"200","0.18270877873030622","0.18270877873030622","0.18270877873030622"
"201","0.1820437300049607","0.1820437300049607","0.1820437300049607"
"202","0.18143828662058603","0.18143828662058603","0.18143828662058603"
"203","0.1808200784743858","0.1808200784743858","0.1808200784743858"
"204","0.1800152954964151","0.1800152954964151","0.1800152954964151"
"205","0.17923286268411995","0.17923286268411995","0.17923286268411995"
"206","0.17866026026262352","0.17866026026262352","0.17866026026262352"
"207","0.17795397565678286","0.17795397565678286","0.17795397565678286"
"208","0.17715900527848225","0.17715900527848225","0.17715900527848225"
"209","0.17632683365140928","0.17632683365140928","0.17632683365140928"
"210","0.17583934149545166","0.17583934149545166","0.17583934149545166"
"211","0.1748920588016372","0.1748920588016372","0.1748920588016372"
"212","0.17396851647668518","0.17396851647668518","0.17396851647668518"
"213","0.17352190777556098","0.17352190777556098","0.17352190777556098"
"214","0.172615150900333","0.172615150900333","0.172615150900333"
"215","0.17204757323216563","0.17204757323216563","0.17204757323216563"
"216","0.17137374626215116","0.17137374626215116","0.17137374626215116"
"217","0.17068093219544972","0.17068093219544972","0.17068093219544972"
"218","0.16995918376204736","0.16995918376204736","0.16995918376204736"
"219","0.16931668798544341","0.16931668798544341","0.16931668798544341"
"220","0.16878239011810456","0.16878239011810456","0.16878239011810456"
"221","0.1682727129406203","0.1682727129406203","0.1682727129406203"
"222","0.16755911656401531","0.16755911656401531","0.16755911656401531"
"223","0.1669423956254841","0.1669423956254841","0.1669423956254841"
"224","0.16626433704248575","0.16626433704248575","0.16626433704248575"
"225","0.16578645008639434","0.16578645008639434","0.16578645008639434"
"226","0.16507930250438313","0.16507930250438313","0.16507930250438313"
"227","0.16462328747104402","0.16462328747104402","0.16462328747104402"
"228","0.16383277839989113","0.16383277839989113","0.16383277839989113"
"229","0.16323845843209803","0.16323845843209803","0.16323845843209803"
"230","0.16276199878759598","0.16276199878759598","0.16276199878759598"
"231","0.16215000079832043","0.16215000079832043","0.16215000079832043"
"232","0.1615650228392915","0.1615650228392915","0.1615650228392915"
"233","0.1609626862162404","0.1609626862162404","0.1609626862162404"
"234","0.1603623440151714","0.1603623440151714","0.1603623440151714"
"235","0.15977910772201084","0.15977910772201084","0.15977910772201084"
"236","0.15922853372878398","0.15922853372878398","0.15922853372878398"
"237","0.15877313168022375","0.15877313168022375","0.15877313168022375"
"238","0.15810701993348722","0.15810701993348722","0.15810701993348722"
"239","0.15749975201851704","0.15749975201851704","0.15749975201851704"
"240","0.15704164387993297","0.15704164387993297","0.15704164387993297"
"241","0.15643845515151406","0.15643845515151406","0.15643845515151406"
"242","0.15579340484803197","0.15579340484803197","0.15579340484803197"
"243","0.15532725595548982","0.15532725595548982","0.15532725595548982"
"244","0.15481030327975986","0.15481030327975986","0.15481030327975986"
"245","0.1542406726207446","0.1542406726207446","0.1542406726207446"
"246","0.15386556361411294","0.15386556361411294","0.15386556361411294"
"247","0.15306802942605283","0.15306802942605283","0.15306802942605283"
"248","0.15259342048900726","0.15259342048900726","0.15259342048900726"
"249","0.15201024922698797","0.15201024922698797","0.15201024922698797"
"250","0.1514238288685592","0.1514238288685592","0.1514238288685592"
"251","0.15112472449968117","0.15112472449968117","0.15112472449968117"
"252","0.15062870022916833","0.15062870022916833","0.15062870022916833"
"253","0.15008469759053333","0.15008469759053333","0.15008469759053333"
"254","0.14970095741075876","0.14970095741075876","0.14970095741075876"
"255","0.1492194158364182","0.1492194158364182","0.1492194158364182"
"256","0.14880092816265825","0.14880092816265825","0.14880092816265825"
"257","0.14837143464831115","0.14837143464831115","0.14837143464831115"
"258","0.14792293583044375","0.14792293583044375","0.14792293583044375"
"259","0.14741520004690756","0.14741520004690756","0.14741520004690756"
"260","0.14711941237496012","0.14711941237496012","0.14711941237496012"
"261","0.146682559517536","0.146682559517536","0.146682559517536"
"262","0.14633720429467303","0.14633720429467303","0.14633720429467303"
"263","0.14587416940226922","0.14587416940226922","0.14587416940226922"
"264","0.14547252585821843","0.14547252585821843","0.14547252585821843"
"265","0.1450629820050026","0.1450629820050026","0.1450629820050026"
"266","0.14469657246943915","0.14469657246943915","0.14469657246943915"
"267","0.14423348537628136","0.14423348537628136","0.14423348537628136"
"268","0.14374728809521548","0.14374728809521548","0.14374728809521548"
"269","0.1433906758508274","0.1433906758508274","0.1433906758508274"
"270","0.14300348478427985","0.14300348478427985","0.14300348478427985"
"271","0.1425301828575357","0.1425301828575357","0.1425301828575357"
"272","0.14216566915833392","0.14216566915833392","0.14216566915833392"
"273","0.14173685266010944","0.14173685266010944","0.14173685266010944"
"274","0.14137199477235846","0.14137199477235846","0.14137199477235846"
"275","0.14105286367180817","0.14105286367180817","0.14105286367180817"
"276","0.1406414502757625","0.1406414502757625","0.1406414502757625"
"277","0.1402787965878415","0.1402787965878415","0.1402787965878415"
"278","0.1397482188649965","0.1397482188649965","0.1397482188649965"
"279","0.1395693371960451","0.1395693371960451","0.1395693371960451"
"280","0.1390489880539908","0.1390489880539908","0.1390489880539908"
"281","0.1386917190860404","0.1386917190860404","0.1386917190860404"
"282","0.13832800027274153","0.13832800027274153","0.13832800027274153"
"283","0.13785968462000256","0.13785968462000256","0.13785968462000256"
"284","0.13748976814403796","0.13748976814403796","0.13748976814403796"
"285","0.13703093488439572","0.13703093488439572","0.13703093488439572"
"286","0.13667363841668703","0.13667363841668703","0.13667363841668703"
"287","0.13629894904681805","0.13629894904681805","0.13629894904681805"
"288","0.1358630950923689","0.1358630950923689","0.1358630950923689"
"289","0.13549022963635163","0.13549022963635163","0.13549022963635163"
"290","0.13518776875542607","0.13518776875542607","0.13518776875542607"
"291","0.13476142389365486","0.13476142389365486","0.13476142389365486"
"292","0.13439482824487278","0.13439482824487278","0.13439482824487278"
"293","0.13393801428134702","0.13393801428134702","0.13393801428134702"
"294","0.1335945638619014","0.1335945638619014","0.1335945638619014"
"295","0.13314391096853886","0.13314391096853886","0.13314391096853886"
"296","0.13283010061219466","0.13283010061219466","0.13283010061219466"
"297","0.13239763849433894","0.13239763849433894","0.13239763849433894"
"298","0.13214109565611942","0.13214109565611942","0.13214109565611942"
"299","0.1316507496090062","0.1316507496090062","0.1316507496090062"
"300","0.13128305826430733","0.13128305826430733","0.13128305826430733"
"301","0.13091640487276981","0.13091640487276981","0.13091640487276981"
"302","0.13052298066841103","0.13052298066841103","0.13052298066841103"
"303","0.13019423371329686","0.13019423371329686","0.13019423371329686"
"304","0.1298126537877979","0.1298126537877979","0.1298126537877979"
"305","0.12943831740130918","0.12943831740130918","0.12943831740130918"
"306","0.12913135654818325","0.12913135654818325","0.12913135654818325"
"307","0.1287968998658698","0.1287968998658698","0.1287968998658698"
"308","0.12833339506935681","0.12833339506935681","0.12833339506935681"
"309","0.1280430497147645","0.1280430497147645","0.1280430497147645"
"310","0.1276854782123346","0.1276854782123346","0.1276854782123346"
"311","0.12735968079717078","0.12735968079717078","0.12735968079717078"
"312","0.12694159720008974","0.12694159720008974","0.12694159720008974"
"313","0.12661921898063974","0.12661921898063974","0.12661921898063974"
"314","0.12624223253353647","0.12624223253353647","0.12624223253353647"
"315","0.12586869694714917","0.12586869694714917","0.12586869694714917"
"316","0.12551167649584022","0.12551167649584022","0.12551167649584022"
"317","0.1252314582063491","0.1252314582063491","0.1252314582063491"
"318","0.12488700241601328","0.12488700241601328","0.12488700241601328"
"319","0.1245810616120034","0.1245810616120034","0.1245810616120034"
"320","0.12421133280735011","0.12421133280735011","0.12421133280735011"
"321","0.12394777438396068","0.12394777438396068","0.12394777438396068"
"322","0.12352282618085156","0.12352282618085156","0.12352282618085156"
"323","0.12328301885660403","0.12328301885660403","0.12328301885660403"
"324","0.12294199526403099","0.12294199526403099","0.12294199526403099"
"325","0.12259952215056637","0.12259952215056637","0.12259952215056637"
"326","0.1222794397605403","0.1222794397605403","0.1222794397605403"
"327","0.12200854351034286","0.12200854351034286","0.12200854351034286"
"328","0.12164168712333776","0.12164168712333776","0.12164168712333776"
"329","0.12129792218704916","0.12129792218704916","0.12129792218704916"
"330","0.12101025984577518","0.12101025984577518","0.12101025984577518"
"331","0.12060154583945495","0.12060154583945495","0.12060154583945495"
"332","0.12036093059113773","0.12036093059113773","0.12036093059113773"
"333","0.12005582325265642","0.12005582325265642","0.12005582325265642"
"334","0.1197141620368675","0.1197141620368675","0.1197141620368675"
"335","0.1193791770250109","0.1193791770250109","0.1193791770250109"
"336","0.11910083584069162","0.11910083584069162","0.11910083584069162"
"337","0.11875166182615794","0.11875166182615794","0.11875166182615794"
"338","0.11852014678769046","0.11852014678769046","0.11852014678769046"
"339","0.11818024388740832","0.11818024388740832","0.11818024388740832"
"340","0.11790692913360909","0.11790692913360909","0.11790692913360909"
"341","0.11762851087500985","0.11762851087500985","0.11762851087500985"
"342","0.11727943782207148","0.11727943782207148","0.11727943782207148"
"343","0.1170023601582252","0.1170023601582252","0.1170023601582252"
"344","0.11668219543531541","0.11668219543531541","0.11668219543531541"
"345","0.11644560657477995","0.11644560657477995","0.11644560657477995"
"346","0.11614534154316425","0.11614534154316425","0.11614534154316425"
"347","0.11582054317195797","0.11582054317195797","0.11582054317195797"
"348","0.11558310743640414","0.11558310743640414","0.11558310743640414"
"349","0.1151934770608932","0.1151934770608932","0.1151934770608932"
"350","0.11496576534100404","0.11496576534100404","0.11496576534100404"
"351","0.11464541953080334","0.11464541953080334","0.11464541953080334"
"352","0.11436727091450302","0.11436727091450302","0.11436727091450302"
"353","0.11412845718692188","0.11412845718692188","0.11412845718692188"
"354","0.11389426943990202","0.11389426943990202","0.11389426943990202"
"355","0.11356548133848356","0.11356548133848356","0.11356548133848356"
"356","0.11333487738775147","0.11333487738775147","0.11333487738775147"
"357","0.11304794066236354","0.11304794066236354","0.11304794066236354"
"358","0.1128395209940245","0.1128395209940245","0.1128395209940245"
"359","0.11259188533964425","0.11259188533964425","0.11259188533964425"
"360","0.11233255386132805","0.11233255386132805","0.11233255386132805"
"361","0.11211760508385851","0.11211760508385851","0.11211760508385851"
"362","0.11178615007174449","0.11178615007174449","0.11178615007174449"
"363","0.1115519013351295","0.1115519013351295","0.1115519013351295"
"364","0.1112710949737957","0.1112710949737957","0.1112710949737957"
"365","0.11104405961293742","0.11104405961293742","0.11104405961293742"
"366","0.11076901244495184","0.11076901244495184","0.11076901244495184"
"367","0.11052372067010674","0.11052372067010674","0.11052372067010674"
"368","0.11028881605324932","0.11028881605324932","0.11028881605324932"
"369","0.10999352130125407","0.10999352130125407","0.10999352130125407"
"370","0.10976000038400889","0.10976000038400889","0.10976000038400889"
"371","0.10956349952962774","0.10956349952962774","0.10956349952962774"
"372","0.10925111506673056","0.10925111506673056","0.10925111506673056"
"373","0.1090802686169127","0.1090802686169127","0.1090802686169127"
"374","0.10881486826084802","0.10881486826084802","0.10881486826084802"
"375","0.10859397142313901","0.10859397142313901","0.10859397142313901"
"376","0.10833408702216639","0.10833408702216639","0.10833408702216639"
"377","0.10808910829969681","0.10808910829969681","0.10808910829969681"
"378","0.10788559052989877","0.10788559052989877","0.10788559052989877"
"379","0.10764711580524454","0.10764711580524454","0.10764711580524454"
"380","0.1073990016848993","0.1073990016848993","0.1073990016848993"
"381","0.1071588147799057","0.1071588147799057","0.1071588147799057"
"382","0.10687760226737827","0.10687760226737827","0.10687760226737827"
"383","0.10663031798285465","0.10663031798285465","0.10663031798285465"
"384","0.10637789047043862","0.10637789047043862","0.10637789047043862"
"385","0.10614775047177681","0.10614775047177681","0.10614775047177681"
"386","0.10583466553688049","0.10583466553688049","0.10583466553688049"
"387","0.10560668228591476","0.10560668228591476","0.10560668228591476"
"388","0.10540259851204246","0.10540259851204246","0.10540259851204246"
"389","0.1052013922708611","0.1052013922708611","0.1052013922708611"
"390","0.10497925166966979","0.10497925166966979","0.10497925166966979"
"391","0.10475182122172647","0.10475182122172647","0.10475182122172647"
"392","0.10451301559180229","0.10451301559180229","0.10451301559180229"
"393","0.1043356098437298","0.1043356098437298","0.1043356098437298"
"394","0.10407104853497094","0.10407104853497094","0.10407104853497094"
"395","0.10389339633181316","0.10389339633181316","0.10389339633181316"
"396","0.10366124218137066","0.10366124218137066","0.10366124218137066"
"397","0.10339728565899714","0.10339728565899714","0.10339728565899714"
"398","0.10325259314015511","0.10325259314015511","0.10325259314015511"
"399","0.10299614554171513","0.10299614554171513","0.10299614554171513"
"400","0.10280777090756692","0.10280777090756692","0.10280777090756692"
"401","0.1025955725552567","0.1025955725552567","0.1025955725552567"
"402","0.10237321057231838","0.10237321057231838","0.10237321057231838"
"403","0.10219736115224896","0.10219736115224896","0.10219736115224896"
"404","0.10202042991593863","0.10202042991593863","0.10202042991593863"
"405","0.1018329693286214","0.1018329693286214","0.1018329693286214"
"406","0.10160976305273016","0.10160976305273016","0.10160976305273016"
"407","0.10141342194112075","0.10141342194112075","0.10141342194112075"
"408","0.10120428002128393","0.10120428002128393","0.10120428002128393"
"409","0.10100242715836885","0.10100242715836885","0.10100242715836885"
"410","0.10080339932138395","0.10080339932138395","0.10080339932138395"
"411","0.10061495620384812","0.10061495620384812","0.10061495620384812"
"412","0.10044100638764211","0.10044100638764211","0.10044100638764211"
"413","0.1002824104117608","0.1002824104117608","0.1002824104117608"
"414","0.10010834766100833","0.10010834766100833","0.10010834766100833"
"415","0.09993590428639527","0.09993590428639527","0.09993590428639527"
"416","0.09969488565002485","0.09969488565002485","0.09969488565002485"
"417","0.09949815927125746","0.09949815927125746","0.09949815927125746"
"418","0.09931768855083282","0.09931768855083282","0.09931768855083282"
"419","0.09916427478847618","0.09916427478847618","0.09916427478847618"
"420","0.09897757950268352","0.09897757950268352","0.09897757950268352"
"421","0.09880634073861075","0.09880634073861075","0.09880634073861075"
"422","0.0986452523285152","0.0986452523285152","0.0986452523285152"
"423","0.09842933497875128","0.09842933497875128","0.09842933497875128"
"424","0.09828462646518892","0.09828462646518892","0.09828462646518892"
"425","0.09813989213656987","0.09813989213656987","0.09813989213656987"
"426","0.09797389195236975","0.09797389195236975","0.09797389195236975"
"427","0.09781554001056156","0.09781554001056156","0.09781554001056156"
"428","0.09762917699047194","0.09762917699047194","0.09762917699047194"
"429","0.09750731891200212","0.09750731891200212","0.09750731891200212"
"430","0.09737095003949071","0.09737095003949071","0.09737095003949071"
"431","0.09719055822845349","0.09719055822845349","0.09719055822845349"
"432","0.09695700696299264","0.09695700696299264","0.09695700696299264"
"433","0.09675906200879035","0.09675906200879035","0.09675906200879035"
"434","0.09659830216778573","0.09659830216778573","0.09659830216778573"
"435","0.09637905787915224","0.09637905787915224","0.09637905787915224"
"436","0.09618355595492539","0.09618355595492539","0.09618355595492539"
"437","0.095996643154308","0.095996643154308","0.095996643154308"
"438","0.09584865550533232","0.09584865550533232","0.09584865550533232"
"439","0.09564356348582441","0.09564356348582441","0.09564356348582441"
"440","0.09549937114621662","0.09549937114621662","0.09549937114621662"
"441","0.09531997734693869","0.09531997734693869","0.09531997734693869"
"442","0.09519666633931047","0.09519666633931047","0.09519666633931047"
"443","0.09501633012740876","0.09501633012740876","0.09501633012740876"
"444","0.09486986201909894","0.09486986201909894","0.09486986201909894"
