"Step","Eswimmer_Mnull_DS1000_W0.0005_lr0.01 - train.NRC1","Eswimmer_Mnull_DS1000_W0.0005_lr0.01 - train.NRC1__MIN","Eswimmer_Mnull_DS1000_W0.0005_lr0.01 - train.NRC1__MAX"
"0","1.3790313324774761","1.3790313324774761","1.3790313324774761"
"1","1.6539941409195307","1.6539941409195307","1.6539941409195307"
"2","1.6918069023174611","1.6918069023174611","1.6918069023174611"
"3","1.8162142658382654","1.8162142658382654","1.8162142658382654"
"4","1.944653416390429","1.944653416390429","1.944653416390429"
"5","2.073093337059254","2.073093337059254","2.073093337059254"
"6","2.198679913098982","2.198679913098982","2.198679913098982"
"7","2.313249131962206","2.313249131962206","2.313249131962206"
"8","2.419696121082233","2.419696121082233","2.419696121082233"
"9","2.5195096555913334","2.5195096555913334","2.5195096555913334"
"10","2.6067988599115197","2.6067988599115197","2.6067988599115197"
"11","2.6942916582633187","2.6942916582633187","2.6942916582633187"
"12","2.7823995099094607","2.7823995099094607","2.7823995099094607"
"13","2.862135304646348","2.862135304646348","2.862135304646348"
"14","2.937248912248193","2.937248912248193","2.937248912248193"
"15","3.0080093074704055","3.0080093074704055","3.0080093074704055"
"16","3.0581785164181055","3.0581785164181055","3.0581785164181055"
"17","3.115371985480437","3.115371985480437","3.115371985480437"
"18","3.168637211456895","3.168637211456895","3.168637211456895"
"19","3.216863849784262","3.216863849784262","3.216863849784262"
"20","3.25789275732603","3.25789275732603","3.25789275732603"
"21","3.2979827936350046","3.2979827936350046","3.2979827936350046"
"22","3.352950007095933","3.352950007095933","3.352950007095933"
"23","3.3839745858949755","3.3839745858949755","3.3839745858949755"
"24","3.4074945465484636","3.4074945465484636","3.4074945465484636"
"25","3.4291084552109385","3.4291084552109385","3.4291084552109385"
"26","3.462366935886035","3.462366935886035","3.462366935886035"
"27","3.476904533250854","3.476904533250854","3.476904533250854"
"28","3.495198179386149","3.495198179386149","3.495198179386149"
"29","3.517937359898409","3.517937359898409","3.517937359898409"
"30","3.537489166850355","3.537489166850355","3.537489166850355"
"31","3.5388996305940816","3.5388996305940816","3.5388996305940816"
"32","3.56107002187091","3.56107002187091","3.56107002187091"
"33","3.5739241909225385","3.5739241909225385","3.5739241909225385"
"34","3.5817113663909406","3.5817113663909406","3.5817113663909406"
"35","3.584958523977679","3.584958523977679","3.584958523977679"
"36","3.5873827482109335","3.5873827482109335","3.5873827482109335"
"37","3.597975595957381","3.597975595957381","3.597975595957381"
"38","3.5978442559266113","3.5978442559266113","3.5978442559266113"
"39","3.5909799308854997","3.5909799308854997","3.5909799308854997"
"40","3.6059616335691533","3.6059616335691533","3.6059616335691533"
"41","3.6015409973920907","3.6015409973920907","3.6015409973920907"
"42","3.609967827796936","3.609967827796936","3.609967827796936"
"43","3.5896734012090747","3.5896734012090747","3.5896734012090747"
"44","3.579525958375598","3.579525958375598","3.579525958375598"
"45","3.5843555649382908","3.5843555649382908","3.5843555649382908"
