"Step","Eswimmer_Mnull_DS1000_W0.0005_lr0.01 - train.proj_error_H2W","Eswimmer_Mnull_DS1000_W0.0005_lr0.01 - train.proj_error_H2W__MIN","Eswimmer_Mnull_DS1000_W0.0005_lr0.01 - train.proj_error_H2W__MAX"
"0","0.007313934154808521","0.007313934154808521","0.007313934154808521"
"1","0.01705504022538662","0.01705504022538662","0.01705504022538662"
"2","0.017881138250231743","0.017881138250231743","0.017881138250231743"
"3","0.01895708031952381","0.01895708031952381","0.01895708031952381"
"4","0.020476821810007095","0.020476821810007095","0.020476821810007095"
"5","0.022220248356461525","0.022220248356461525","0.022220248356461525"
"6","0.023782724514603615","0.023782724514603615","0.023782724514603615"
"7","0.02499890886247158","0.02499890886247158","0.02499890886247158"
"8","0.02587311714887619","0.02587311714887619","0.02587311714887619"
"9","0.026501404121518135","0.026501404121518135","0.026501404121518135"
"10","0.02695692516863346","0.02695692516863346","0.02695692516863346"
"11","0.027260083705186844","0.027260083705186844","0.027260083705186844"
"12","0.027444375678896904","0.027444375678896904","0.027444375678896904"
"13","0.027509000152349472","0.027509000152349472","0.027509000152349472"
"14","0.027576282620429993","0.027576282620429993","0.027576282620429993"
"15","0.027640314772725105","0.027640314772725105","0.027640314772725105"
"16","0.027649756520986557","0.027649756520986557","0.027649756520986557"
"17","0.027651844546198845","0.027651844546198845","0.027651844546198845"
"18","0.027641555294394493","0.027641555294394493","0.027641555294394493"
"19","0.02759181335568428","0.02759181335568428","0.02759181335568428"
"20","0.02752026356756687","0.02752026356756687","0.02752026356756687"
"21","0.027445990592241287","0.027445990592241287","0.027445990592241287"
"22","0.02730690874159336","0.02730690874159336","0.02730690874159336"
"23","0.027183501049876213","0.027183501049876213","0.027183501049876213"
"24","0.02705054171383381","0.02705054171383381","0.02705054171383381"
"25","0.026934511959552765","0.026934511959552765","0.026934511959552765"
"26","0.026827042922377586","0.026827042922377586","0.026827042922377586"
"27","0.02673097886145115","0.02673097886145115","0.02673097886145115"
"28","0.026636509224772453","0.026636509224772453","0.026636509224772453"
"29","0.026541031897068024","0.026541031897068024","0.026541031897068024"
"30","0.026404937729239464","0.026404937729239464","0.026404937729239464"
"31","0.026279529556632042","0.026279529556632042","0.026279529556632042"
"32","0.026169126853346825","0.026169126853346825","0.026169126853346825"
"33","0.026048434898257256","0.026048434898257256","0.026048434898257256"
"34","0.02592127025127411","0.02592127025127411","0.02592127025127411"
"35","0.025784991681575775","0.025784991681575775","0.025784991681575775"
"36","0.025663290172815323","0.025663290172815323","0.025663290172815323"
"37","0.025516944006085396","0.025516944006085396","0.025516944006085396"
"38","0.025395052507519722","0.025395052507519722","0.025395052507519722"
"39","0.025297224521636963","0.025297224521636963","0.025297224521636963"
"40","0.025144588202238083","0.025144588202238083","0.025144588202238083"
"41","0.02506791613996029","0.02506791613996029","0.02506791613996029"
"42","0.02494189888238907","0.02494189888238907","0.02494189888238907"
"43","0.024831147864460945","0.024831147864460945","0.024831147864460945"
"44","0.02472129836678505","0.02472129836678505","0.02472129836678505"
"45","0.024584032595157623","0.024584032595157623","0.024584032595157623"
"46","0.024502526968717575","0.024502526968717575","0.024502526968717575"
"47","0.024390295147895813","0.024390295147895813","0.024390295147895813"
"48","0.024266183376312256","0.024266183376312256","0.024266183376312256"
"49","0.024164991453289986","0.024164991453289986","0.024164991453289986"
"50","0.02405504137277603","0.02405504137277603","0.02405504137277603"
"51","0.02395741268992424","0.02395741268992424","0.02395741268992424"
"52","0.02386143058538437","0.02386143058538437","0.02386143058538437"
"53","0.02379206009209156","0.02379206009209156","0.02379206009209156"
"54","0.023693794384598732","0.023693794384598732","0.023693794384598732"
"55","0.02361290529370308","0.02361290529370308","0.02361290529370308"
"56","0.023552488535642624","0.023552488535642624","0.023552488535642624"
"57","0.023426290601491928","0.023426290601491928","0.023426290601491928"
"58","0.023344071581959724","0.023344071581959724","0.023344071581959724"
"59","0.023235401138663292","0.023235401138663292","0.023235401138663292"
"60","0.02313416823744774","0.02313416823744774","0.02313416823744774"
"61","0.023039039224386215","0.023039039224386215","0.023039039224386215"
"62","0.022942932322621346","0.022942932322621346","0.022942932322621346"
"63","0.02285788021981716","0.02285788021981716","0.02285788021981716"
"64","0.022735940292477608","0.022735940292477608","0.022735940292477608"
"65","0.02264629304409027","0.02264629304409027","0.02264629304409027"
"66","0.022516906261444092","0.022516906261444092","0.022516906261444092"
"67","0.022430090233683586","0.022430090233683586","0.022430090233683586"
"68","0.022323349490761757","0.022323349490761757","0.022323349490761757"
"69","0.022206377238035202","0.022206377238035202","0.022206377238035202"
"70","0.022106196731328964","0.022106196731328964","0.022106196731328964"
"71","0.022018268704414368","0.022018268704414368","0.022018268704414368"
"72","0.02194870635867119","0.02194870635867119","0.02194870635867119"
"73","0.021841488778591156","0.021841488778591156","0.021841488778591156"
"74","0.02178342081606388","0.02178342081606388","0.02178342081606388"
"75","0.021685821935534477","0.021685821935534477","0.021685821935534477"
"76","0.02156728319823742","0.02156728319823742","0.02156728319823742"
"77","0.021507402881979942","0.021507402881979942","0.021507402881979942"
"78","0.0214092954993248","0.0214092954993248","0.0214092954993248"
"79","0.021341605111956596","0.021341605111956596","0.021341605111956596"
"80","0.021230606362223625","0.021230606362223625","0.021230606362223625"
"81","0.021166851744055748","0.021166851744055748","0.021166851744055748"
"82","0.021069999784231186","0.021069999784231186","0.021069999784231186"
"83","0.021007675677537918","0.021007675677537918","0.021007675677537918"
"84","0.020888300612568855","0.020888300612568855","0.020888300612568855"
"85","0.02083301730453968","0.02083301730453968","0.02083301730453968"
"86","0.020712662488222122","0.020712662488222122","0.020712662488222122"
"87","0.020650533959269524","0.020650533959269524","0.020650533959269524"
"88","0.020559066906571388","0.020559066906571388","0.020559066906571388"
"89","0.020477918907999992","0.020477918907999992","0.020477918907999992"
"90","0.0203903466463089","0.0203903466463089","0.0203903466463089"
"91","0.02031729742884636","0.02031729742884636","0.02031729742884636"
"92","0.020203765481710434","0.020203765481710434","0.020203765481710434"
"93","0.02014242857694626","0.02014242857694626","0.02014242857694626"
"94","0.020045937970280647","0.020045937970280647","0.020045937970280647"
"95","0.020006351172924042","0.020006351172924042","0.020006351172924042"
"96","0.01991574466228485","0.01991574466228485","0.01991574466228485"
"97","0.019824635237455368","0.019824635237455368","0.019824635237455368"
"98","0.01974794827401638","0.01974794827401638","0.01974794827401638"
"99","0.019657252356410027","0.019657252356410027","0.019657252356410027"
"100","0.019602088257670403","0.019602088257670403","0.019602088257670403"
"101","0.019496392458677292","0.019496392458677292","0.019496392458677292"
"102","0.019451240077614784","0.019451240077614784","0.019451240077614784"
"103","0.01939704827964306","0.01939704827964306","0.01939704827964306"
"104","0.019321605563163757","0.019321605563163757","0.019321605563163757"
"105","0.019256871193647385","0.019256871193647385","0.019256871193647385"
"106","0.01917549967765808","0.01917549967765808","0.01917549967765808"
"107","0.019116653129458427","0.019116653129458427","0.019116653129458427"
"108","0.019046006724238396","0.019046006724238396","0.019046006724238396"
"109","0.01898488774895668","0.01898488774895668","0.01898488774895668"
"110","0.01891987957060337","0.01891987957060337","0.01891987957060337"
"111","0.018829166889190674","0.018829166889190674","0.018829166889190674"
"112","0.018784431740641594","0.018784431740641594","0.018784431740641594"
"113","0.018711857497692108","0.018711857497692108","0.018711857497692108"
"114","0.018655898049473763","0.018655898049473763","0.018655898049473763"
"115","0.0186045840382576","0.0186045840382576","0.0186045840382576"
"116","0.018541019409894943","0.018541019409894943","0.018541019409894943"
"117","0.01847216673195362","0.01847216673195362","0.01847216673195362"
"118","0.01841994933784008","0.01841994933784008","0.01841994933784008"
"119","0.018366945907473564","0.018366945907473564","0.018366945907473564"
"120","0.01829714886844158","0.01829714886844158","0.01829714886844158"
"121","0.018226193264126778","0.018226193264126778","0.018226193264126778"
"122","0.018211569637060165","0.018211569637060165","0.018211569637060165"
"123","0.018114255741238594","0.018114255741238594","0.018114255741238594"
"124","0.01807047426700592","0.01807047426700592","0.01807047426700592"
"125","0.018026843667030334","0.018026843667030334","0.018026843667030334"
"126","0.01794714666903019","0.01794714666903019","0.01794714666903019"
"127","0.017904354259371758","0.017904354259371758","0.017904354259371758"
"128","0.017860587686300278","0.017860587686300278","0.017860587686300278"
"129","0.017766810953617096","0.017766810953617096","0.017766810953617096"
"130","0.017736054956912994","0.017736054956912994","0.017736054956912994"
"131","0.0176624096930027","0.0176624096930027","0.0176624096930027"
"132","0.017615048214793205","0.017615048214793205","0.017615048214793205"
"133","0.017532451078295708","0.017532451078295708","0.017532451078295708"
"134","0.01749255135655403","0.01749255135655403","0.01749255135655403"
"135","0.017428629100322723","0.017428629100322723","0.017428629100322723"
"136","0.01737002655863762","0.01737002655863762","0.01737002655863762"
"137","0.017326723784208298","0.017326723784208298","0.017326723784208298"
"138","0.017255127429962158","0.017255127429962158","0.017255127429962158"
"139","0.017207561060786247","0.017207561060786247","0.017207561060786247"
