Epoch,WD0_NRC1,WD0_NRC2,WD0_NRC3,,WD5e-4_NRC1,WD5e-4_NRC2,WD5e-4_NRC3,,WD5e-3_NRC1,WD5e-3_NRC2,WD5e-3_NRC3,,WD5e-2_NRC1,WD5e-2_NRC2,WD5e-2_NRC3,,WD1e-1_NRC1,WD1e-1_NRC2,WD1e-1_NRC3
32,5.655584812,9.295088196,0.020824514,,5.721417904,9.28547287,0.018497841,,4.225096703,6.573081207,0.013082756,,0.29370898,0.415727949,0.000174371,,0.097180411,0.08314559,0.000174371
33,5.735358238,9.670542145,0.020249009,,5.823501587,9.489899445,0.018003259,,4.153281689,6.327501297,0.012331113,,0.257036775,0.285819268,1.47456E-05,,0.251308411,0.057163854,1.47456E-05
34,5.427564144,9.08348999,0.019601995,,5.610144138,8.935727692,0.01737239,,4.159826756,6.390312958,0.011883462,,0.206825882,0.289153433,3.52213E-05,,0.125430539,0.057830687,3.52213E-05
35,5.452188015,9.107065582,0.019891215,,5.516254425,8.795438385,0.017706579,,4.094465733,6.347933578,0.011942327,,0.228184864,0.271079564,2.45824E-05,,0.087785996,0.054215913,2.45824E-05
36,5.589878082,9.385332489,0.019019829,,5.624011993,8.858448792,0.016913058,,4.009687901,6.126776886,0.0110395,,0.168131053,0.244343972,3.13387E-05,,0.098763481,0.048868794,3.13387E-05
37,5.448678493,9.461769867,0.018933307,,5.308237553,8.638570404,0.016559567,,3.925989866,6.391168976,0.01108808,,0.214729548,0.23561964,1.76079E-05,,0.058234971,0.047123928,1.76079E-05
38,5.361406803,8.906755829,0.019032765,,5.607374668,8.819199371,0.01677504,,4.096151829,5.831659698,0.010752584,,0.224944353,0.231916285,0.000201065,,0.039575063,0.046383257,0.000201065
39,5.416043758,8.902507019,0.019170677,,5.396467686,8.838631439,0.016848259,,3.999622822,6.229779053,0.010621682,,0.184601754,0.211103225,0.000141234,,0.059041541,0.042220645,0.000141234
40,5.338992596,8.980558014,0.018069981,,5.628535748,8.657562256,0.015837897,,3.845103502,5.791918182,0.010070556,,0.219536647,0.242748022,0.000137486,,0.103755571,0.048549604,0.000137486
41,5.304181218,8.919671345,0.01880972,,5.412547588,8.565219116,0.015562299,,3.677037954,5.746839905,0.009884904,,0.142238483,0.193373489,0.000105111,,0.103443809,0.038674698,0.000105111
42,5.406428254,8.916756427,0.018759789,,5.220098495,8.358221436,0.01514746,,3.586479187,5.454896927,0.009200631,,0.151762545,0.217765927,9.59909E-05,,0.062357128,0.043553185,9.59909E-05
43,5.38877598,8.917912431,0.018656537,,5.318433285,8.622809601,0.015458841,,3.739719391,5.647258759,0.009576438,,0.15763624,0.161149466,3.37548E-05,,0.069663152,0.032229893,3.37548E-05
44,5.290575325,8.916295017,0.018633434,,5.370096207,8.605508423,0.014824169,,3.574750662,5.434605408,0.008918401,,0.128172338,0.175666714,3.14107E-05,,0.071974806,0.035133343,3.14107E-05
45,5.398370898,8.917792974,0.018924762,,5.041166306,8.305627441,0.014819492,,3.538412809,5.276726532,0.008860477,,0.11914587,0.170024478,0.000111072,,0.051848125,0.034004896,0.000111072
46,5.31509763,8.917944148,0.018939402,,5.332070351,8.203902435,0.014566942,,3.507363558,5.199119949,0.008490142,,0.181976855,0.182811952,0.000447311,,0.058650561,0.03656239,0.000447311
47,5.362887955,8.916680031,0.018214751,,5.168720245,8.283776855,0.014636798,,3.501144409,5.096264267,0.008513965,,0.141991451,0.205634022,4.23618E-05,,0.125449985,0.041126804,4.23618E-05
48,5.388081229,8.919178408,0.018686464,,5.211074829,8.427297974,0.014329644,,3.400159597,5.030354691,0.008238663,,0.100332327,0.132497907,0.000152831,,0.048732657,0.026499581,0.000152831
49,5.30365783,8.916612378,0.018591878,,5.174829006,8.115737915,0.013853985,,3.350870132,5.097280884,0.007896239,,0.102529429,0.178698313,0.000197634,,0.065773435,0.035739663,0.000197634
50,5.399688876,8.916598845,0.018867836,,4.945730686,7.752872467,0.014055558,,3.305502176,4.946058273,0.008017085,,0.117718168,0.160385621,0.000154311,,0.099176973,0.032077124,0.000154311
51,5.433202617,8.966826397,0.018685028,,5.036811352,8.324927521,0.014225783,,3.352947235,5.045049667,0.007735022,,0.158347011,0.133963263,9.27284E-05,,0.13741672,0.026792653,9.27284E-05
52,5.36500786,8.994157535,0.018315409,,4.906261444,7.829263306,0.013908237,,3.15276885,4.603757858,0.007706766,,0.087890431,0.147572291,4.96848E-06,,0.08582814,0.029514458,4.96848E-06
53,5.393936899,8.832612047,0.01838031,,4.762334347,7.80351181,0.013849119,,3.026584864,4.429746246,0.007605859,,0.132016078,0.166050756,0.000159617,,0.073549554,0.033210151,0.000159617
54,5.45704466,8.83647575,0.01904983,,4.701742649,7.721777344,0.013678878,,3.163915873,4.542771912,0.007410486,,0.090684436,0.151623392,8.61003E-06,,0.048343498,0.030324678,8.61003E-06
55,5.4383779,8.948469835,0.018827632,,4.784453392,7.767528534,0.01356994,,3.036777258,4.450985336,0.007218955,,0.095721535,0.129774153,1.21799E-05,,0.067965604,0.025954831,1.21799E-05
56,5.296136106,8.84134383,0.018820066,,4.777825356,7.504067993,0.012896427,,3.006002665,4.36074028,0.0068897,,0.08112333,0.096722341,0.000180503,,0.099298231,0.019344468,0.000180503
57,5.392504421,8.997181059,0.017691522,,4.895067692,7.505921936,0.012922956,,2.885653734,4.28248024,0.006611764,,0.097606614,0.114793122,0.000148961,,0.079107918,0.022958624,0.000148961
58,5.33743214,8.879319051,0.018487837,,4.56785059,7.342610931,0.012931636,,2.803892851,4.080818939,0.006661685,,0.11057049,0.130310953,4.02308E-05,,0.082988471,0.026062191,4.02308E-05
59,5.339839057,8.862627259,0.018130985,,4.759141445,7.515555573,0.013262968,,2.892293215,4.170015717,0.006707879,,0.111543737,0.124297774,0.000106666,,0.075590298,0.024859555,0.000106666
60,5.365529925,8.996147101,0.018639962,,4.559546471,7.261346436,0.012879631,,2.881027699,4.118858719,0.006290356,,0.095865518,0.098502469,0.000188101,,0.063683249,0.019700494,0.000188101
61,5.352202179,8.97402574,0.018450925,,4.641813755,7.212007141,0.012707638,,2.855114222,4.044788742,0.006426351,,0.091012098,0.134827685,8.68201E-05,,0.064723596,0.026965537,8.68201E-05
62,5.417713675,8.993377948,0.018955089,,4.528921127,7.165863037,0.013104169,,2.838244438,4.250497437,0.006566219,,0.086500801,0.084649462,0.000168869,,0.058955994,0.016929892,0.000168869
63,5.383051886,8.945302233,0.018658609,,4.446977615,7.207156372,0.013022642,,2.89835906,4.078549957,0.006319041,,0.135760754,0.137802362,2.26362E-05,,0.054297768,0.027560472,2.26362E-05
64,5.351083751,8.856938716,0.018893164,,4.485756874,7.304758453,0.012916764,,2.784226179,4.055938339,0.006294794,,0.099511802,0.114330184,6.3387E-05,,0.058037773,0.022866037,6.3387E-05
65,5.367193162,8.995503248,0.01826679,,4.45898962,7.053810883,0.012358824,,2.570807695,3.796387482,0.005871151,,0.114055291,0.102615607,0.00018102,,0.086975433,0.020523121,0.00018102
66,5.361683716,8.886599831,0.018027777,,4.724388123,7.469426727,0.012309733,,2.645331621,3.859725189,0.00560901,,0.092198379,0.104739749,5.21048E-05,,0.062002558,0.02094795,5.21048E-05
67,5.419703954,8.94012282,0.018294975,,4.400500298,7.049167633,0.012484407,,2.561514378,3.777673721,0.005778051,,0.065991603,0.087941206,7.29355E-05,,0.048806503,0.017588241,7.29355E-05
68,5.334742087,8.947362598,0.01849149,,4.416301727,7.059342957,0.012603183,,2.560700655,3.760980606,0.00576301,,0.111283809,0.089217973,3.60562E-05,,0.08652731,0.017843595,3.60562E-05
69,5.360653385,8.892249495,0.018689576,,4.365821362,6.994961548,0.012511927,,2.58512044,3.701826859,0.005742599,,0.059114873,0.102425599,0.000151954,,0.059474733,0.02048512,0.000151954
70,5.302295213,8.930703969,0.019629654,,4.476356983,7.272499847,0.012528162,,2.707868338,3.809327316,0.005521084,,0.07671801,0.086753893,1.54621E-05,,0.051553745,0.017350779,1.54621E-05
71,5.217350509,8.946110334,0.018478871,,4.448666096,7.053514862,0.012119888,,2.444668055,3.450358963,0.005047635,,0.066150814,0.091952622,0.000361613,,0.042285968,0.018390524,0.000361613
72,5.37768093,8.918821277,0.018022027,,4.288739204,7.043592072,0.012470191,,2.392777681,3.592023468,0.005420101,,0.090399362,0.114847529,0.000109826,,0.071257226,0.022969506,0.000109826
73,5.38822181,8.84502996,0.018327009,,4.098272324,6.626119995,0.012222965,,2.430723906,3.657824707,0.00535631,,0.083222844,0.093449593,9.6925E-05,,0.054965705,0.018689919,9.6925E-05
74,5.307891749,8.914911909,0.018268202,,4.055720806,6.704865265,0.01205878,,2.326549053,3.268478394,0.005148387,,0.079244159,0.101437926,2.08667E-05,,0.03285919,0.020287585,2.08667E-05
75,5.458487731,8.966319295,0.018740741,,4.112972736,6.560857391,0.012035685,,2.397004604,3.34542923,0.004941772,,0.098921761,0.111723804,0.000132136,,0.034014699,0.022344761,0.000132136
76,5.272281716,8.865271607,0.017729601,,4.194132328,6.653356171,0.011788649,,2.355943203,3.267662811,0.004756329,,0.061517663,0.100412166,0.000112377,,0.047020372,0.020082433,0.000112377
77,5.347287926,8.892518273,0.018531631,,4.136185646,6.626163483,0.011700649,,2.203124046,3.327389145,0.004525243,,0.081304282,0.086907369,8.49308E-05,,0.037768553,0.017381474,8.49308E-05
78,5.335640807,8.878242322,0.018578253,,4.151095867,6.817140198,0.012242459,,2.216479778,3.160892487,0.005011454,,0.084448829,0.076225585,3.80847E-05,,0.046179328,0.015245117,3.80847E-05
79,5.421638961,8.992463186,0.018616091,,4.033015251,6.397501755,0.011598252,,2.172892332,3.083368683,0.004464725,,0.096435495,0.100058925,1.23516E-05,,0.050778039,0.020011785,1.23516E-05
80,5.418467938,8.933614738,0.018201342,,4.159862518,6.740106964,0.011958401,,2.145995378,3.080950546,0.004627559,,0.089549288,0.094476646,0.000193984,,0.041117452,0.018895329,0.000193984
81,5.352747371,8.920373092,0.018381039,,4.03074789,6.568662262,0.011681996,,2.07794714,3.019669533,0.004517974,,0.06168643,0.101317799,0.00017216,,0.050919577,0.02026356,0.00017216
82,5.363908126,8.861504196,0.01778797,,3.915662527,6.477429199,0.011730339,,2.014008522,2.977481842,0.004542839,,0.086410627,0.098243028,2.40338E-05,,0.036948126,0.019648606,2.40338E-05
83,5.300610713,8.92696246,0.01825334,,4.046629906,6.555751038,0.011406963,,2.097091913,3.040842438,0.004286069,,0.069650456,0.098464584,0.000199583,,0.054097164,0.019692917,0.000199583
84,5.245960177,8.866283367,0.018228569,,3.995067596,6.441548157,0.011753331,,2.224337339,3.023609161,0.004231073,,0.10519316,0.109058344,7.44461E-05,,0.04605474,0.021811669,7.44461E-05
85,5.327604393,8.901591528,0.018708025,,3.976604462,6.518740845,0.011646588,,1.986051559,2.929629517,0.004166453,,0.080052584,0.076597959,0.000151044,,0.054722093,0.015319592,0.000151044
86,5.352817448,8.868207696,0.017921909,,3.917663574,6.433940887,0.011637388,,2.013290405,2.876431656,0.004047925,,0.08372058,0.087341887,2.16202E-05,,0.038579456,0.017468377,2.16202E-05
87,5.406514534,8.933821665,0.018890599,,3.914573669,6.362163544,0.01162843,,1.965886831,2.860018921,0.004077821,,0.066178218,0.087114596,0.000218504,,0.039231614,0.017422919,0.000218504
88,5.405118992,8.928829541,0.019247242,,3.800618887,6.25312767,0.011702796,,1.81684494,2.694716072,0.003920204,,0.086012162,0.090726644,0.000148839,,0.036559399,0.018145329,0.000148839
89,5.325633659,8.889585062,0.017465007,,3.819400072,6.232543182,0.011742652,,1.877447367,2.828036499,0.004166553,,0.085556746,0.082732248,1.96328E-05,,0.039874857,0.01654645,1.96328E-05
90,5.329884862,8.919800336,0.018713129,,3.65605855,5.951439667,0.011481931,,1.902040124,2.662545395,0.003897561,,0.076297425,0.08790887,3.81419E-05,,0.030553381,0.017581774,3.81419E-05
91,5.292572352,8.845346925,0.018838454,,3.630663633,6.111093521,0.011466528,,1.822319508,2.576896095,0.003834756,,0.057671461,0.071526557,4.11964E-05,,0.037418704,0.014305311,4.11964E-05
92,5.273999103,8.82543712,0.018181281,,3.752331972,6.341456985,0.011603575,,1.869635224,2.672359657,0.003818312,,0.085145168,0.081814325,0.00026508,,0.030966609,0.016362865,0.00026508
93,5.25968649,8.921969585,0.018301364,,3.645169497,6.082846451,0.011342392,,1.80665803,2.627019691,0.00364944,,0.071136117,0.093182248,3.56057E-05,,0.034509804,0.01863645,3.56057E-05
94,5.44253877,8.908333675,0.01843356,,3.729315996,6.170389175,0.011831287,,1.665020585,2.463980103,0.003918711,,0.065400392,0.072354847,0.000101257,,0.039193079,0.014470969,0.000101257
95,5.319517391,8.931751572,0.018351105,,3.69659853,6.042854309,0.011901264,,1.781038284,2.578850937,0.003812062,,0.079159513,0.079295474,8.08104E-05,,0.03162302,0.015859095,8.08104E-05
96,5.323096285,9.019157239,0.018345494,,3.618401051,5.916761017,0.011734891,,1.682421327,2.374698257,0.003701414,,0.066950887,0.088382125,3.35321E-05,,0.034260602,0.017676425,3.35321E-05
97,5.282360232,8.947223974,0.017661998,,3.694164753,6.085580063,0.011615701,,1.643637061,2.439207077,0.003522441,,0.051721055,0.07602821,0.000158357,,0.036845335,0.015205642,0.000158357
98,5.383874518,8.854358889,0.019076166,,3.493782282,5.75412941,0.011484477,,1.742632508,2.411810875,0.003347348,,0.064382128,0.079598933,0.000323738,,0.036851895,0.015919787,0.000323738
99,5.264305108,8.955850814,0.019039809,,3.622325182,5.928611374,0.011577251,,1.780554652,2.507656479,0.003448159,,0.090450503,0.080252546,0.000146124,,0.036956882,0.016050509,0.000146124
100,5.334362986,8.834204629,0.018093318,,3.620457172,6.083979797,0.011816089,,1.756408453,2.494053078,0.00348445,,0.094162472,0.063204396,5.28442E-05,,0.03753665,0.012640879,5.28442E-05
101,5.300226672,8.87692077,0.017766788,,3.45500946,5.892805862,0.011606688,,1.673138618,2.417993164,0.003309759,,0.067747168,0.081739646,0.000108857,,0.036373594,0.012150947,0.000253315
102,5.364345125,8.89658792,0.018760532,,3.520191431,5.929786682,0.011626224,,1.621590614,2.191954803,0.003056045,,0.069292054,0.083161485,9.38821E-05,,0.035405528,0.01319364,0.000158309
103,5.319459743,8.985667136,0.018212106,,3.404900551,5.713495636,0.011449056,,1.660883307,2.314183617,0.003068825,,0.044645913,0.07332356,0.000338553,,0.036386626,0.011872218,0.000386896
104,5.285968391,8.862762259,0.018570977,,3.413983583,5.646430588,0.011272438,,1.648816347,2.212777328,0.003133556,,0.076820739,0.074272835,0.000105936,,0.03540806,0.012488747,0.000327687
105,5.343590889,8.858678073,0.018340336,,3.492371082,5.851281738,0.011503427,,1.733015895,2.332364655,0.003034236,,0.091653153,0.083427995,6.06957E-05,,0.034670414,0.013019315,0.00020289
106,5.366416594,8.895077374,0.018845769,,3.436213255,5.692209244,0.011421794,,1.532587409,2.115124512,0.003154109,,0.074814148,0.081605512,4.09215E-05,,0.03630316,0.012171642,0.000331482
107,5.348325861,8.866826086,0.018847375,,3.443558216,5.674041367,0.011188995,,1.471148729,2.068601799,0.002933984,,0.106046081,0.094224346,8.08118E-05,,0.035122055,0.012507245,0.000382159
108,5.360123595,8.956331796,0.018137201,,3.40346384,5.764883041,0.011484388,,1.465654969,2.159894943,0.003087747,,0.08823248,0.07712419,3.24645E-05,,0.036225467,0.012264082,0.000300529
109,5.313283895,8.846003425,0.017808318,,3.289643526,5.682196426,0.011228738,,1.563295841,2.183892059,0.002954674,,0.069499344,0.064978194,0.000131685,,0.035657995,0.013824067,0.000380056
110,5.326862942,8.842626567,0.017708531,,3.336788416,5.766371155,0.011495869,,1.499314785,2.052042007,0.002993496,,0.084308423,0.075482213,4.25415E-05,,0.036829775,0.013082114,0.000307826
111,5.311376978,8.878108998,0.01880519,,3.38709712,5.776161575,0.011385913,,1.489231348,1.966271591,0.002959892,,0.042866819,0.0716793,0.000177836,,0.036534255,0.013283645,0.000260477
112,5.327022342,8.875098377,0.01790557,,3.380548239,5.673193741,0.011243464,,1.513685107,2.016654968,0.002778409,,0.074093007,0.072772819,0.000111425,,0.035773307,0.012888662,0.000184058
113,5.304342686,8.996476603,0.018246592,,3.252603054,5.673542404,0.011163343,,1.440495133,1.932337379,0.002451592,,0.052534148,0.083958977,6.14352E-05,,0.035656081,0.012823284,0.000291407
114,5.25868587,8.94747104,0.018201843,,3.226233721,5.550522995,0.011307308,,1.459534287,2.007731247,0.002737077,,0.092255428,0.069067568,2.17308E-05,,0.035392961,0.012191763,0.000319429
115,5.353871307,8.904377562,0.018473716,,3.208126307,5.533919907,0.011387111,,1.426660657,1.956388092,0.00248904,,0.096822932,0.092014354,0.000108112,,0.035779539,0.012854081,0.000387583
116,5.324910953,8.838728224,0.01753186,,3.195711613,5.53561821,0.011336643,,1.374653101,1.943549347,0.002655121,,0.082285866,0.074202001,0.000206133,,0.035859822,0.012619254,0.000288489
117,5.263490083,8.942218149,0.018594389,,3.175736427,5.465432739,0.011213327,,1.449923873,1.882834244,0.002426854,,0.06163292,0.075968546,0.000212955,,0.035817653,0.013428962,0.000345742
118,5.368139113,8.849989233,0.018761946,,3.21074605,5.634328842,0.011433278,,1.510043979,2.016688156,0.002421088,,0.064228125,0.074658519,7.63173E-05,,0.036078352,0.013570551,0.000203539
119,5.299635082,8.822761445,0.018544211,,3.212383747,5.505998611,0.011359076,,1.39579916,1.950396538,0.002586839,,0.071764529,0.0767542,0.000287565,,0.036289261,0.013733289,0.000221737
120,5.34759727,8.95940149,0.018344557,,3.071745634,5.479562378,0.011353487,,1.215870738,1.753040695,0.002414337,,0.056568246,0.07110393,0.000289227,,0.036174827,0.013426276,0.000288961
121,5.381454528,8.915847131,0.0185487,,3.268536806,5.602113342,0.011334714,,1.450424075,1.912233543,0.002446988,,0.086277209,0.065557593,9.85738E-05,,0.035617928,0.012700673,0.000194537
122,5.351449146,8.946042941,0.018699523,,3.168695688,5.491702271,0.011457424,,1.284489274,1.818675423,0.002403066,,0.098680809,0.083070093,2.83293E-05,,0.035281104,0.012442052,0.000382025
123,5.401970034,8.915936383,0.017113704,,3.200923443,5.501061249,0.011337271,,1.256756425,1.732552147,0.002290871,,0.059560109,0.066673028,0.0001302,,0.036682266,0.013383332,0.000346313
124,5.283258709,8.942841531,0.019477956,,3.118203878,5.397468567,0.011310477,,1.317682147,1.715299797,0.002279624,,0.071723811,0.063708174,0.000105977,,0.035655275,0.013178146,0.00032791
125,5.365117082,8.86744872,0.018695047,,3.091070652,5.372609329,0.011305695,,1.363919497,1.753574944,0.002390215,,0.043978475,0.063608611,0.000236418,,0.035673853,0.012115731,0.00033389
126,5.310759495,8.848287858,0.018173796,,3.1326015,5.454607773,0.011314141,,1.327315927,1.74442749,0.002520401,,0.07913515,0.090169483,9.48705E-05,,0.035739405,0.013177741,0.000502104
127,5.301460143,8.934079726,0.018304523,,3.12092638,5.25470314,0.010863563,,1.16707027,1.560164261,0.001986221,,0.084074602,0.075488234,0.000120009,,0.035078465,0.01340726,0.000253114
128,5.316057517,8.859829517,0.018746871,,3.112397432,5.361063004,0.011217358,,1.207262516,1.584976673,0.002189917,,0.087110996,0.08342579,0.000169873,,0.035761013,0.013029463,0.0000799
129,5.329422373,8.865522511,0.018441948,,3.082359552,5.300166702,0.011038056,,1.240832925,1.614888191,0.002063827,,0.098883443,0.068858802,8.91122E-05,,0.035760172,0.012907473,0.00031993
130,5.347808267,8.877223375,0.017484658,,3.116256952,5.293724823,0.011086811,,1.19722259,1.57560358,0.002038893,,0.068293452,0.067702746,0.000342888,,0.036310179,0.012596176,0.00029494
131,5.286742508,8.900873958,0.019532246,,3.017674208,5.304277039,0.01096104,,1.221584439,1.725312805,0.002170783,,0.070095897,0.075653076,7.03581E-05,,0.036349229,0.012276733,0.000248248
132,5.390041324,8.882300304,0.01844473,,3.02774024,5.350503922,0.011014036,,1.155765891,1.603430557,0.00214145,,0.101297662,0.084214991,0.000169378,,0.036001885,0.013400149,0.000202117
133,5.368283122,8.831252435,0.019010086,,2.965588808,5.20115242,0.010922913,,1.130041003,1.57161684,0.002207187,,0.051256258,0.065461981,0.00016972,,0.036465924,0.012845443,0.000256081
134,5.268187816,8.86781908,0.018153975,,3.025611639,5.172708893,0.010773346,,1.161884904,1.539056206,0.002038199,,0.072540238,0.089961869,7.33907E-05,,0.036169982,0.012883267,0.000318134
135,5.41941261,8.788829842,0.019268189,,2.981361151,5.316825485,0.010902124,,1.107617021,1.585185909,0.002044191,,0.082916915,0.071833241,0.000215313,,0.035992159,0.013866361,0.000249718
136,5.439794459,8.931261573,0.018643172,,2.962994814,5.186684036,0.010683006,,1.084240317,1.451974869,0.001956908,,0.069090769,0.075504905,5.62924E-05,,0.036080464,0.013342251,0.000541245
137,5.403938979,8.819897117,0.018804422,,3.002668858,5.220082474,0.010783124,,1.181245565,1.494929886,0.001922064,,0.067181364,0.074617016,6.31824E-05,,0.035904673,0.013185413,0.00020395
138,5.336003758,8.844780833,0.017977373,,2.96169591,5.13089447,0.01061671,,1.074031353,1.487199593,0.001808151,,0.05906897,0.088846064,0.000178728,,0.035802575,0.013071031,0.000220688
