"Step","Eswimmer_Mnull_DS1000_W0.01_lr0.01 - train.prediction_error","Eswimmer_Mnull_DS1000_W0.01_lr0.01 - train.prediction_error__MIN","Eswimmer_Mnull_DS1000_W0.01_lr0.01 - train.prediction_error__MAX"
"87","0.09552910923957825","0.09552910923957825","0.09552910923957825"
"88","0.09549396485090256","0.09549396485090256","0.09549396485090256"
"89","0.09546281397342682","0.09546281397342682","0.09546281397342682"
"90","0.09542512148618698","0.09542512148618698","0.09542512148618698"
"91","0.09538791328668594","0.09538791328668594","0.09538791328668594"
"92","0.09535118192434311","0.09535118192434311","0.09535118192434311"
"93","0.09529971331357956","0.09529971331357956","0.09529971331357956"
"94","0.09528572112321854","0.09528572112321854","0.09528572112321854"
"95","0.09524410963058472","0.09524410963058472","0.09524410963058472"
"96","0.09519603103399277","0.09519603103399277","0.09519603103399277"
"97","0.09516175836324692","0.09516175836324692","0.09516175836324692"
"98","0.09513424336910248","0.09513424336910248","0.09513424336910248"
"99","0.09509696066379547","0.09509696066379547","0.09509696066379547"
"100","0.09506130963563919","0.09506130963563919","0.09506130963563919"
"101","0.09505092352628708","0.09505092352628708","0.09505092352628708"
"102","0.09497915953397751","0.09497915953397751","0.09497915953397751"
"103","0.09493551403284073","0.09493551403284073","0.09493551403284073"
"104","0.09490528702735901","0.09490528702735901","0.09490528702735901"
"105","0.09486338496208191","0.09486338496208191","0.09486338496208191"
"106","0.09482821822166443","0.09482821822166443","0.09482821822166443"
"107","0.09479055553674698","0.09479055553674698","0.09479055553674698"
"108","0.09475652873516083","0.09475652873516083","0.09475652873516083"
"109","0.09472016990184784","0.09472016990184784","0.09472016990184784"
"110","0.09466341882944107","0.09466341882944107","0.09466341882944107"
"111","0.09462869167327881","0.09462869167327881","0.09462869167327881"
"112","0.09459207952022552","0.09459207952022552","0.09459207952022552"
"113","0.09455606341362","0.09455606341362","0.09455606341362"
"114","0.09451837092638016","0.09451837092638016","0.09451837092638016"
"115","0.09448253363370895","0.09448253363370895","0.09448253363370895"
"116","0.09444445371627808","0.09444445371627808","0.09444445371627808"
"117","0.09441564977169037","0.09441564977169037","0.09441564977169037"
"118","0.094374880194664","0.094374880194664","0.094374880194664"
"119","0.09434372931718826","0.09434372931718826","0.09434372931718826"
"120","0.09432240575551987","0.09432240575551987","0.09432240575551987"
"121","0.09428522735834122","0.09428522735834122","0.09428522735834122"
"122","0.09424538165330887","0.09424538165330887","0.09424538165330887"
"123","0.09422563016414642","0.09422563016414642","0.09422563016414642"
"124","0.09418816864490509","0.09418816864490509","0.09418816864490509"
"125","0.09414782375097275","0.09414782375097275","0.09414782375097275"
"126","0.09412801265716553","0.09412801265716553","0.09412801265716553"
"127","0.09410606324672699","0.09410606324672699","0.09410606324672699"
"128","0.09406507760286331","0.09406507760286331","0.09406507760286331"
"129","0.09404639899730682","0.09404639899730682","0.09404639899730682"
"130","0.09401513636112213","0.09401513636112213","0.09401513636112213"
"131","0.09399449825286865","0.09399449825286865","0.09399449825286865"
"132","0.0939600020647049","0.0939600020647049","0.0939600020647049"
"133","0.09392186254262924","0.09392186254262924","0.09392186254262924"
"134","0.09388823062181473","0.09388823062181473","0.09388823062181473"
"135","0.09386845678091049","0.09386845678091049","0.09386845678091049"
"136","0.09384366124868393","0.09384366124868393","0.09384366124868393"
"137","0.0938234031200409","0.0938234031200409","0.0938234031200409"
"138","0.09380213916301727","0.09380213916301727","0.09380213916301727"
"139","0.09376861900091171","0.09376861900091171","0.09376861900091171"
"140","0.0937487930059433","0.0937487930059433","0.0937487930059433"
"141","0.09373508393764496","0.09373508393764496","0.09373508393764496"
"142","0.09372126311063766","0.09372126311063766","0.09372126311063766"
"143","0.09367533028125763","0.09367533028125763","0.09367533028125763"
"144","0.0936589166522026","0.0936589166522026","0.0936589166522026"
"145","0.0936385914683342","0.0936385914683342","0.0936385914683342"
"146","0.09361561387777328","0.09361561387777328","0.09361561387777328"
"147","0.09358692169189453","0.09358692169189453","0.09358692169189453"
"148","0.09356080740690231","0.09356080740690231","0.09356080740690231"
"149","0.09353729337453842","0.09353729337453842","0.09353729337453842"
"150","0.09351236373186111","0.09351236373186111","0.09351236373186111"
"151","0.09348643571138382","0.09348643571138382","0.09348643571138382"
"152","0.09346485137939453","0.09346485137939453","0.09346485137939453"
"153","0.09344557672739029","0.09344557672739029","0.09344557672739029"
"154","0.09343311935663223","0.09343311935663223","0.09343311935663223"
"155","0.09340666234493256","0.09340666234493256","0.09340666234493256"
"156","0.09338526427745819","0.09338526427745819","0.09338526427745819"
"157","0.0933753252029419","0.0933753252029419","0.0933753252029419"
"158","0.09334059059619904","0.09334059059619904","0.09334059059619904"
"159","0.09332805126905441","0.09332805126905441","0.09332805126905441"
"160","0.09332221001386642","0.09332221001386642","0.09332221001386642"
"161","0.09328345954418182","0.09328345954418182","0.09328345954418182"
"162","0.09326240420341492","0.09326240420341492","0.09326240420341492"
"163","0.09323731809854507","0.09323731809854507","0.09323731809854507"
"164","0.09323329478502274","0.09323329478502274","0.09323329478502274"
"165","0.09321454912424088","0.09321454912424088","0.09321454912424088"
"166","0.09320806711912155","0.09320806711912155","0.09320806711912155"
"167","0.09318992495536804","0.09318992495536804","0.09318992495536804"
"168","0.09317201375961304","0.09317201375961304","0.09317201375961304"
"169","0.09315135329961777","0.09315135329961777","0.09315135329961777"
"170","0.0931413397192955","0.0931413397192955","0.0931413397192955"
"171","0.09312086552381516","0.09312086552381516","0.09312086552381516"
"172","0.09310759603977203","0.09310759603977203","0.09310759603977203"
"173","0.09308363497257233","0.09308363497257233","0.09308363497257233"
"174","0.09307561069726944","0.09307561069726944","0.09307561069726944"
"175","0.09306323528289795","0.09306323528289795","0.09306323528289795"
"176","0.09303535521030426","0.09303535521030426","0.09303535521030426"
"177","0.09302113950252533","0.09302113950252533","0.09302113950252533"
"178","0.09301644563674927","0.09301644563674927","0.09301644563674927"
"179","0.09298980236053467","0.09298980236053467","0.09298980236053467"
"180","0.09298235923051834","0.09298235923051834","0.09298235923051834"
"181","0.09297414124011993","0.09297414124011993","0.09297414124011993"
"182","0.09296619147062302","0.09296619147062302","0.09296619147062302"
"183","0.09296215325593948","0.09296215325593948","0.09296215325593948"
"184","0.09293026477098465","0.09293026477098465","0.09293026477098465"
"185","0.09291604906320572","0.09291604906320572","0.09291604906320572"
"186","0.09290017187595367","0.09290017187595367","0.09290017187595367"
"187","0.09289583563804626","0.09289583563804626","0.09289583563804626"
"188","0.09287241101264954","0.09287241101264954","0.09287241101264954"
"189","0.09286459535360336","0.09286459535360336","0.09286459535360336"
"190","0.09284935891628265","0.09284935891628265","0.09284935891628265"
"191","0.09282530844211578","0.09282530844211578","0.09282530844211578"
"192","0.09282960742712021","0.09282960742712021","0.09282960742712021"
"193","0.0928131565451622","0.0928131565451622","0.0928131565451622"
"194","0.09279756247997284","0.09279756247997284","0.09279756247997284"
"195","0.0927870124578476","0.0927870124578476","0.0927870124578476"
"196","0.09276922792196274","0.09276922792196274","0.09276922792196274"
"197","0.09276063740253448","0.09276063740253448","0.09276063740253448"
"198","0.09275637567043304","0.09275637567043304","0.09275637567043304"
"199","0.09274663031101227","0.09274663031101227","0.09274663031101227"
"200","0.09273452311754227","0.09273452311754227","0.09273452311754227"
"201","0.09272320568561554","0.09272320568561554","0.09272320568561554"
"202","0.09271077066659927","0.09271077066659927","0.09271077066659927"
"203","0.09269139170646667","0.09269139170646667","0.09269139170646667"
"204","0.09269354492425919","0.09269354492425919","0.09269354492425919"
"205","0.09268174320459366","0.09268174320459366","0.09268174320459366"
"206","0.09266567975282669","0.09266567975282669","0.09266567975282669"
"207","0.09266126900911331","0.09266126900911331","0.09266126900911331"
"208","0.0926477313041687","0.0926477313041687","0.0926477313041687"
"209","0.0926394909620285","0.0926394909620285","0.0926394909620285"
"210","0.09265317767858505","0.09265317767858505","0.09265317767858505"
"211","0.09262377768754959","0.09262377768754959","0.09262377768754959"
"212","0.09261132776737213","0.09261132776737213","0.09261132776737213"
"213","0.09261573106050491","0.09261573106050491","0.09261573106050491"
"214","0.09258701652288437","0.09258701652288437","0.09258701652288437"
"215","0.09257231652736664","0.09257231652736664","0.09257231652736664"
"216","0.09255176037549973","0.09255176037549973","0.09255176037549973"
"217","0.09253145009279251","0.09253145009279251","0.09253145009279251"
"218","0.09251612424850464","0.09251612424850464","0.09251612424850464"
"219","0.0925094410777092","0.0925094410777092","0.0925094410777092"
"220","0.09249710291624069","0.09249710291624069","0.09249710291624069"
"221","0.09248283505439758","0.09248283505439758","0.09248283505439758"
"222","0.0924595296382904","0.0924595296382904","0.0924595296382904"
"223","0.09244419634342194","0.09244419634342194","0.09244419634342194"
"224","0.09242057800292969","0.09242057800292969","0.09242057800292969"
"225","0.09242282062768936","0.09242282062768936","0.09242282062768936"
"226","0.0924045741558075","0.0924045741558075","0.0924045741558075"
"227","0.09239918738603592","0.09239918738603592","0.09239918738603592"
"228","0.09237257391214371","0.09237257391214371","0.09237257391214371"
"229","0.09235518425703049","0.09235518425703049","0.09235518425703049"
"230","0.09235094487667084","0.09235094487667084","0.09235094487667084"
"231","0.09233860671520233","0.09233860671520233","0.09233860671520233"
"232","0.09232614934444427","0.09232614934444427","0.09232614934444427"
"233","0.09231659024953842","0.09231659024953842","0.09231659024953842"
"234","0.0923038199543953","0.0923038199543953","0.0923038199543953"
"235","0.09229379892349243","0.09229379892349243","0.09229379892349243"
"236","0.09228219091892242","0.09228219091892242","0.09228219091892242"
"237","0.09227705746889114","0.09227705746889114","0.09227705746889114"
"238","0.09225764125585556","0.09225764125585556","0.09225764125585556"
"239","0.09224360436201096","0.09224360436201096","0.09224360436201096"
"240","0.09224583953619003","0.09224583953619003","0.09224583953619003"
"241","0.09222559630870819","0.09222559630870819","0.09222559630870819"
"242","0.09220732003450394","0.09220732003450394","0.09220732003450394"
"243","0.09219439327716827","0.09219439327716827","0.09219439327716827"
"244","0.09217936545610428","0.09217936545610428","0.09217936545610428"
"245","0.09217783808708191","0.09217783808708191","0.09217783808708191"
"246","0.09218165278434753","0.09218165278434753","0.09218165278434753"
"247","0.09216159582138062","0.09216159582138062","0.09216159582138062"
"248","0.09214305132627487","0.09214305132627487","0.09214305132627487"
"249","0.09213106334209442","0.09213106334209442","0.09213106334209442"
"250","0.09212734550237656","0.09212734550237656","0.09212734550237656"
"251","0.0921236053109169","0.0921236053109169","0.0921236053109169"
"252","0.09212393313646317","0.09212393313646317","0.09212393313646317"
"253","0.09210691601037979","0.09210691601037979","0.09210691601037979"
"254","0.09209495037794113","0.09209495037794113","0.09209495037794113"
"255","0.09209298342466354","0.09209298342466354","0.09209298342466354"
"256","0.09208716452121735","0.09208716452121735","0.09208716452121735"
"257","0.09207292646169662","0.09207292646169662","0.09207292646169662"
"258","0.09206737577915192","0.09206737577915192","0.09206737577915192"
"259","0.09205921739339828","0.09205921739339828","0.09205921739339828"
"260","0.09206309914588928","0.09206309914588928","0.09206309914588928"
"261","0.09204549342393875","0.09204549342393875","0.09204549342393875"
"262","0.09204649180173874","0.09204649180173874","0.09204649180173874"
"263","0.09203615039587021","0.09203615039587021","0.09203615039587021"
"264","0.09203366190195084","0.09203366190195084","0.09203366190195084"
"265","0.0920230895280838","0.0920230895280838","0.0920230895280838"
"266","0.09201432019472122","0.09201432019472122","0.09201432019472122"
"267","0.092011459171772","0.092011459171772","0.092011459171772"
"268","0.09200885146856308","0.09200885146856308","0.09200885146856308"
"269","0.09200477600097656","0.09200477600097656","0.09200477600097656"
"270","0.0920042023062706","0.0920042023062706","0.0920042023062706"
"271","0.09199212491512299","0.09199212491512299","0.09199212491512299"
"272","0.09199799597263336","0.09199799597263336","0.09199799597263336"
"273","0.09198039025068283","0.09198039025068283","0.09198039025068283"
"274","0.09197883307933807","0.09197883307933807","0.09197883307933807"
"275","0.09197691828012466","0.09197691828012466","0.09197691828012466"
"276","0.0919623076915741","0.0919623076915741","0.0919623076915741"
"277","0.09195423871278763","0.09195423871278763","0.09195423871278763"
"278","0.09195716679096222","0.09195716679096222","0.09195716679096222"
"279","0.0919627919793129","0.0919627919793129","0.0919627919793129"
"280","0.09193891286849976","0.09193891286849976","0.09193891286849976"
"281","0.09194391965866089","0.09194391965866089","0.09194391965866089"
"282","0.09193490445613861","0.09193490445613861","0.09193490445613861"
"283","0.09192261844873428","0.09192261844873428","0.09192261844873428"
"284","0.0919160470366478","0.0919160470366478","0.0919160470366478"
"285","0.09191938489675522","0.09191938489675522","0.09191938489675522"
"286","0.09191185235977173","0.09191185235977173","0.09191185235977173"
"287","0.09191323816776276","0.09191323816776276","0.09191323816776276"
"288","0.09190958738327026","0.09190958738327026","0.09190958738327026"
"289","0.09190040826797485","0.09190040826797485","0.09190040826797485"
"290","0.09189850091934204","0.09189850091934204","0.09189850091934204"
"291","0.09189709275960922","0.09189709275960922","0.09189709275960922"
"292","0.09190568327903748","0.09190568327903748","0.09190568327903748"
"293","0.09189584106206894","0.09189584106206894","0.09189584106206894"
"294","0.09190617501735687","0.09190617501735687","0.09190617501735687"
"295","0.09188845753669739","0.09188845753669739","0.09188845753669739"
"296","0.09189185500144958","0.09189185500144958","0.09189185500144958"
"297","0.09187088906764984","0.09187088906764984","0.09187088906764984"
"298","0.09188336133956909","0.09188336133956909","0.09188336133956909"
"299","0.09187672287225723","0.09187672287225723","0.09187672287225723"
"300","0.09186407178640366","0.09186407178640366","0.09186407178640366"
"301","0.091861791908741","0.091861791908741","0.091861791908741"
"302","0.09185431152582169","0.09185431152582169","0.09185431152582169"
"303","0.09185905009508133","0.09185905009508133","0.09185905009508133"
"304","0.09184956550598145","0.09184956550598145","0.09184956550598145"
"305","0.09184987097978592","0.09184987097978592","0.09184987097978592"
"306","0.09184988588094711","0.09184988588094711","0.09184988588094711"
"307","0.09185311198234558","0.09185311198234558","0.09185311198234558"
"308","0.09183347970247269","0.09183347970247269","0.09183347970247269"
"309","0.09183215349912643","0.09183215349912643","0.09183215349912643"
"310","0.09182778745889664","0.09182778745889664","0.09182778745889664"
"311","0.09182622283697128","0.09182622283697128","0.09182622283697128"
"312","0.09182922542095184","0.09182922542095184","0.09182922542095184"
"313","0.09181872755289078","0.09181872755289078","0.09181872755289078"
"314","0.09182029217481613","0.09182029217481613","0.09182029217481613"
"315","0.09181834012269974","0.09181834012269974","0.09181834012269974"
"316","0.09181471168994904","0.09181471168994904","0.09181471168994904"
"317","0.09181084483861923","0.09181084483861923","0.09181084483861923"
"318","0.09181012958288193","0.09181012958288193","0.09181012958288193"
"319","0.0917973443865776","0.0917973443865776","0.0917973443865776"
"320","0.09178685396909714","0.09178685396909714","0.09178685396909714"
"321","0.0917995423078537","0.0917995423078537","0.0917995423078537"
"322","0.09179585427045822","0.09179585427045822","0.09179585427045822"
"323","0.09179861843585968","0.09179861843585968","0.09179861843585968"
"324","0.09179563820362091","0.09179563820362091","0.09179563820362091"
"325","0.09178478270769119","0.09178478270769119","0.09178478270769119"
"326","0.09177617728710175","0.09177617728710175","0.09177617728710175"
"327","0.09178820997476578","0.09178820997476578","0.09178820997476578"
"328","0.09178566187620163","0.09178566187620163","0.09178566187620163"
"329","0.0917789563536644","0.0917789563536644","0.0917789563536644"
"330","0.09177668392658234","0.09177668392658234","0.09177668392658234"
"331","0.09177620708942413","0.09177620708942413","0.09177620708942413"
"332","0.09178773313760757","0.09178773313760757","0.09178773313760757"
"333","0.09178907424211502","0.09178907424211502","0.09178907424211502"
"334","0.09178153425455093","0.09178153425455093","0.09178153425455093"
"335","0.09177454560995102","0.09177454560995102","0.09177454560995102"
"336","0.09177657961845398","0.09177657961845398","0.09177657961845398"
"337","0.09176776558160782","0.09176776558160782","0.09176776558160782"
"338","0.09177696704864502","0.09177696704864502","0.09177696704864502"
"339","0.09176529943943024","0.09176529943943024","0.09176529943943024"
"340","0.09176572412252426","0.09176572412252426","0.09176572412252426"
"341","0.09176981449127197","0.09176981449127197","0.09176981449127197"
"342","0.09176123142242432","0.09176123142242432","0.09176123142242432"
"343","0.09176284819841385","0.09176284819841385","0.09176284819841385"
"344","0.09176412969827652","0.09176412969827652","0.09176412969827652"
"345","0.09176771342754364","0.09176771342754364","0.09176771342754364"
"346","0.09177936613559723","0.09177936613559723","0.09177936613559723"
"347","0.09176921099424362","0.09176921099424362","0.09176921099424362"
"348","0.09177842736244202","0.09177842736244202","0.09177842736244202"
"349","0.09176172316074371","0.09176172316074371","0.09176172316074371"
"350","0.0917591080069542","0.0917591080069542","0.0917591080069542"
"351","0.09175372123718262","0.09175372123718262","0.09175372123718262"
"352","0.09174831956624985","0.09174831956624985","0.09174831956624985"
"353","0.09175379574298859","0.09175379574298859","0.09175379574298859"
"354","0.0917632207274437","0.0917632207274437","0.0917632207274437"
"355","0.09175623953342438","0.09175623953342438","0.09175623953342438"
"356","0.09175857901573181","0.09175857901573181","0.09175857901573181"
"357","0.09175529330968857","0.09175529330968857","0.09175529330968857"
"358","0.09176509082317352","0.09176509082317352","0.09176509082317352"
"359","0.09175414592027664","0.09175414592027664","0.09175414592027664"
"360","0.09175900369882584","0.09175900369882584","0.09175900369882584"
"361","0.09175844490528107","0.09175844490528107","0.09175844490528107"
"362","0.0917477235198021","0.0917477235198021","0.0917477235198021"
"363","0.09175164997577667","0.09175164997577667","0.09175164997577667"
"364","0.0917511060833931","0.0917511060833931","0.0917511060833931"
"365","0.09175656735897064","0.09175656735897064","0.09175656735897064"
"366","0.09174317866563797","0.09174317866563797","0.09174317866563797"
"367","0.09174935519695282","0.09174935519695282","0.09174935519695282"
"368","0.09175430983304977","0.09175430983304977","0.09175430983304977"
"369","0.09175310283899307","0.09175310283899307","0.09175310283899307"
"370","0.09175311774015427","0.09175311774015427","0.09175311774015427"
"371","0.09176735579967499","0.09176735579967499","0.09176735579967499"
"372","0.0917593389749527","0.0917593389749527","0.0917593389749527"
"373","0.0917549803853035","0.0917549803853035","0.0917549803853035"
"374","0.09174545109272003","0.09174545109272003","0.09174545109272003"
"375","0.09173905104398727","0.09173905104398727","0.09173905104398727"
"376","0.09173626452684402","0.09173626452684402","0.09173626452684402"
"377","0.09172753244638443","0.09172753244638443","0.09172753244638443"
"378","0.09171191602945328","0.09171191602945328","0.09171191602945328"
"379","0.0917106419801712","0.0917106419801712","0.0917106419801712"
"380","0.09169039875268936","0.09169039875268936","0.09169039875268936"
"381","0.09169663488864899","0.09169663488864899","0.09169663488864899"
"382","0.09167373925447464","0.09167373925447464","0.09167373925447464"
"383","0.09167658537626266","0.09167658537626266","0.09167658537626266"
"384","0.09166064858436584","0.09166064858436584","0.09166064858436584"
"385","0.09166006743907928","0.09166006743907928","0.09166006743907928"
"386","0.09165187180042267","0.09165187180042267","0.09165187180042267"
"387","0.09163644909858704","0.09163644909858704","0.09163644909858704"
"388","0.09163428843021393","0.09163428843021393","0.09163428843021393"
"389","0.09163396805524826","0.09163396805524826","0.09163396805524826"
"390","0.09162332117557526","0.09162332117557526","0.09162332117557526"
"391","0.09161295741796494","0.09161295741796494","0.09161295741796494"
"392","0.09160405397415161","0.09160405397415161","0.09160405397415161"
"393","0.09159472584724426","0.09159472584724426","0.09159472584724426"
"394","0.0915931910276413","0.0915931910276413","0.0915931910276413"
"395","0.09159483015537262","0.09159483015537262","0.09159483015537262"
"396","0.0915786474943161","0.0915786474943161","0.0915786474943161"
"397","0.09157326817512512","0.09157326817512512","0.09157326817512512"
"398","0.09157779067754745","0.09157779067754745","0.09157779067754745"
"399","0.09156160801649094","0.09156160801649094","0.09156160801649094"
"400","0.091553695499897","0.091553695499897","0.091553695499897"
"401","0.09155657887458801","0.09155657887458801","0.09155657887458801"
"402","0.09154227375984192","0.09154227375984192","0.09154227375984192"
"403","0.09153279662132263","0.09153279662132263","0.09153279662132263"
"404","0.0915263369679451","0.0915263369679451","0.0915263369679451"
"405","0.09152042865753174","0.09152042865753174","0.09152042865753174"
"406","0.09150642156600952","0.09150642156600952","0.09150642156600952"
"407","0.09150196611881256","0.09150196611881256","0.09150196611881256"
"408","0.09149777144193649","0.09149777144193649","0.09149777144193649"
"409","0.09149667620658875","0.09149667620658875","0.09149667620658875"
"410","0.09148481488227844","0.09148481488227844","0.09148481488227844"
"411","0.0914701446890831","0.0914701446890831","0.0914701446890831"
"412","0.09147889912128448","0.09147889912128448","0.09147889912128448"
"413","0.09146639704704285","0.09146639704704285","0.09146639704704285"
"414","0.09146013855934143","0.09146013855934143","0.09146013855934143"
"415","0.09147597849369049","0.09147597849369049","0.09147597849369049"
"416","0.09145420789718628","0.09145420789718628","0.09145420789718628"
"417","0.09146582335233688","0.09146582335233688","0.09146582335233688"
"418","0.09145533293485641","0.09145533293485641","0.09145533293485641"
"419","0.09145240485668182","0.09145240485668182","0.09145240485668182"
"420","0.09144315868616104","0.09144315868616104","0.09144315868616104"
"421","0.0914413183927536","0.0914413183927536","0.0914413183927536"
"422","0.09144962579011917","0.09144962579011917","0.09144962579011917"
"423","0.09143782407045364","0.09143782407045364","0.09143782407045364"
"424","0.0914425179362297","0.0914425179362297","0.0914425179362297"
"425","0.09143228083848953","0.09143228083848953","0.09143228083848953"
"426","0.09143359214067459","0.09143359214067459","0.09143359214067459"
"427","0.0914410948753357","0.0914410948753357","0.0914410948753357"
"428","0.09142377227544785","0.09142377227544785","0.09142377227544785"
"429","0.09143014252185822","0.09143014252185822","0.09143014252185822"
"430","0.09142089635133743","0.09142089635133743","0.09142089635133743"
"431","0.09142296761274338","0.09142296761274338","0.09142296761274338"
"432","0.09141921997070312","0.09141921997070312","0.09141921997070312"
"433","0.09141207486391068","0.09141207486391068","0.09141207486391068"
"434","0.09141979366540909","0.09141979366540909","0.09141979366540909"
"435","0.0914195328950882","0.0914195328950882","0.0914195328950882"
"436","0.09142204374074936","0.09142204374074936","0.09142204374074936"
"437","0.09142348915338516","0.09142348915338516","0.09142348915338516"
"438","0.09141717106103897","0.09141717106103897","0.09141717106103897"
"439","0.09141291677951813","0.09141291677951813","0.09141291677951813"
"440","0.09141489863395691","0.09141489863395691","0.09141489863395691"
"441","0.09142646938562393","0.09142646938562393","0.09142646938562393"
"442","0.09142320603132248","0.09142320603132248","0.09142320603132248"
"443","0.091411292552948","0.091411292552948","0.091411292552948"
