"Step","Eswimmer_Mnull_DS1000_W0.009_lr0.01 - validation.prediction_error","Eswimmer_Mnull_DS1000_W0.009_lr0.01 - validation.prediction_error__MIN","Eswimmer_Mnull_DS1000_W0.009_lr0.01 - validation.prediction_error__MAX"
"182","0.16658149659633636","0.16658149659633636","0.16658149659633636"
"183","0.16650234162807465","0.16650234162807465","0.16650234162807465"
"184","0.16679008305072784","0.16679008305072784","0.16679008305072784"
"185","0.16665974259376526","0.16665974259376526","0.16665974259376526"
"186","0.1667214184999466","0.1667214184999466","0.1667214184999466"
"187","0.1667339950799942","0.1667339950799942","0.1667339950799942"
"188","0.1667402982711792","0.1667402982711792","0.1667402982711792"
"189","0.16686008870601654","0.16686008870601654","0.16686008870601654"
"190","0.1669343113899231","0.1669343113899231","0.1669343113899231"
"191","0.16698434948921204","0.16698434948921204","0.16698434948921204"
"192","0.1668216735124588","0.1668216735124588","0.1668216735124588"
"193","0.16682225465774536","0.16682225465774536","0.16682225465774536"
"194","0.16711479425430298","0.16711479425430298","0.16711479425430298"
"195","0.166950523853302","0.166950523853302","0.166950523853302"
"196","0.16705459356307983","0.16705459356307983","0.16705459356307983"
"197","0.16710425913333893","0.16710425913333893","0.16710425913333893"
"198","0.16720111668109894","0.16720111668109894","0.16720111668109894"
"199","0.1673690229654312","0.1673690229654312","0.1673690229654312"
"200","0.1673887073993683","0.1673887073993683","0.1673887073993683"
"201","0.16738565266132355","0.16738565266132355","0.16738565266132355"
"202","0.16732481122016907","0.16732481122016907","0.16732481122016907"
"203","0.16728664934635162","0.16728664934635162","0.16728664934635162"
"204","0.1674286276102066","0.1674286276102066","0.1674286276102066"
"205","0.16750755906105042","0.16750755906105042","0.16750755906105042"
"206","0.16739389300346375","0.16739389300346375","0.16739389300346375"
"207","0.1673768162727356","0.1673768162727356","0.1673768162727356"
"208","0.16743361949920654","0.16743361949920654","0.16743361949920654"
"209","0.16753631830215454","0.16753631830215454","0.16753631830215454"
"210","0.16739164292812347","0.16739164292812347","0.16739164292812347"
"211","0.1675533652305603","0.1675533652305603","0.1675533652305603"
"212","0.16773320734500885","0.16773320734500885","0.16773320734500885"
"213","0.16745834052562714","0.16745834052562714","0.16745834052562714"
"214","0.16771022975444794","0.16771022975444794","0.16771022975444794"
"215","0.1675974428653717","0.1675974428653717","0.1675974428653717"
"216","0.16766422986984253","0.16766422986984253","0.16766422986984253"
"217","0.16777625679969788","0.16777625679969788","0.16777625679969788"
"218","0.16788607835769653","0.16788607835769653","0.16788607835769653"
"219","0.1679563969373703","0.1679563969373703","0.1679563969373703"
"220","0.16783428192138672","0.16783428192138672","0.16783428192138672"
"221","0.1678457260131836","0.1678457260131836","0.1678457260131836"
"222","0.16791664063930511","0.16791664063930511","0.16791664063930511"
"223","0.16801002621650696","0.16801002621650696","0.16801002621650696"
"224","0.1680620163679123","0.1680620163679123","0.1680620163679123"
"225","0.1679624617099762","0.1679624617099762","0.1679624617099762"
"226","0.16819660365581512","0.16819660365581512","0.16819660365581512"
"227","0.16804879903793335","0.16804879903793335","0.16804879903793335"
"228","0.16829614341259003","0.16829614341259003","0.16829614341259003"
"229","0.16827870905399323","0.16827870905399323","0.16827870905399323"
"230","0.16822631657123566","0.16822631657123566","0.16822631657123566"
"231","0.16826117038726807","0.16826117038726807","0.16826117038726807"
"232","0.16831159591674805","0.16831159591674805","0.16831159591674805"
"233","0.1683579832315445","0.1683579832315445","0.1683579832315445"
"234","0.16837862133979797","0.16837862133979797","0.16837862133979797"
"235","0.16838310658931732","0.16838310658931732","0.16838310658931732"
"236","0.16851404309272766","0.16851404309272766","0.16851404309272766"
"237","0.16838930547237396","0.16838930547237396","0.16838930547237396"
"238","0.16842880845069885","0.16842880845069885","0.16842880845069885"
"239","0.16854606568813324","0.16854606568813324","0.16854606568813324"
"240","0.16846255958080292","0.16846255958080292","0.16846255958080292"
"241","0.16848386824131012","0.16848386824131012","0.16848386824131012"
"242","0.16869449615478516","0.16869449615478516","0.16869449615478516"
"243","0.16863393783569336","0.16863393783569336","0.16863393783569336"
"244","0.16869530081748962","0.16869530081748962","0.16869530081748962"
"245","0.168772354722023","0.168772354722023","0.168772354722023"
"246","0.1686083823442459","0.1686083823442459","0.1686083823442459"
"247","0.16893693804740906","0.16893693804740906","0.16893693804740906"
"248","0.1687995344400406","0.1687995344400406","0.1687995344400406"
"249","0.16887453198432922","0.16887453198432922","0.16887453198432922"
"250","0.16902603209018707","0.16902603209018707","0.16902603209018707"
"251","0.16879300773143768","0.16879300773143768","0.16879300773143768"
"252","0.16883616149425507","0.16883616149425507","0.16883616149425507"
"253","0.16901759803295135","0.16901759803295135","0.16901759803295135"
"254","0.1689460426568985","0.1689460426568985","0.1689460426568985"
"255","0.16906742751598358","0.16906742751598358","0.16906742751598358"
"256","0.1690494418144226","0.1690494418144226","0.1690494418144226"
"257","0.16908960044384003","0.16908960044384003","0.16908960044384003"
"258","0.16913089156150818","0.16913089156150818","0.16913089156150818"
"259","0.1691579967737198","0.1691579967737198","0.1691579967737198"
"260","0.16911724209785461","0.16911724209785461","0.16911724209785461"
"261","0.1692115068435669","0.1692115068435669","0.1692115068435669"
"262","0.16918310523033142","0.16918310523033142","0.16918310523033142"
"263","0.16930805146694183","0.16930805146694183","0.16930805146694183"
"264","0.16928981244564056","0.16928981244564056","0.16928981244564056"
"265","0.16934233903884888","0.16934233903884888","0.16934233903884888"
"266","0.1693146675825119","0.1693146675825119","0.1693146675825119"
"267","0.16935530304908752","0.16935530304908752","0.16935530304908752"
"268","0.16949884593486786","0.16949884593486786","0.16949884593486786"
"269","0.16944362223148346","0.16944362223148346","0.16944362223148346"
"270","0.16945591568946838","0.16945591568946838","0.16945591568946838"
"271","0.1695265918970108","0.1695265918970108","0.1695265918970108"
"272","0.16954761743545532","0.16954761743545532","0.16954761743545532"
"273","0.1695365160703659","0.1695365160703659","0.1695365160703659"
"274","0.16959978640079498","0.16959978640079498","0.16959978640079498"
"275","0.1695852279663086","0.1695852279663086","0.1695852279663086"
"276","0.1696256697177887","0.1696256697177887","0.1696256697177887"
"277","0.16963979601860046","0.16963979601860046","0.16963979601860046"
"278","0.16975337266921997","0.16975337266921997","0.16975337266921997"
"279","0.16954028606414795","0.16954028606414795","0.16954028606414795"
"280","0.1697702556848526","0.1697702556848526","0.1697702556848526"
"281","0.16966433823108673","0.16966433823108673","0.16966433823108673"
"282","0.16974155604839325","0.16974155604839325","0.16974155604839325"
"283","0.16984055936336517","0.16984055936336517","0.16984055936336517"
"284","0.16981588304042816","0.16981588304042816","0.16981588304042816"
"285","0.16985370218753815","0.16985370218753815","0.16985370218753815"
"286","0.1698673963546753","0.1698673963546753","0.1698673963546753"
"287","0.16990210115909576","0.16990210115909576","0.16990210115909576"
"288","0.16998647153377533","0.16998647153377533","0.16998647153377533"
"289","0.17000102996826172","0.17000102996826172","0.17000102996826172"
"290","0.16988550126552582","0.16988550126552582","0.16988550126552582"
"291","0.16991950571537018","0.16991950571537018","0.16991950571537018"
"292","0.16992975771427155","0.16992975771427155","0.16992975771427155"
"293","0.17009387910366058","0.17009387910366058","0.17009387910366058"
"294","0.1699443757534027","0.1699443757534027","0.1699443757534027"
"295","0.17008104920387268","0.17008104920387268","0.17008104920387268"
"296","0.17004689574241638","0.17004689574241638","0.17004689574241638"
"297","0.1701364368200302","0.1701364368200302","0.1701364368200302"
"298","0.1700114607810974","0.1700114607810974","0.1700114607810974"
"299","0.17016662657260895","0.17016662657260895","0.17016662657260895"
"300","0.1701986938714981","0.1701986938714981","0.1701986938714981"
"301","0.17031292617321014","0.17031292617321014","0.17031292617321014"
"302","0.17029620707035065","0.17029620707035065","0.17029620707035065"
"303","0.1702878773212433","0.1702878773212433","0.1702878773212433"
"304","0.17031900584697723","0.17031900584697723","0.17031900584697723"
"305","0.17035286128520966","0.17035286128520966","0.17035286128520966"
"306","0.17031915485858917","0.17031915485858917","0.17031915485858917"
"307","0.17029039561748505","0.17029039561748505","0.17029039561748505"
"308","0.17047849297523499","0.17047849297523499","0.17047849297523499"
"309","0.17046810686588287","0.17046810686588287","0.17046810686588287"
"310","0.17040424048900604","0.17040424048900604","0.17040424048900604"
"311","0.17039966583251953","0.17039966583251953","0.17039966583251953"
"312","0.17050322890281677","0.17050322890281677","0.17050322890281677"
"313","0.17047227919101715","0.17047227919101715","0.17047227919101715"
"314","0.17052105069160461","0.17052105069160461","0.17052105069160461"
"315","0.17060397565364838","0.17060397565364838","0.17060397565364838"
"316","0.1705855131149292","0.1705855131149292","0.1705855131149292"
"317","0.17053626477718353","0.17053626477718353","0.17053626477718353"
"318","0.17050227522850037","0.17050227522850037","0.17050227522850037"
"319","0.17051838338375092","0.17051838338375092","0.17051838338375092"
"320","0.17058828473091125","0.17058828473091125","0.17058828473091125"
"321","0.17055363953113556","0.17055363953113556","0.17055363953113556"
"322","0.17065931856632233","0.17065931856632233","0.17065931856632233"
"323","0.17055469751358032","0.17055469751358032","0.17055469751358032"
"324","0.17060640454292297","0.17060640454292297","0.17060640454292297"
"325","0.1705906093120575","0.1705906093120575","0.1705906093120575"
"326","0.1705905795097351","0.1705905795097351","0.1705905795097351"
"327","0.17056526243686676","0.17056526243686676","0.17056526243686676"
"328","0.1706485152244568","0.1706485152244568","0.1706485152244568"
"329","0.17066848278045654","0.17066848278045654","0.17066848278045654"
"330","0.17066988348960876","0.17066988348960876","0.17066988348960876"
"331","0.17085298895835876","0.17085298895835876","0.17085298895835876"
"332","0.17070797085762024","0.17070797085762024","0.17070797085762024"
"333","0.17064505815505981","0.17064505815505981","0.17064505815505981"
"334","0.17079685628414154","0.17079685628414154","0.17079685628414154"
"335","0.17090481519699097","0.17090481519699097","0.17090481519699097"
"336","0.17085318267345428","0.17085318267345428","0.17085318267345428"
"337","0.17091350257396698","0.17091350257396698","0.17091350257396698"
"338","0.1708070933818817","0.1708070933818817","0.1708070933818817"
"339","0.1708676964044571","0.1708676964044571","0.1708676964044571"
"340","0.17086681723594666","0.17086681723594666","0.17086681723594666"
"341","0.17086881399154663","0.17086881399154663","0.17086881399154663"
"342","0.170974001288414","0.170974001288414","0.170974001288414"
"343","0.17102457582950592","0.17102457582950592","0.17102457582950592"
"344","0.17100170254707336","0.17100170254707336","0.17100170254707336"
"345","0.170989990234375","0.170989990234375","0.170989990234375"
"346","0.1709538698196411","0.1709538698196411","0.1709538698196411"
"347","0.17107753455638885","0.17107753455638885","0.17107753455638885"
"348","0.17098425328731537","0.17098425328731537","0.17098425328731537"
"349","0.17113620042800903","0.17113620042800903","0.17113620042800903"
"350","0.17107859253883362","0.17107859253883362","0.17107859253883362"
"351","0.17118145525455475","0.17118145525455475","0.17118145525455475"
"352","0.17122173309326172","0.17122173309326172","0.17122173309326172"
"353","0.17122747004032135","0.17122747004032135","0.17122747004032135"
"354","0.17107799649238586","0.17107799649238586","0.17107799649238586"
"355","0.17123860120773315","0.17123860120773315","0.17123860120773315"
"356","0.17125652730464935","0.17125652730464935","0.17125652730464935"
"357","0.17132827639579773","0.17132827639579773","0.17132827639579773"
"358","0.17121681571006775","0.17121681571006775","0.17121681571006775"
"359","0.17125338315963745","0.17125338315963745","0.17125338315963745"
"360","0.17127184569835663","0.17127184569835663","0.17127184569835663"
"361","0.17121770977973938","0.17121770977973938","0.17121770977973938"
"362","0.1713540405035019","0.1713540405035019","0.1713540405035019"
"363","0.1712464839220047","0.1712464839220047","0.1712464839220047"
"364","0.1713113635778427","0.1713113635778427","0.1713113635778427"
"365","0.17127825319766998","0.17127825319766998","0.17127825319766998"
"366","0.17141015827655792","0.17141015827655792","0.17141015827655792"
"367","0.1713433712720871","0.1713433712720871","0.1713433712720871"
"368","0.17132608592510223","0.17132608592510223","0.17132608592510223"
"369","0.17139245569705963","0.17139245569705963","0.17139245569705963"
"370","0.17134055495262146","0.17134055495262146","0.17134055495262146"
"371","0.17125549912452698","0.17125549912452698","0.17125549912452698"
"372","0.1712987720966339","0.1712987720966339","0.1712987720966339"
"373","0.17129920423030853","0.17129920423030853","0.17129920423030853"
"374","0.17132440209388733","0.17132440209388733","0.17132440209388733"
"375","0.17137077450752258","0.17137077450752258","0.17137077450752258"
"376","0.17130379378795624","0.17130379378795624","0.17130379378795624"
"377","0.17135170102119446","0.17135170102119446","0.17135170102119446"
"378","0.1713780164718628","0.1713780164718628","0.1713780164718628"
"379","0.1713467389345169","0.1713467389345169","0.1713467389345169"
"380","0.17141513526439667","0.17141513526439667","0.17141513526439667"
"381","0.1712646484375","0.1712646484375","0.1712646484375"
"382","0.1714705228805542","0.1714705228805542","0.1714705228805542"
"383","0.17149698734283447","0.17149698734283447","0.17149698734283447"
"384","0.17147989571094513","0.17147989571094513","0.17147989571094513"
"385","0.17142564058303833","0.17142564058303833","0.17142564058303833"
"386","0.1716480404138565","0.1716480404138565","0.1716480404138565"
"387","0.17143213748931885","0.17143213748931885","0.17143213748931885"
"388","0.17147964239120483","0.17147964239120483","0.17147964239120483"
"389","0.17140252888202667","0.17140252888202667","0.17140252888202667"
"390","0.1714540272951126","0.1714540272951126","0.1714540272951126"
"391","0.17145240306854248","0.17145240306854248","0.17145240306854248"
"392","0.17147791385650635","0.17147791385650635","0.17147791385650635"
"393","0.1714933216571808","0.1714933216571808","0.1714933216571808"
"394","0.17145825922489166","0.17145825922489166","0.17145825922489166"
"395","0.17138521373271942","0.17138521373271942","0.17138521373271942"
"396","0.17145904898643494","0.17145904898643494","0.17145904898643494"
"397","0.17154182493686676","0.17154182493686676","0.17154182493686676"
"398","0.17139585316181183","0.17139585316181183","0.17139585316181183"
"399","0.1715136468410492","0.1715136468410492","0.1715136468410492"
"400","0.1716022491455078","0.1716022491455078","0.1716022491455078"
"401","0.17143873870372772","0.17143873870372772","0.17143873870372772"
"402","0.17156241834163666","0.17156241834163666","0.17156241834163666"
"403","0.17161191999912262","0.17161191999912262","0.17161191999912262"
"404","0.17153623700141907","0.17153623700141907","0.17153623700141907"
"405","0.17163310945034027","0.17163310945034027","0.17163310945034027"
"406","0.17168766260147095","0.17168766260147095","0.17168766260147095"
"407","0.17149671912193298","0.17149671912193298","0.17149671912193298"
"408","0.1716330498456955","0.1716330498456955","0.1716330498456955"
"409","0.1716322898864746","0.1716322898864746","0.1716322898864746"
"410","0.1716810017824173","0.1716810017824173","0.1716810017824173"
"411","0.17163710296154022","0.17163710296154022","0.17163710296154022"
"412","0.17165672779083252","0.17165672779083252","0.17165672779083252"
"413","0.17172539234161377","0.17172539234161377","0.17172539234161377"
"414","0.17164377868175507","0.17164377868175507","0.17164377868175507"
"415","0.1715170294046402","0.1715170294046402","0.1715170294046402"
"416","0.17171254754066467","0.17171254754066467","0.17171254754066467"
"417","0.17164897918701172","0.17164897918701172","0.17164897918701172"
"418","0.17180250585079193","0.17180250585079193","0.17180250585079193"
"419","0.17171955108642578","0.17171955108642578","0.17171955108642578"
"420","0.17163850367069244","0.17163850367069244","0.17163850367069244"
"421","0.17179714143276215","0.17179714143276215","0.17179714143276215"
"422","0.1717977672815323","0.1717977672815323","0.1717977672815323"
"423","0.17189572751522064","0.17189572751522064","0.17189572751522064"
"424","0.17178678512573242","0.17178678512573242","0.17178678512573242"
"425","0.1718563586473465","0.1718563586473465","0.1718563586473465"
"426","0.17182648181915283","0.17182648181915283","0.17182648181915283"
"427","0.1718152016401291","0.1718152016401291","0.1718152016401291"
"428","0.17191730439662933","0.17191730439662933","0.17191730439662933"
"429","0.171875461935997","0.171875461935997","0.171875461935997"
"430","0.1718892604112625","0.1718892604112625","0.1718892604112625"
"431","0.17187853157520294","0.17187853157520294","0.17187853157520294"
"432","0.17183516919612885","0.17183516919612885","0.17183516919612885"
"433","0.17205530405044556","0.17205530405044556","0.17205530405044556"
"434","0.17194439470767975","0.17194439470767975","0.17194439470767975"
"435","0.1719471514225006","0.1719471514225006","0.1719471514225006"
"436","0.17196494340896606","0.17196494340896606","0.17196494340896606"
"437","0.17196565866470337","0.17196565866470337","0.17196565866470337"
"438","0.17206785082817078","0.17206785082817078","0.17206785082817078"
"439","0.17207103967666626","0.17207103967666626","0.17207103967666626"
"440","0.1720924824476242","0.1720924824476242","0.1720924824476242"
"441","0.17203867435455322","0.17203867435455322","0.17203867435455322"
"442","0.17209801077842712","0.17209801077842712","0.17209801077842712"
"443","0.17224493622779846","0.17224493622779846","0.17224493622779846"
