"Step","Eswimmer_Mnull_DS1000_W5e-05_lr0.01 - train.NRC1","Eswimmer_Mnull_DS1000_W5e-05_lr0.01 - train.NRC1__MIN","Eswimmer_Mnull_DS1000_W5e-05_lr0.01 - train.NRC1__MAX"
"145","4.383587180776755","4.383587180776755","4.383587180776755"
"146","4.377806336554","4.377806336554","4.377806336554"
"147","4.369459936130385","4.369459936130385","4.369459936130385"
"148","4.381582036014239","4.381582036014239","4.381582036014239"
"149","4.375952911433066","4.375952911433066","4.375952911433066"
"150","4.380592259623168","4.380592259623168","4.380592259623168"
"151","4.353527969227231","4.353527969227231","4.353527969227231"
"152","4.3859515173456165","4.3859515173456165","4.3859515173456165"
"153","4.369126084387302","4.369126084387302","4.369126084387302"
"154","4.394843687895278","4.394843687895278","4.394843687895278"
"155","4.392047168616205","4.392047168616205","4.392047168616205"
"156","4.385004695797397","4.385004695797397","4.385004695797397"
"157","4.373246162408032","4.373246162408032","4.373246162408032"
"158","4.397856630747265","4.397856630747265","4.397856630747265"
"159","4.3954587380882","4.3954587380882","4.3954587380882"
"160","4.393995029758895","4.393995029758895","4.393995029758895"
"161","4.394158888235689","4.394158888235689","4.394158888235689"
"162","4.386552807139757","4.386552807139757","4.386552807139757"
"163","4.3824830317218435","4.3824830317218435","4.3824830317218435"
"164","4.397551040140039","4.397551040140039","4.397551040140039"
"165","4.384230742587301","4.384230742587301","4.384230742587301"
"166","4.379380440803303","4.379380440803303","4.379380440803303"
"167","4.406561310226621","4.406561310226621","4.406561310226621"
"168","4.393321421452798","4.393321421452798","4.393321421452798"
"169","4.386484086220211","4.386484086220211","4.386484086220211"
"170","4.387317869022722","4.387317869022722","4.387317869022722"
"171","4.402500485349971","4.402500485349971","4.402500485349971"
"172","4.374341073738469","4.374341073738469","4.374341073738469"
"173","4.373759794989659","4.373759794989659","4.373759794989659"
"174","4.391222036812454","4.391222036812454","4.391222036812454"
"175","4.394675770485832","4.394675770485832","4.394675770485832"
"176","4.411677979792526","4.411677979792526","4.411677979792526"
"177","4.389174710037245","4.389174710037245","4.389174710037245"
"178","4.398251283333229","4.398251283333229","4.398251283333229"
"179","4.3760003526067015","4.3760003526067015","4.3760003526067015"
"180","4.38701870874525","4.38701870874525","4.38701870874525"
"181","4.3792370533352365","4.3792370533352365","4.3792370533352365"
"182","4.384981455998728","4.384981455998728","4.384981455998728"
"183","4.403072533164173","4.403072533164173","4.403072533164173"
"184","4.382006260122231","4.382006260122231","4.382006260122231"
"185","4.379838892542815","4.379838892542815","4.379838892542815"
"186","4.391693242294947","4.391693242294947","4.391693242294947"
"187","4.385742338794808","4.385742338794808","4.385742338794808"
"188","4.383652848185099","4.383652848185099","4.383652848185099"
"189","4.393522689396108","4.393522689396108","4.393522689396108"
"190","4.3801630546189845","4.3801630546189845","4.3801630546189845"
"191","4.345402906749456","4.345402906749456","4.345402906749456"
"192","4.385882801136235","4.385882801136235","4.385882801136235"
"193","4.384314601058374","4.384314601058374","4.384314601058374"
"194","4.376586827501887","4.376586827501887","4.376586827501887"
"195","4.37995704368595","4.37995704368595","4.37995704368595"
"196","4.384045852647163","4.384045852647163","4.384045852647163"
"197","4.362950615922513","4.362950615922513","4.362950615922513"
"198","4.384017563819885","4.384017563819885","4.384017563819885"
"199","4.354107902043557","4.354107902043557","4.354107902043557"
"200","4.366105860679003","4.366105860679003","4.366105860679003"
"201","4.358921021752991","4.358921021752991","4.358921021752991"
"202","4.381377001723507","4.381377001723507","4.381377001723507"
"203","4.367125258505345","4.367125258505345","4.367125258505345"
"204","4.380861912109889","4.380861912109889","4.380861912109889"
"205","4.372318874665129","4.372318874665129","4.372318874665129"
"206","4.370181139772991","4.370181139772991","4.370181139772991"
"207","4.390451579310232","4.390451579310232","4.390451579310232"
"208","4.375350329968205","4.375350329968205","4.375350329968205"
"209","4.3614751996338015","4.3614751996338015","4.3614751996338015"
"210","4.387194565240294","4.387194565240294","4.387194565240294"
"211","4.378214223515475","4.378214223515475","4.378214223515475"
"212","4.362431571498513","4.362431571498513","4.362431571498513"
"213","4.383371997177659","4.383371997177659","4.383371997177659"
"214","4.368717612444947","4.368717612444947","4.368717612444947"
"215","4.368293023580918","4.368293023580918","4.368293023580918"
"216","4.373411651734263","4.373411651734263","4.373411651734263"
"217","4.351421003789641","4.351421003789641","4.351421003789641"
"218","4.346340413556026","4.346340413556026","4.346340413556026"
"219","4.359042920144799","4.359042920144799","4.359042920144799"
"220","4.352959149041213","4.352959149041213","4.352959149041213"
"221","4.373874836676347","4.373874836676347","4.373874836676347"
"222","4.357928771810199","4.357928771810199","4.357928771810199"
"223","4.3697494191138535","4.3697494191138535","4.3697494191138535"
"224","4.353722282691161","4.353722282691161","4.353722282691161"
"225","4.359478141531872","4.359478141531872","4.359478141531872"
"226","4.357330454357958","4.357330454357958","4.357330454357958"
"227","4.37148954499053","4.37148954499053","4.37148954499053"
"228","4.353185665901343","4.353185665901343","4.353185665901343"
"229","4.365419271052815","4.365419271052815","4.365419271052815"
"230","4.360951204719546","4.360951204719546","4.360951204719546"
"231","4.368519939052931","4.368519939052931","4.368519939052931"
"232","4.364011981502175","4.364011981502175","4.364011981502175"
"233","4.339372891646112","4.339372891646112","4.339372891646112"
"234","4.364658137144579","4.364658137144579","4.364658137144579"
"235","4.353325605928898","4.353325605928898","4.353325605928898"
"236","4.350733556868566","4.350733556868566","4.350733556868566"
"237","4.347752900123655","4.347752900123655","4.347752900123655"
"238","4.352971229791641","4.352971229791641","4.352971229791641"
"239","4.342913773813285","4.342913773813285","4.342913773813285"
"240","4.34789677737304","4.34789677737304","4.34789677737304"
"241","4.3309156115204095","4.3309156115204095","4.3309156115204095"
"242","4.336843282256799","4.336843282256799","4.336843282256799"
"243","4.323611303579586","4.323611303579586","4.323611303579586"
"244","4.337434161932266","4.337434161932266","4.337434161932266"
"245","4.337626105997711","4.337626105997711","4.337626105997711"
"246","4.345178604125977","4.345178604125977","4.345178604125977"
"247","4.332836813633389","4.332836813633389","4.332836813633389"
"248","4.348328423404658","4.348328423404658","4.348328423404658"
"249","4.33087946125213","4.33087946125213","4.33087946125213"
"250","4.332304498557991","4.332304498557991","4.332304498557991"
"251","4.343727314975636","4.343727314975636","4.343727314975636"
"252","4.332557595233025","4.332557595233025","4.332557595233025"
"253","4.321174560720334","4.321174560720334","4.321174560720334"
"254","4.317878176471277","4.317878176471277","4.317878176471277"
"255","4.324343764812278","4.324343764812278","4.324343764812278"
"256","4.319648059108294","4.319648059108294","4.319648059108294"
"257","4.318539959822374","4.318539959822374","4.318539959822374"
"258","4.303382822295884","4.303382822295884","4.303382822295884"
"259","4.310320400113473","4.310320400113473","4.310320400113473"
"260","4.329349238280207","4.329349238280207","4.329349238280207"
"261","4.296430828655372","4.296430828655372","4.296430828655372"
"262","4.318707419103244","4.318707419103244","4.318707419103244"
"263","4.2916823323583815","4.2916823323583815","4.2916823323583815"
"264","4.316568797051499","4.316568797051499","4.316568797051499"
"265","4.313767231872538","4.313767231872538","4.313767231872538"
"266","4.2995939493179325","4.2995939493179325","4.2995939493179325"
"267","4.291630352405424","4.291630352405424","4.291630352405424"
"268","4.280248336215096","4.280248336215096","4.280248336215096"
"269","4.295819746293652","4.295819746293652","4.295819746293652"
"270","4.303138586832444","4.303138586832444","4.303138586832444"
"271","4.28095415281714","4.28095415281714","4.28095415281714"
"272","4.2932498757197175","4.2932498757197175","4.2932498757197175"
"273","4.279359908656275","4.279359908656275","4.279359908656275"
"274","4.28473780226201","4.28473780226201","4.28473780226201"
"275","4.283885861031944","4.283885861031944","4.283885861031944"
"276","4.286912484058179","4.286912484058179","4.286912484058179"
"277","4.294038754191482","4.294038754191482","4.294038754191482"
"278","4.276402808172861","4.276402808172861","4.276402808172861"
"279","4.2906797745565415","4.2906797745565415","4.2906797745565415"
"280","4.268350071051158","4.268350071051158","4.268350071051158"
"281","4.264958306223212","4.264958306223212","4.264958306223212"
"282","4.279475698482769","4.279475698482769","4.279475698482769"
"283","4.2684597303739285","4.2684597303739285","4.2684597303739285"
"284","4.268450758194609","4.268450758194609","4.268450758194609"
"285","4.261415486950951","4.261415486950951","4.261415486950951"
"286","4.252091247844568","4.252091247844568","4.252091247844568"
"287","4.25499613728025","4.25499613728025","4.25499613728025"
"288","4.24594638389122","4.24594638389122","4.24594638389122"
"289","4.250877439298259","4.250877439298259","4.250877439298259"
"290","4.269072851631849","4.269072851631849","4.269072851631849"
"291","4.267374165135494","4.267374165135494","4.267374165135494"
"292","4.269918333320005","4.269918333320005","4.269918333320005"
"293","4.2407936170301985","4.2407936170301985","4.2407936170301985"
"294","4.262422589793801","4.262422589793801","4.262422589793801"
"295","4.250636688033177","4.250636688033177","4.250636688033177"
"296","4.263324202171585","4.263324202171585","4.263324202171585"
"297","4.23887107705907","4.23887107705907","4.23887107705907"
"298","4.268905360478035","4.268905360478035","4.268905360478035"
"299","4.248591572132951","4.248591572132951","4.248591572132951"
"300","4.24536475186143","4.24536475186143","4.24536475186143"
"301","4.246626496480836","4.246626496480836","4.246626496480836"
"302","4.229417734412069","4.229417734412069","4.229417734412069"
"303","4.246100498199463","4.246100498199463","4.246100498199463"
"304","4.222758781188167","4.222758781188167","4.222758781188167"
"305","4.240471672978311","4.240471672978311","4.240471672978311"
"306","4.234487131331116","4.234487131331116","4.234487131331116"
"307","4.246281461796025","4.246281461796025","4.246281461796025"
"308","4.227891653661208","4.227891653661208","4.227891653661208"
"309","4.239066788589175","4.239066788589175","4.239066788589175"
"310","4.230875607021386","4.230875607021386","4.230875607021386"
"311","4.242617203608155","4.242617203608155","4.242617203608155"
"312","4.24375627451227","4.24375627451227","4.24375627451227"
"313","4.246429616182635","4.246429616182635","4.246429616182635"
"314","4.218775640102336","4.218775640102336","4.218775640102336"
"315","4.224060797440412","4.224060797440412","4.224060797440412"
"316","4.240020574403519","4.240020574403519","4.240020574403519"
"317","4.2312954494627775","4.2312954494627775","4.2312954494627775"
"318","4.215705800592899","4.215705800592899","4.215705800592899"
"319","4.228951347617491","4.228951347617491","4.228951347617491"
"320","4.204419045779854","4.204419045779854","4.204419045779854"
"321","4.221202178305248","4.221202178305248","4.221202178305248"
"322","4.219602250010706","4.219602250010706","4.219602250010706"
"323","4.223558014903451","4.223558014903451","4.223558014903451"
"324","4.198662694022991","4.198662694022991","4.198662694022991"
"325","4.199919457665237","4.199919457665237","4.199919457665237"
"326","4.208054896798218","4.208054896798218","4.208054896798218"
"327","4.217739023194648","4.217739023194648","4.217739023194648"
"328","4.209806088847632","4.209806088847632","4.209806088847632"
"329","4.206147709849814","4.206147709849814","4.206147709849814"
"330","4.209414043603523","4.209414043603523","4.209414043603523"
"331","4.197892512487305","4.197892512487305","4.197892512487305"
"332","4.199817604356445","4.199817604356445","4.199817604356445"
"333","4.207492691936205","4.207492691936205","4.207492691936205"
"334","4.189747154005104","4.189747154005104","4.189747154005104"
"335","4.198722017738968","4.198722017738968","4.198722017738968"
"336","4.197948864838342","4.197948864838342","4.197948864838342"
"337","4.178307821903378","4.178307821903378","4.178307821903378"
"338","4.20066905689711","4.20066905689711","4.20066905689711"
"339","4.184297949707194","4.184297949707194","4.184297949707194"
"340","4.185187313073315","4.185187313073315","4.185187313073315"
"341","4.187087767883262","4.187087767883262","4.187087767883262"
"342","4.185398563100258","4.185398563100258","4.185398563100258"
"343","4.1782229983361905","4.1782229983361905","4.1782229983361905"
"344","4.176102688984014","4.176102688984014","4.176102688984014"
"345","4.182053739226015","4.182053739226015","4.182053739226015"
"346","4.17894303970132","4.17894303970132","4.17894303970132"
"347","4.176995125708694","4.176995125708694","4.176995125708694"
"348","4.1707441583275795","4.1707441583275795","4.1707441583275795"
"349","4.157674768458179","4.157674768458179","4.157674768458179"
"350","4.172027290007333","4.172027290007333","4.172027290007333"
"351","4.151877759181021","4.151877759181021","4.151877759181021"
"352","4.1626389765903005","4.1626389765903005","4.1626389765903005"
"353","4.15960242693522","4.15960242693522","4.15960242693522"
"354","4.167183565825456","4.167183565825456","4.167183565825456"
"355","4.143462876375997","4.143462876375997","4.143462876375997"
"356","4.137602173269319","4.137602173269319","4.137602173269319"
"357","4.150046257587382","4.150046257587382","4.150046257587382"
"358","4.1454117986673955","4.1454117986673955","4.1454117986673955"
"359","4.134912293497473","4.134912293497473","4.134912293497473"
"360","4.125113072030304","4.125113072030304","4.125113072030304"
"361","4.12178949049121","4.12178949049121","4.12178949049121"
"362","4.129549866160902","4.129549866160902","4.129549866160902"
"363","4.134333411516854","4.134333411516854","4.134333411516854"
"364","4.138634785509726","4.138634785509726","4.138634785509726"
"365","4.131055153393187","4.131055153393187","4.131055153393187"
"366","4.123249271431996","4.123249271431996","4.123249271431996"
"367","4.120710006689711","4.120710006689711","4.120710006689711"
"368","4.114036413447989","4.114036413447989","4.114036413447989"
"369","4.112612513266737","4.112612513266737","4.112612513266737"
"370","4.103049905911088","4.103049905911088","4.103049905911088"
"371","4.104931621521304","4.104931621521304","4.104931621521304"
"372","4.11249802478269","4.11249802478269","4.11249802478269"
"373","4.103629526093661","4.103629526093661","4.103629526093661"
"374","4.108730579607421","4.108730579607421","4.108730579607421"
"375","4.096600607953093","4.096600607953093","4.096600607953093"
"376","4.114975050106644","4.114975050106644","4.114975050106644"
"377","4.076772130206242","4.076772130206242","4.076772130206242"
"378","4.088796138995327","4.088796138995327","4.088796138995327"
"379","4.100504167259263","4.100504167259263","4.100504167259263"
"380","4.07800515915273","4.07800515915273","4.07800515915273"
"381","4.101023023395101","4.101023023395101","4.101023023395101"
"382","4.087659523587733","4.087659523587733","4.087659523587733"
"383","4.07136235632241","4.07136235632241","4.07136235632241"
"384","4.071551727815546","4.071551727815546","4.071551727815546"
"385","4.067496538484134","4.067496538484134","4.067496538484134"
"386","4.076354180091425","4.076354180091425","4.076354180091425"
"387","4.047631920584477","4.047631920584477","4.047631920584477"
"388","4.070286089406596","4.070286089406596","4.070286089406596"
"389","4.072859436259736","4.072859436259736","4.072859436259736"
"390","4.064434098154539","4.064434098154539","4.064434098154539"
"391","4.0533066579024455","4.0533066579024455","4.0533066579024455"
"392","4.056832851819942","4.056832851819942","4.056832851819942"
"393","4.069656264230856","4.069656264230856","4.069656264230856"
"394","4.043581871553382","4.043581871553382","4.043581871553382"
"395","4.068762229807907","4.068762229807907","4.068762229807907"
"396","4.055173046835247","4.055173046835247","4.055173046835247"
"397","4.055604485721575","4.055604485721575","4.055604485721575"
"398","4.05613264091406","4.05613264091406","4.05613264091406"
"399","4.038144719470424","4.038144719470424","4.038144719470424"
"400","4.053077396649184","4.053077396649184","4.053077396649184"
"401","4.046882998882808","4.046882998882808","4.046882998882808"
"402","4.043719654425571","4.043719654425571","4.043719654425571"
"403","4.034341713304762","4.034341713304762","4.034341713304762"
"404","4.035993372514509","4.035993372514509","4.035993372514509"
"405","4.044246064830353","4.044246064830353","4.044246064830353"
"406","4.01990508156376","4.01990508156376","4.01990508156376"
"407","4.024948037611102","4.024948037611102","4.024948037611102"
"408","4.031963685350042","4.031963685350042","4.031963685350042"
"409","4.003343489266991","4.003343489266991","4.003343489266991"
"410","4.01097034154","4.01097034154","4.01097034154"
"411","4.017525026302377","4.017525026302377","4.017525026302377"
"412","4.020060358587886","4.020060358587886","4.020060358587886"
"413","4.005964642512859","4.005964642512859","4.005964642512859"
"414","4.020278525454705","4.020278525454705","4.020278525454705"
"415","4.027758308757621","4.027758308757621","4.027758308757621"
"416","4.008071263348699","4.008071263348699","4.008071263348699"
"417","4.016757619657802","4.016757619657802","4.016757619657802"
"418","4.000813917295323","4.000813917295323","4.000813917295323"
"419","3.9946412783885754","3.9946412783885754","3.9946412783885754"
"420","4.018257201528409","4.018257201528409","4.018257201528409"
"421","3.982662249688059","3.982662249688059","3.982662249688059"
"422","4.007494567938396","4.007494567938396","4.007494567938396"
"423","3.997367148698322","3.997367148698322","3.997367148698322"
"424","3.986083888345878","3.986083888345878","3.986083888345878"
"425","3.979521222657189","3.979521222657189","3.979521222657189"
"426","4.000078507757644","4.000078507757644","4.000078507757644"
"427","3.9943625705203885","3.9943625705203885","3.9943625705203885"
"428","3.985024732986989","3.985024732986989","3.985024732986989"
"429","3.997476646632189","3.997476646632189","3.997476646632189"
"430","3.9767624739586025","3.9767624739586025","3.9767624739586025"
"431","3.972709576089168","3.972709576089168","3.972709576089168"
"432","3.982518288946143","3.982518288946143","3.982518288946143"
"433","3.9614160561147727","3.9614160561147727","3.9614160561147727"
"434","3.971488243863918","3.971488243863918","3.971488243863918"
"435","3.9734847866930068","3.9734847866930068","3.9734847866930068"
"436","3.9642703536438204","3.9642703536438204","3.9642703536438204"
"437","3.9600178591772566","3.9600178591772566","3.9600178591772566"
"438","3.9591445914706127","3.9591445914706127","3.9591445914706127"
"439","3.9544155451498373","3.9544155451498373","3.9544155451498373"
"440","3.9603717064357045","3.9603717064357045","3.9603717064357045"
"441","3.958336220568759","3.958336220568759","3.958336220568759"
"442","3.956262387546303","3.956262387546303","3.956262387546303"
"443","3.93833858308279","3.93833858308279","3.93833858308279"
"444","3.9483066222363994","3.9483066222363994","3.9483066222363994"
"445","3.9607999931905797","3.9607999931905797","3.9607999931905797"
"446","3.9348164217139274","3.9348164217139274","3.9348164217139274"
"447","3.9488066493655207","3.9488066493655207","3.9488066493655207"
"448","3.9589050477826966","3.9589050477826966","3.9589050477826966"
"449","3.9428601524211118","3.9428601524211118","3.9428601524211118"
"450","3.9365102898772455","3.9365102898772455","3.9365102898772455"
"451","3.9361895804500673","3.9361895804500673","3.9361895804500673"
"452","3.929757091597654","3.929757091597654","3.929757091597654"
"453","3.9322516641800904","3.9322516641800904","3.9322516641800904"
"454","3.9412458637377714","3.9412458637377714","3.9412458637377714"
"455","3.949733437238625","3.949733437238625","3.949733437238625"
"456","3.9238569806866725","3.9238569806866725","3.9238569806866725"
"457","3.9146730958458646","3.9146730958458646","3.9146730958458646"
"458","3.9385478178277262","3.9385478178277262","3.9385478178277262"
"459","3.9069466901495034","3.9069466901495034","3.9069466901495034"
"460","3.932211955292383","3.932211955292383","3.932211955292383"
"461","3.917089341916377","3.917089341916377","3.917089341916377"
"462","3.9247798803058105","3.9247798803058105","3.9247798803058105"
"463","3.900458576717938","3.900458576717938","3.900458576717938"
"464","3.9202476744284067","3.9202476744284067","3.9202476744284067"
"465","3.905731695203125","3.905731695203125","3.905731695203125"
"466","3.8997581773495766","3.8997581773495766","3.8997581773495766"
"467","3.9006239182608113","3.9006239182608113","3.9006239182608113"
"468","3.903946262612939","3.903946262612939","3.903946262612939"
"469","3.920069975485225","3.920069975485225","3.920069975485225"
"470","3.9105217207970564","3.9105217207970564","3.9105217207970564"
"471","3.9102707713740528","3.9102707713740528","3.9102707713740528"
"472","3.88702189706784","3.88702189706784","3.88702189706784"
"473","3.8858042974076814","3.8858042974076814","3.8858042974076814"
"474","3.884663446470062","3.884663446470062","3.884663446470062"
"475","3.876848441813141","3.876848441813141","3.876848441813141"
"476","3.884602104916761","3.884602104916761","3.884602104916761"
"477","3.897431111472906","3.897431111472906","3.897431111472906"
"478","3.878863344961792","3.878863344961792","3.878863344961792"
"479","3.8805836245188403","3.8805836245188403","3.8805836245188403"
"480","3.8682782500680912","3.8682782500680912","3.8682782500680912"
