"Step","Eswimmer_Mnull_DS1000_W5e-05_lr0.01 - train.proj_error_H2W","Eswimmer_Mnull_DS1000_W5e-05_lr0.01 - train.proj_error_H2W__MIN","Eswimmer_Mnull_DS1000_W5e-05_lr0.01 - train.proj_error_H2W__MAX"
"64","0.02977406047284603","0.02977406047284603","0.02977406047284603"
"65","0.029765652492642403","0.029765652492642403","0.029765652492642403"
"66","0.029700402170419693","0.029700402170419693","0.029700402170419693"
"67","0.029698461294174194","0.029698461294174194","0.029698461294174194"
"68","0.02967878058552742","0.02967878058552742","0.02967878058552742"
"69","0.029638614505529404","0.029638614505529404","0.029638614505529404"
"70","0.02961401455104351","0.02961401455104351","0.02961401455104351"
"71","0.029602639377117157","0.029602639377117157","0.029602639377117157"
"72","0.029615063220262527","0.029615063220262527","0.029615063220262527"
"73","0.029575305059552193","0.029575305059552193","0.029575305059552193"
"74","0.02959330379962921","0.02959330379962921","0.02959330379962921"
"75","0.029570847749710083","0.029570847749710083","0.029570847749710083"
"76","0.029507771134376526","0.029507771134376526","0.029507771134376526"
"77","0.02954643778502941","0.02954643778502941","0.02954643778502941"
"78","0.029520420357584953","0.029520420357584953","0.029520420357584953"
"79","0.029548782855272293","0.029548782855272293","0.029548782855272293"
"80","0.02950856275856495","0.02950856275856495","0.02950856275856495"
"81","0.029545128345489502","0.029545128345489502","0.029545128345489502"
"82","0.02953357622027397","0.02953357622027397","0.02953357622027397"
"83","0.02956809662282467","0.02956809662282467","0.02956809662282467"
"84","0.029521293938159943","0.029521293938159943","0.029521293938159943"
"85","0.029569905251264572","0.029569905251264572","0.029569905251264572"
"86","0.029514843598008156","0.029514843598008156","0.029514843598008156"
"87","0.029552094638347626","0.029552094638347626","0.029552094638347626"
"88","0.029543563723564148","0.029543563723564148","0.029543563723564148"
"89","0.029560890048742294","0.029560890048742294","0.029560890048742294"
"90","0.02955504134297371","0.02955504134297371","0.02955504134297371"
"91","0.029596149921417236","0.029596149921417236","0.029596149921417236"
"92","0.029589664191007614","0.029589664191007614","0.029589664191007614"
"93","0.02963060699403286","0.02963060699403286","0.02963060699403286"
"94","0.02962854690849781","0.02962854690849781","0.02962854690849781"
"95","0.0297012310475111","0.0297012310475111","0.0297012310475111"
"96","0.029705168679356575","0.029705168679356575","0.029705168679356575"
"97","0.029714390635490417","0.029714390635490417","0.029714390635490417"
"98","0.029727878049016","0.029727878049016","0.029727878049016"
"99","0.029718028381466866","0.029718028381466866","0.029718028381466866"
"100","0.029755709692835808","0.029755709692835808","0.029755709692835808"
"101","0.029721572995185852","0.029721572995185852","0.029721572995185852"
"102","0.02976611629128456","0.02976611629128456","0.02976611629128456"
"103","0.029800396412611008","0.029800396412611008","0.029800396412611008"
"104","0.029804615303874016","0.029804615303874016","0.029804615303874016"
"105","0.029824938625097275","0.029824938625097275","0.029824938625097275"
"106","0.02979472652077675","0.02979472652077675","0.02979472652077675"
"107","0.029821082949638367","0.029821082949638367","0.029821082949638367"
"108","0.02982635423541069","0.02982635423541069","0.02982635423541069"
"109","0.029836295172572136","0.029836295172572136","0.029836295172572136"
"110","0.0298411063849926","0.0298411063849926","0.0298411063849926"
"111","0.02980641834437847","0.02980641834437847","0.02980641834437847"
"112","0.029842616990208626","0.029842616990208626","0.029842616990208626"
"113","0.029832150787115097","0.029832150787115097","0.029832150787115097"
"114","0.029844485223293304","0.029844485223293304","0.029844485223293304"
"115","0.02986806072294712","0.02986806072294712","0.02986806072294712"
"116","0.029859310016036034","0.029859310016036034","0.029859310016036034"
"117","0.02984536625444889","0.02984536625444889","0.02984536625444889"
"118","0.029862839728593826","0.029862839728593826","0.029862839728593826"
"119","0.029875801876187325","0.029875801876187325","0.029875801876187325"
"120","0.029856394976377487","0.029856394976377487","0.029856394976377487"
"121","0.029839439317584038","0.029839439317584038","0.029839439317584038"
"122","0.029917879030108452","0.029917879030108452","0.029917879030108452"
"123","0.02984737604856491","0.02984737604856491","0.02984737604856491"
"124","0.029874127358198166","0.029874127358198166","0.029874127358198166"
"125","0.029890090227127075","0.029890090227127075","0.029890090227127075"
"126","0.0298563614487648","0.0298563614487648","0.0298563614487648"
"127","0.029884755611419678","0.029884755611419678","0.029884755611419678"
"128","0.02991768717765808","0.02991768717765808","0.02991768717765808"
"129","0.029859978705644608","0.029859978705644608","0.029859978705644608"
"130","0.029909450560808182","0.029909450560808182","0.029909450560808182"
"131","0.029878858476877213","0.029878858476877213","0.029878858476877213"
"132","0.02990257553756237","0.02990257553756237","0.02990257553756237"
"133","0.02986324392259121","0.02986324392259121","0.02986324392259121"
"134","0.029888173565268517","0.029888173565268517","0.029888173565268517"
"135","0.029883066192269325","0.029883066192269325","0.029883066192269325"
"136","0.029874660074710846","0.029874660074710846","0.029874660074710846"
"137","0.029888439923524857","0.029888439923524857","0.029888439923524857"
"138","0.029852787032723427","0.029852787032723427","0.029852787032723427"
"139","0.029879966750741005","0.029879966750741005","0.029879966750741005"
"140","0.029875917360186577","0.029875917360186577","0.029875917360186577"
"141","0.029840147122740746","0.029840147122740746","0.029840147122740746"
"142","0.029874691739678383","0.029874691739678383","0.029874691739678383"
"143","0.029871830716729164","0.029871830716729164","0.029871830716729164"
"144","0.02986985258758068","0.02986985258758068","0.02986985258758068"
"145","0.029873371124267578","0.029873371124267578","0.029873371124267578"
"146","0.029878677800297737","0.029878677800297737","0.029878677800297737"
"147","0.02989210933446884","0.02989210933446884","0.02989210933446884"
"148","0.029875509440898895","0.029875509440898895","0.029875509440898895"
"149","0.029893606901168823","0.029893606901168823","0.029893606901168823"
"150","0.0298593919724226","0.0298593919724226","0.0298593919724226"
"151","0.029916729778051376","0.029916729778051376","0.029916729778051376"
"152","0.029854413121938705","0.029854413121938705","0.029854413121938705"
"153","0.029896557331085205","0.029896557331085205","0.029896557331085205"
"154","0.02979855239391327","0.02979855239391327","0.02979855239391327"
"155","0.029805611819028854","0.029805611819028854","0.029805611819028854"
"156","0.029818490147590637","0.029818490147590637","0.029818490147590637"
"157","0.029821835458278656","0.029821835458278656","0.029821835458278656"
"158","0.029780128970742226","0.029780128970742226","0.029780128970742226"
"159","0.02977900765836239","0.02977900765836239","0.02977900765836239"
"160","0.02974146232008934","0.02974146232008934","0.02974146232008934"
"161","0.029742099344730377","0.029742099344730377","0.029742099344730377"
"162","0.02976393885910511","0.02976393885910511","0.02976393885910511"
"163","0.02977382391691208","0.02977382391691208","0.02977382391691208"
"164","0.02972119115293026","0.02972119115293026","0.02972119115293026"
"165","0.02974614128470421","0.02974614128470421","0.02974614128470421"
"166","0.02975361794233322","0.02975361794233322","0.02975361794233322"
"167","0.029669875279068947","0.029669875279068947","0.029669875279068947"
"168","0.029709985479712486","0.029709985479712486","0.029709985479712486"
"169","0.029738418757915497","0.029738418757915497","0.029738418757915497"
"170","0.029725654050707817","0.029725654050707817","0.029725654050707817"
"171","0.02965886890888214","0.02965886890888214","0.02965886890888214"
"172","0.029733752831816673","0.029733752831816673","0.029733752831816673"
"173","0.02972704917192459","0.02972704917192459","0.02972704917192459"
"174","0.02967347390949726","0.02967347390949726","0.02967347390949726"
"175","0.029671255499124527","0.029671255499124527","0.029671255499124527"
"176","0.029610691592097282","0.029610691592097282","0.029610691592097282"
"177","0.029679931700229645","0.029679931700229645","0.029679931700229645"
"178","0.02962723933160305","0.02962723933160305","0.02962723933160305"
"179","0.029671959578990936","0.029671959578990936","0.029671959578990936"
"180","0.029627257958054543","0.029627257958054543","0.029627257958054543"
"181","0.029660282656550407","0.029660282656550407","0.029660282656550407"
"182","0.02964024804532528","0.02964024804532528","0.02964024804532528"
"183","0.029569581151008606","0.029569581151008606","0.029569581151008606"
"184","0.029594752937555313","0.029594752937555313","0.029594752937555313"
"185","0.029603252187371254","0.029603252187371254","0.029603252187371254"
"186","0.029559550806879997","0.029559550806879997","0.029559550806879997"
"187","0.029544556513428688","0.029544556513428688","0.029544556513428688"
"188","0.029558304697275162","0.029558304697275162","0.029558304697275162"
"189","0.029536917805671692","0.029536917805671692","0.029536917805671692"
"190","0.0295405276119709","0.0295405276119709","0.0295405276119709"
"191","0.029613161459565163","0.029613161459565163","0.029613161459565163"
"192","0.029478097334504128","0.029478097334504128","0.029478097334504128"
"193","0.02948630601167679","0.02948630601167679","0.02948630601167679"
"194","0.02949877455830574","0.02949877455830574","0.02949877455830574"
"195","0.029461689293384552","0.029461689293384552","0.029461689293384552"
"196","0.02944941073656082","0.02944941073656082","0.02944941073656082"
"197","0.02947746217250824","0.02947746217250824","0.02947746217250824"
"198","0.029415931552648544","0.029415931552648544","0.029415931552648544"
"199","0.029487717896699905","0.029487717896699905","0.029487717896699905"
"200","0.029451260343194008","0.029451260343194008","0.029451260343194008"
"201","0.02948066033422947","0.02948066033422947","0.02948066033422947"
"202","0.029384205117821693","0.029384205117821693","0.029384205117821693"
"203","0.029425999149680138","0.029425999149680138","0.029425999149680138"
"204","0.029342826455831528","0.029342826455831528","0.029342826455831528"
"205","0.029375026002526283","0.029375026002526283","0.029375026002526283"
"206","0.029365630820393562","0.029365630820393562","0.029365630820393562"
"207","0.029283620417118073","0.029283620417118073","0.029283620417118073"
"208","0.029319342225790024","0.029319342225790024","0.029319342225790024"
"209","0.029347611591219902","0.029347611591219902","0.029347611591219902"
"210","0.02927059307694435","0.02927059307694435","0.02927059307694435"
"211","0.029271459206938744","0.029271459206938744","0.029271459206938744"
"212","0.029270175844430923","0.029270175844430923","0.029270175844430923"
"213","0.029216643422842026","0.029216643422842026","0.029216643422842026"
"214","0.029246848076581955","0.029246848076581955","0.029246848076581955"
"215","0.02922985330224037","0.02922985330224037","0.02922985330224037"
"216","0.029207976534962654","0.029207976534962654","0.029207976534962654"
"217","0.02926064096391201","0.02926064096391201","0.02926064096391201"
"218","0.029261892661452293","0.029261892661452293","0.029261892661452293"
"219","0.029208969324827194","0.029208969324827194","0.029208969324827194"
"220","0.029223408550024033","0.029223408550024033","0.029223408550024033"
"221","0.02916290983557701","0.02916290983557701","0.02916290983557701"
"222","0.029199497774243355","0.029199497774243355","0.029199497774243355"
"223","0.029161060228943825","0.029161060228943825","0.029161060228943825"
"224","0.029188213869929314","0.029188213869929314","0.029188213869929314"
"225","0.02915138751268387","0.02915138751268387","0.02915138751268387"
"226","0.02916116639971733","0.02916116639971733","0.02916116639971733"
"227","0.02908996120095253","0.02908996120095253","0.02908996120095253"
"228","0.02912902645766735","0.02912902645766735","0.02912902645766735"
"229","0.029091697186231613","0.029091697186231613","0.029091697186231613"
"230","0.02907019481062889","0.02907019481062889","0.02907019481062889"
"231","0.02905706688761711","0.02905706688761711","0.02905706688761711"
"232","0.029036110267043114","0.029036110267043114","0.029036110267043114"
"233","0.029095912352204323","0.029095912352204323","0.029095912352204323"
"234","0.02901815064251423","0.02901815064251423","0.02901815064251423"
"235","0.02903321199119091","0.02903321199119091","0.02903321199119091"
"236","0.029020048677921295","0.029020048677921295","0.029020048677921295"
"237","0.029010919854044914","0.029010919854044914","0.029010919854044914"
"238","0.028989657759666443","0.028989657759666443","0.028989657759666443"
"239","0.029010144993662834","0.029010144993662834","0.029010144993662834"
"240","0.02897869609296322","0.02897869609296322","0.02897869609296322"
"241","0.02900458127260208","0.02900458127260208","0.02900458127260208"
"242","0.02896958589553833","0.02896958589553833","0.02896958589553833"
"243","0.028990963473916054","0.028990963473916054","0.028990963473916054"
"244","0.02893878147006035","0.02893878147006035","0.02893878147006035"
"245","0.028909221291542053","0.028909221291542053","0.028909221291542053"
"246","0.028859281912446022","0.028859281912446022","0.028859281912446022"
"247","0.02889779955148697","0.02889779955148697","0.02889779955148697"
"248","0.028853902593255043","0.028853902593255043","0.028853902593255043"
"249","0.02888774313032627","0.02888774313032627","0.02888774313032627"
"250","0.02886080928146839","0.02886080928146839","0.02886080928146839"
"251","0.028813140466809273","0.028813140466809273","0.028813140466809273"
"252","0.028797917068004608","0.028797917068004608","0.028797917068004608"
"253","0.028826100751757622","0.028826100751757622","0.028826100751757622"
"254","0.028796564787626266","0.028796564787626266","0.028796564787626266"
"255","0.02876460738480091","0.02876460738480091","0.02876460738480091"
"256","0.028773270547389984","0.028773270547389984","0.028773270547389984"
"257","0.028750266879796982","0.028750266879796982","0.028750266879796982"
"258","0.028788911178708076","0.028788911178708076","0.028788911178708076"
"259","0.028733734041452408","0.028733734041452408","0.028733734041452408"
"260","0.028658488765358925","0.028658488765358925","0.028658488765358925"
"261","0.028729533776640892","0.028729533776640892","0.028729533776640892"
"262","0.02866997942328453","0.02866997942328453","0.02866997942328453"
"263","0.028703277930617332","0.028703277930617332","0.028703277930617332"
"264","0.028601504862308502","0.028601504862308502","0.028601504862308502"
"265","0.028611112385988235","0.028611112385988235","0.028611112385988235"
"266","0.02864058129489422","0.02864058129489422","0.02864058129489422"
"267","0.028607122600078583","0.028607122600078583","0.028607122600078583"
"268","0.028642114251852036","0.028642114251852036","0.028642114251852036"
"269","0.028588181361556053","0.028588181361556053","0.028588181361556053"
"270","0.028541242703795433","0.028541242703795433","0.028541242703795433"
"271","0.028578346595168114","0.028578346595168114","0.028578346595168114"
"272","0.028534527868032455","0.028534527868032455","0.028534527868032455"
"273","0.028512684628367424","0.028512684628367424","0.028512684628367424"
"274","0.028495365753769875","0.028495365753769875","0.028495365753769875"
"275","0.028460508212447166","0.028460508212447166","0.028460508212447166"
"276","0.028453800827264786","0.028453800827264786","0.028453800827264786"
"277","0.02839379757642746","0.02839379757642746","0.02839379757642746"
"278","0.028418676927685738","0.028418676927685738","0.028418676927685738"
"279","0.028371356427669525","0.028371356427669525","0.028371356427669525"
"280","0.028416777029633522","0.028416777029633522","0.028416777029633522"
"281","0.028396734967827797","0.028396734967827797","0.028396734967827797"
"282","0.028338028118014336","0.028338028118014336","0.028338028118014336"
"283","0.028360072523355484","0.028360072523355484","0.028360072523355484"
"284","0.028313949704170227","0.028313949704170227","0.028313949704170227"
"285","0.028337039053440094","0.028337039053440094","0.028337039053440094"
"286","0.028322823345661163","0.028322823345661163","0.028322823345661163"
"287","0.028304684907197952","0.028304684907197952","0.028304684907197952"
"288","0.0283063892275095","0.0283063892275095","0.0283063892275095"
"289","0.028282007202506065","0.028282007202506065","0.028282007202506065"
"290","0.028209470212459564","0.028209470212459564","0.028209470212459564"
"291","0.028187472373247147","0.028187472373247147","0.028187472373247147"
"292","0.028167512267827988","0.028167512267827988","0.028167512267827988"
"293","0.02823338657617569","0.02823338657617569","0.02823338657617569"
"294","0.02817320078611374","0.02817320078611374","0.02817320078611374"
"295","0.028157858178019524","0.028157858178019524","0.028157858178019524"
"296","0.02809893898665905","0.02809893898665905","0.02809893898665905"
"297","0.02817300148308277","0.02817300148308277","0.02817300148308277"
"298","0.028052346780896187","0.028052346780896187","0.028052346780896187"
"299","0.02808079496026039","0.02808079496026039","0.02808079496026039"
"300","0.028086837381124496","0.028086837381124496","0.028086837381124496"
"301","0.028049519285559654","0.028049519285559654","0.028049519285559654"
"302","0.028083164244890213","0.028083164244890213","0.028083164244890213"
"303","0.027999253943562508","0.027999253943562508","0.027999253943562508"
"304","0.028072893619537354","0.028072893619537354","0.028072893619537354"
"305","0.02800605818629265","0.02800605818629265","0.02800605818629265"
"306","0.0279864314943552","0.0279864314943552","0.0279864314943552"
"307","0.027933528646826744","0.027933528646826744","0.027933528646826744"
"308","0.02795560099184513","0.02795560099184513","0.02795560099184513"
"309","0.027924874797463417","0.027924874797463417","0.027924874797463417"
"310","0.027907241135835648","0.027907241135835648","0.027907241135835648"
"311","0.02785859815776348","0.02785859815776348","0.02785859815776348"
"312","0.027827125042676926","0.027827125042676926","0.027827125042676926"
"313","0.027808910235762596","0.027808910235762596","0.027808910235762596"
"314","0.02785804308950901","0.02785804308950901","0.02785804308950901"
"315","0.027815045788884163","0.027815045788884163","0.027815045788884163"
"316","0.027769852429628372","0.027769852429628372","0.027769852429628372"
"317","0.027745673432946205","0.027745673432946205","0.027745673432946205"
"318","0.02777394838631153","0.02777394838631153","0.02777394838631153"
"319","0.027729036286473274","0.027729036286473274","0.027729036286473274"
"320","0.027776582166552544","0.027776582166552544","0.027776582166552544"
"321","0.027677392587065697","0.027677392587065697","0.027677392587065697"
"322","0.02768046036362648","0.02768046036362648","0.02768046036362648"
"323","0.02764729969203472","0.02764729969203472","0.02764729969203472"
"324","0.027690060436725616","0.027690060436725616","0.027690060436725616"
"325","0.02765056863427162","0.02765056863427162","0.02765056863427162"
"326","0.027599278837442398","0.027599278837442398","0.027599278837442398"
"327","0.027567395940423012","0.027567395940423012","0.027567395940423012"
"328","0.027557045221328735","0.027557045221328735","0.027557045221328735"
"329","0.027550019323825836","0.027550019323825836","0.027550019323825836"
"330","0.02751593478024006","0.02751593478024006","0.02751593478024006"
"331","0.027532435953617096","0.027532435953617096","0.027532435953617096"
"332","0.027492979541420937","0.027492979541420937","0.027492979541420937"
"333","0.027449510991573334","0.027449510991573334","0.027449510991573334"
"334","0.027507873252034187","0.027507873252034187","0.027507873252034187"
"335","0.027424484491348267","0.027424484491348267","0.027424484491348267"
"336","0.027400938794016838","0.027400938794016838","0.027400938794016838"
"337","0.027459338307380676","0.027459338307380676","0.027459338307380676"
"338","0.027366232126951218","0.027366232126951218","0.027366232126951218"
"339","0.02739131636917591","0.02739131636917591","0.02739131636917591"
"340","0.02735137939453125","0.02735137939453125","0.02735137939453125"
"341","0.027339385822415352","0.027339385822415352","0.027339385822415352"
"342","0.027314960956573486","0.027314960956573486","0.027314960956573486"
"343","0.02733028493821621","0.02733028493821621","0.02733028493821621"
"344","0.027319323271512985","0.027319323271512985","0.027319323271512985"
"345","0.02726064994931221","0.02726064994931221","0.02726064994931221"
"346","0.027261657640337944","0.027261657640337944","0.027261657640337944"
"347","0.0272362120449543","0.0272362120449543","0.0272362120449543"
"348","0.027228016406297684","0.027228016406297684","0.027228016406297684"
"349","0.027240684255957603","0.027240684255957603","0.027240684255957603"
"350","0.027178185060620308","0.027178185060620308","0.027178185060620308"
"351","0.02722317911684513","0.02722317911684513","0.02722317911684513"
"352","0.02714807540178299","0.02714807540178299","0.02714807540178299"
"353","0.027147239074110985","0.027147239074110985","0.027147239074110985"
"354","0.02708393521606922","0.02708393521606922","0.02708393521606922"
"355","0.027130983769893646","0.027130983769893646","0.027130983769893646"
"356","0.027114247903227806","0.027114247903227806","0.027114247903227806"
"357","0.02704949490725994","0.02704949490725994","0.02704949490725994"
"358","0.027017509564757347","0.027017509564757347","0.027017509564757347"
"359","0.027046462520956993","0.027046462520956993","0.027046462520956993"
"360","0.027019087225198746","0.027019087225198746","0.027019087225198746"
"361","0.027020031586289406","0.027020031586289406","0.027020031586289406"
"362","0.026989536359906197","0.026989536359906197","0.026989536359906197"
"363","0.02693585678935051","0.02693585678935051","0.02693585678935051"
"364","0.02687961235642433","0.02687961235642433","0.02687961235642433"
"365","0.026882588863372803","0.026882588863372803","0.026882588863372803"
"366","0.026898691430687904","0.026898691430687904","0.026898691430687904"
"367","0.026869697496294975","0.026869697496294975","0.026869697496294975"
"368","0.02685791440308094","0.02685791440308094","0.02685791440308094"
"369","0.026841992512345314","0.026841992512345314","0.026841992512345314"
"370","0.026837270706892014","0.026837270706892014","0.026837270706892014"
"371","0.026810768991708755","0.026810768991708755","0.026810768991708755"
"372","0.02674774080514908","0.02674774080514908","0.02674774080514908"
"373","0.026773249730467796","0.026773249730467796","0.026773249730467796"
"374","0.026712093502283096","0.026712093502283096","0.026712093502283096"
"375","0.026731301099061966","0.026731301099061966","0.026731301099061966"
"376","0.026652229949831963","0.026652229949831963","0.026652229949831963"
"377","0.02673165313899517","0.02673165313899517","0.02673165313899517"
"378","0.026694022119045258","0.026694022119045258","0.026694022119045258"
"379","0.026633555069565773","0.026633555069565773","0.026633555069565773"
"380","0.026681656017899513","0.026681656017899513","0.026681656017899513"
"381","0.026575453579425812","0.026575453579425812","0.026575453579425812"
"382","0.02657649852335453","0.02657649852335453","0.02657649852335453"
"383","0.026615167036652565","0.026615167036652565","0.026615167036652565"
"384","0.026563318446278572","0.026563318446278572","0.026563318446278572"
"385","0.026565061882138252","0.026565061882138252","0.026565061882138252"
"386","0.026526162400841713","0.026526162400841713","0.026526162400841713"
"387","0.02658471092581749","0.02658471092581749","0.02658471092581749"
"388","0.026473358273506165","0.026473358273506165","0.026473358273506165"
"389","0.026471465826034546","0.026471465826034546","0.026471465826034546"
"390","0.02646668069064617","0.02646668069064617","0.02646668069064617"
"391","0.026474792510271072","0.026474792510271072","0.026474792510271072"
"392","0.026425840333104134","0.026425840333104134","0.026425840333104134"
"393","0.026373734697699547","0.026373734697699547","0.026373734697699547"
"394","0.02641409821808338","0.02641409821808338","0.02641409821808338"
"395","0.026331815868616104","0.026331815868616104","0.026331815868616104"
"396","0.026320530101656914","0.026320530101656914","0.026320530101656914"
"397","0.026318805292248726","0.026318805292248726","0.026318805292248726"
"398","0.02630079723894596","0.02630079723894596","0.02630079723894596"
"399","0.026339726522564888","0.026339726522564888","0.026339726522564888"
"400","0.026274971663951874","0.026274971663951874","0.026274971663951874"
"401","0.026248734444379807","0.026248734444379807","0.026248734444379807"
"402","0.026200637221336365","0.026200637221336365","0.026200637221336365"
"403","0.02623645029962063","0.02623645029962063","0.02623645029962063"
"404","0.026230022311210632","0.026230022311210632","0.026230022311210632"
"405","0.026180030778050423","0.026180030778050423","0.026180030778050423"
"406","0.02622586488723755","0.02622586488723755","0.02622586488723755"
"407","0.02617022395133972","0.02617022395133972","0.02617022395133972"
"408","0.02612157352268696","0.02612157352268696","0.02612157352268696"
"409","0.02617546170949936","0.02617546170949936","0.02617546170949936"
"410","0.026164671406149864","0.026164671406149864","0.026164671406149864"
"411","0.026105845347046852","0.026105845347046852","0.026105845347046852"
"412","0.026070646941661835","0.026070646941661835","0.026070646941661835"
"413","0.02607840485870838","0.02607840485870838","0.02607840485870838"
"414","0.02599811553955078","0.02599811553955078","0.02599811553955078"
"415","0.025973202660679817","0.025973202660679817","0.025973202660679817"
"416","0.026017364114522934","0.026017364114522934","0.026017364114522934"
"417","0.025951053947210312","0.025951053947210312","0.025951053947210312"
"418","0.025977104902267456","0.025977104902267456","0.025977104902267456"
"419","0.02598867565393448","0.02598867565393448","0.02598867565393448"
"420","0.02588053047657013","0.02588053047657013","0.02588053047657013"
"421","0.025973176583647728","0.025973176583647728","0.025973176583647728"
"422","0.02585143968462944","0.02585143968462944","0.02585143968462944"
"423","0.025883901864290237","0.025883901864290237","0.025883901864290237"
"424","0.02590273506939411","0.02590273506939411","0.02590273506939411"
"425","0.025897672399878502","0.025897672399878502","0.025897672399878502"
"426","0.02578875422477722","0.02578875422477722","0.02578875422477722"
"427","0.025796154513955116","0.025796154513955116","0.025796154513955116"
"428","0.025831494480371475","0.025831494480371475","0.025831494480371475"
"429","0.025731898844242096","0.025731898844242096","0.025731898844242096"
"430","0.025800878182053566","0.025800878182053566","0.025800878182053566"
"431","0.02578381448984146","0.02578381448984146","0.02578381448984146"
"432","0.02572498470544815","0.02572498470544815","0.02572498470544815"
"433","0.02578050084412098","0.02578050084412098","0.02578050084412098"
"434","0.025707362219691277","0.025707362219691277","0.025707362219691277"
"435","0.025693662464618683","0.025693662464618683","0.025693662464618683"
"436","0.025688882917165756","0.025688882917165756","0.025688882917165756"
"437","0.02568627893924713","0.02568627893924713","0.02568627893924713"
"438","0.025671731680631638","0.025671731680631638","0.025671731680631638"
"439","0.025658683851361275","0.025658683851361275","0.025658683851361275"
"440","0.02560754306614399","0.02560754306614399","0.02560754306614399"
"441","0.025604384019970894","0.025604384019970894","0.025604384019970894"
